record_id,timestamp,plant,production_line,machine_id,electricity_kWh,gas_m3,compressed_air_m3,water_liters,steam_kg,peak_demand_kW,power_factor,reactive_power_kVAR,carbon_kg_CO2e,energy_intensity_kWh_unit,tariff_rate_USD_kWh,energy_cost_USD,shift,operating_mode
ENG-003736,2024-06-04 15:00:19,Plant-B,LINE-10,MCH-019,130.76,11.981,82.86,153.0,239.2,124.2,1.0,11.26,83.206,0.9056,0.1,10.73,Morning,Production
ENG-003737,2024-06-04 16:00:12,Plant-A,LINE-9,MCH-022,140.036,18.954,95.35,614.0,206.72,193.52,0.9411,46.96,68.046,0.9589,0.1,15.96,Morning,Production
ENG-003738,2024-06-04 17:00:15,Plant-C,LINE-4,MCH-032,125.208,11.74,81.45,709.2,170.93,180.72,0.9339,19.96,51.216,0.7698,0.13,11.5,Morning,Production
ENG-003739,2024-06-04 18:00:06,Plant-C,LINE-1,MCH-032,104.651,10.614,97.21,248.4,118.09,197.52,0.9191,17.04,73.808,0.6774,0.08,15.1,Morning,Production
ENG-003740,2024-06-04 19:00:14,Plant-B,LINE-1,MCH-043,142.338,15.509,79.84,489.4,211.89,245.64,0.8735,34.17,63.392,0.8973,0.16,6.52,Afternoon,Standby
ENG-003741,2024-06-04 20:00:02,Plant-B,LINE-6,MCH-048,141.082,15.376,100.7,539.8,418.37,154.81,0.9613,35.44,69.52,0.8809,0.16,23.64,Afternoon,Maintenance
ENG-003742,2024-06-04 21:00:18,Plant-A,LINE-9,MCH-043,94.19,16.57,111.54,810.9,151.47,145.64,0.8701,50.48,48.224,0.7618,0.16,5.32,Afternoon,Idle
ENG-003743,2024-06-04 22:00:13,Plant-C,LINE-2,MCH-029,170.839,25.718,113.95,749.3,229.72,237.06,0.8787,15.03,55.445,1.0597,0.08,15.31,Afternoon,Production
ENG-003744,2024-06-04 23:00:15,Plant-B,LINE-4,MCH-024,121.789,22.451,88.98,416.8,148.66,133.66,0.9392,12.82,68.596,0.7921,0.08,3.45,Morning,Standby
ENG-003745,2024-06-05 00:00:10,Plant-C,LINE-4,MCH-033,149.395,16.464,52.15,560.4,202.54,145.6,0.9154,33.18,42.217,0.8137,0.08,17.74,Night,Production
ENG-003746,2024-06-05 01:00:10,Plant-C,LINE-2,MCH-026,127.43,18.579,109.84,552.2,107.43,148.06,0.7773,42.3,50.374,1.0428,0.08,9.83,Morning,Standby
ENG-003747,2024-06-05 02:00:24,Plant-C,LINE-7,MCH-036,89.107,10.8,95.51,209.5,206.77,258.33,0.8574,14.37,75.124,0.9937,0.08,18.5,Morning,Production
ENG-003748,2024-06-05 03:00:14,Plant-B,LINE-4,MCH-032,193.991,14.546,80.12,463.0,107.79,130.47,0.835,41.25,69.378,0.9759,0.08,18.96,Afternoon,Production
ENG-003749,2024-06-05 04:00:18,Plant-C,LINE-6,MCH-020,148.451,19.762,100.19,278.7,227.23,143.63,0.9595,25.74,23.603,0.9555,0.1,12.09,Morning,Idle
ENG-003750,2024-06-05 05:00:03,Plant-C,LINE-4,MCH-005,165.352,12.681,58.82,446.6,277.94,193.1,0.9314,0.0,37.06,1.0607,0.08,22.33,Night,Production
ENG-003751,2024-06-05 06:00:25,Plant-A,LINE-3,MCH-032,57.461,16.152,99.42,300.1,73.62,153.62,0.925,40.58,53.88,1.0971,0.13,20.23,Morning,Production
ENG-003752,2024-06-05 07:00:04,Plant-B,LINE-10,MCH-023,153.002,12.67,80.34,587.6,236.85,130.81,1.0,38.03,61.688,0.9996,0.16,6.97,Night,Standby
ENG-003753,2024-06-05 08:00:00,Plant-C,LINE-7,MCH-016,150.839,10.072,89.4,682.3,345.5,179.01,0.9417,37.15,84.593,0.6859,0.16,10.08,Afternoon,Production
ENG-003754,2024-06-05 09:00:26,Plant-A,LINE-5,MCH-034,76.005,15.48,92.88,393.0,218.07,120.59,0.9456,32.75,51.546,0.8618,0.08,14.15,Night,Production
ENG-003755,2024-06-05 10:00:19,Plant-C,LINE-9,MCH-026,136.578,9.372,67.33,356.2,136.49,154.17,0.8089,31.49,49.848,0.6775,0.08,13.32,Afternoon,Maintenance
ENG-003756,2024-06-05 11:00:09,Plant-B,LINE-3,MCH-025,152.21,19.85,101.33,85.7,254.69,108.66,0.9934,12.33,80.743,0.7262,0.16,15.46,Morning,Standby
ENG-003757,2024-06-05 12:00:10,Plant-C,LINE-6,MCH-018,102.784,12.179,65.98,843.7,204.75,180.4,0.9379,31.16,66.798,1.0148,0.1,15.77,Morning,Maintenance
ENG-003758,2024-06-05 13:00:08,Plant-A,LINE-3,MCH-011,109.961,13.775,46.55,556.5,92.95,105.77,0.8664,43.27,78.775,0.8892,0.1,15.86,Night,Production
ENG-003759,2024-06-05 14:00:21,Plant-C,LINE-2,MCH-037,138.434,20.826,61.17,371.3,143.69,163.44,1.0,26.64,44.104,1.0407,0.1,16.17,Night,Production
ENG-003760,2024-06-05 15:00:00,Plant-C,LINE-8,MCH-039,98.893,12.942,90.95,552.7,162.1,162.52,0.8794,8.68,57.612,0.738,0.16,18.43,Afternoon,Production
ENG-003761,2024-06-05 16:00:29,Plant-A,LINE-2,MCH-041,126.609,26.941,94.23,454.4,252.85,244.79,0.9382,33.48,74.369,0.8736,0.08,17.61,Morning,Production
ENG-003762,2024-06-05 17:00:05,Plant-A,LINE-5,MCH-024,147.561,20.915,58.25,356.8,165.54,132.12,0.9677,20.58,55.719,1.1911,0.08,20.0,Afternoon,Idle
ENG-003763,2024-06-05 18:00:17,Plant-B,LINE-3,MCH-048,96.078,22.391,99.75,669.3,189.52,142.26,0.8282,39.92,71.315,0.6093,0.16,9.22,Night,Production
ENG-003764,2024-06-05 19:00:22,Plant-B,LINE-7,MCH-008,152.86,14.412,103.16,622.9,229.1,147.88,0.9379,16.01,43.241,0.8019,0.13,9.92,Night,Production
ENG-003765,2024-06-05 20:00:19,Plant-A,LINE-4,MCH-034,164.517,8.478,46.26,449.1,237.15,196.64,0.8652,33.66,65.925,0.809,0.13,13.61,Morning,Production
ENG-003766,2024-06-05 21:00:28,Plant-B,LINE-2,MCH-020,90.909,13.402,100.11,539.2,150.45,237.71,0.9654,44.71,78.668,0.7826,0.13,8.83,Night,Production
ENG-003767,2024-06-05 22:00:22,Plant-C,LINE-1,MCH-010,145.73,6.843,87.07,480.1,149.5,156.02,0.8643,19.35,39.075,0.4628,0.13,9.93,Night,Production
ENG-003768,2024-06-05 23:00:08,Plant-C,LINE-4,MCH-039,113.398,19.409,95.16,451.7,256.58,122.85,0.9362,50.5,63.898,0.6034,0.1,13.01,Afternoon,Maintenance
ENG-003769,2024-06-06 00:00:28,Plant-C,LINE-10,MCH-031,122.191,8.442,64.68,376.9,173.82,156.26,0.9592,38.13,70.201,0.9363,0.08,4.88,Night,Production
ENG-003770,2024-06-06 01:00:09,Plant-A,LINE-9,MCH-040,159.487,17.741,69.08,178.0,135.84,118.35,0.9293,49.35,59.07,1.3271,0.08,14.59,Afternoon,Production
ENG-003771,2024-06-06 02:00:06,Plant-A,LINE-8,MCH-021,138.3,11.366,103.18,685.2,232.46,286.93,0.8823,36.36,59.611,1.0011,0.16,13.35,Night,Production
ENG-003772,2024-06-06 03:00:17,Plant-C,LINE-10,MCH-028,159.684,11.59,100.32,494.5,102.31,160.38,0.932,29.85,51.019,1.0018,0.08,15.45,Morning,Production
ENG-003773,2024-06-06 04:00:29,Plant-C,LINE-9,MCH-028,86.542,17.065,52.89,366.9,205.99,148.97,0.8415,26.54,52.977,0.6583,0.13,11.1,Afternoon,Production
ENG-003774,2024-06-06 05:00:23,Plant-B,LINE-2,MCH-042,105.454,23.503,81.86,442.8,92.82,119.96,0.9113,25.22,52.793,0.6368,0.08,7.75,Afternoon,Production
ENG-003775,2024-06-06 06:00:16,Plant-C,LINE-5,MCH-005,113.46,5.976,70.72,481.6,276.76,216.25,0.9082,30.04,63.46,1.0693,0.1,24.11,Morning,Production
ENG-003776,2024-06-06 07:00:04,Plant-C,LINE-8,MCH-041,110.203,18.118,92.31,546.9,216.76,192.76,0.9892,19.52,66.49,0.7132,0.1,13.73,Morning,Production
ENG-003777,2024-06-06 08:00:12,Plant-A,LINE-3,MCH-002,100.886,8.785,82.65,236.2,181.83,202.96,0.9387,36.98,29.901,0.4115,0.08,14.25,Afternoon,Idle
ENG-003778,2024-06-06 09:00:26,Plant-A,LINE-1,MCH-001,74.581,22.541,103.67,592.8,173.79,171.44,0.9568,13.55,70.28,0.8312,0.13,20.43,Afternoon,Production
ENG-003779,2024-06-06 10:00:18,Plant-B,LINE-7,MCH-014,61.981,10.067,83.9,314.1,256.94,142.94,0.922,27.09,36.863,0.5483,0.16,9.3,Morning,Production
ENG-003780,2024-06-06 11:00:14,Plant-A,LINE-8,MCH-010,144.566,25.174,78.8,737.1,183.32,161.62,0.8472,32.22,72.149,0.9984,0.16,6.89,Morning,Production
ENG-003781,2024-06-06 12:00:12,Plant-B,LINE-2,MCH-020,112.689,15.924,116.6,725.6,185.52,160.6,1.0,35.63,30.332,0.4405,0.13,9.92,Morning,Idle
ENG-003782,2024-06-06 13:00:18,Plant-B,LINE-10,MCH-020,65.302,16.33,61.6,509.6,236.3,182.46,0.9474,31.31,62.516,1.0214,0.08,11.68,Afternoon,Production
ENG-003783,2024-06-06 14:00:08,Plant-C,LINE-8,MCH-009,161.489,18.436,90.08,386.6,225.43,161.74,0.9241,28.97,72.69,0.9726,0.1,7.36,Morning,Production
ENG-003784,2024-06-06 15:00:30,Plant-B,LINE-10,MCH-009,134.454,16.631,117.34,686.6,262.08,196.81,0.9375,45.58,45.953,0.946,0.1,16.33,Afternoon,Production
ENG-003785,2024-06-06 16:00:03,Plant-B,LINE-1,MCH-044,118.736,16.511,52.03,538.4,167.79,189.31,0.9624,47.51,69.872,0.9993,0.16,22.85,Morning,Production
ENG-003786,2024-06-06 17:00:07,Plant-B,LINE-1,MCH-044,166.563,8.983,91.89,364.3,249.3,219.63,0.7974,40.78,46.916,1.0168,0.13,15.91,Night,Production
ENG-003787,2024-06-06 18:00:21,Plant-B,LINE-9,MCH-041,150.515,21.681,62.06,637.9,246.79,160.39,0.9144,23.2,49.07,0.7878,0.1,10.63,Night,Production
ENG-003788,2024-06-06 19:00:12,Plant-C,LINE-5,MCH-030,97.14,26.616,84.21,679.7,180.11,205.9,0.9324,35.05,86.907,0.8452,0.08,6.99,Afternoon,Production
ENG-003789,2024-06-06 20:00:12,Plant-C,LINE-9,MCH-042,111.231,9.628,57.86,667.5,190.35,143.17,0.889,35.77,57.534,0.6895,0.16,9.38,Morning,Production
ENG-003790,2024-06-06 21:00:15,Plant-C,LINE-8,MCH-025,92.582,14.527,68.42,346.3,242.9,169.21,1.0,30.06,49.989,0.8962,0.16,12.28,Morning,Production
ENG-003791,2024-06-06 22:00:08,Plant-A,LINE-10,MCH-026,128.54,19.943,81.19,327.3,258.51,215.76,0.9298,22.59,71.406,0.7566,0.1,9.31,Morning,Maintenance
ENG-003792,2024-06-06 23:00:24,Plant-A,LINE-4,MCH-033,92.674,3.607,86.71,434.5,204.87,197.33,0.9067,30.77,27.453,0.6413,0.16,14.51,Afternoon,Maintenance
ENG-003793,2024-06-07 00:00:17,Plant-B,LINE-10,MCH-008,90.485,17.953,82.87,455.9,192.51,146.26,0.9101,22.7,55.732,0.5922,0.16,9.31,Morning,Production
ENG-003794,2024-06-07 01:00:16,Plant-C,LINE-8,MCH-036,119.344,19.758,139.35,370.6,226.7,173.08,0.9111,19.16,53.228,0.4927,0.08,11.26,Afternoon,Production
ENG-003795,2024-06-07 02:00:13,Plant-C,LINE-1,MCH-022,106.264,16.461,64.05,211.8,222.78,228.56,0.9119,23.79,64.603,0.7944,0.13,8.07,Night,Production
ENG-003796,2024-06-07 03:00:26,Plant-C,LINE-3,MCH-017,104.31,14.484,121.72,244.1,200.1,172.08,0.9297,38.1,51.611,0.8429,0.08,14.25,Afternoon,Standby
ENG-003797,2024-06-07 04:00:16,Plant-A,LINE-7,MCH-038,183.115,20.117,87.92,626.0,250.36,267.17,0.891,33.06,66.795,0.7811,0.08,12.08,Morning,Production
ENG-003798,2024-06-07 05:00:19,Plant-C,LINE-7,MCH-033,133.98,13.498,72.54,500.3,199.54,213.89,0.9895,18.64,38.126,1.1263,0.08,20.41,Morning,Production
ENG-003799,2024-06-07 06:00:18,Plant-A,LINE-7,MCH-023,107.05,15.955,114.18,114.7,301.79,135.83,0.918,35.1,75.211,0.6281,0.1,15.15,Morning,Production
ENG-003800,2024-06-07 07:00:12,Plant-B,LINE-9,MCH-017,43.798,17.053,103.39,494.0,161.43,119.86,0.9243,22.65,58.104,1.0223,0.08,11.82,Morning,Production
ENG-003801,2024-06-07 08:00:19,Plant-C,LINE-2,MCH-047,205.507,17.222,96.73,383.2,212.13,183.84,0.8635,49.95,71.757,0.8309,0.13,9.3,Night,Production
ENG-003802,2024-06-07 09:00:27,Plant-B,LINE-2,MCH-037,106.594,25.517,113.29,314.7,146.05,147.03,0.8791,23.48,31.552,0.5476,0.16,22.14,Morning,Production
ENG-003803,2024-06-07 10:00:00,Plant-C,LINE-4,MCH-048,56.306,9.376,80.84,558.7,152.66,102.17,0.8881,21.9,67.277,0.9744,0.08,19.95,Afternoon,Production
ENG-003804,2024-06-07 11:00:16,Plant-C,LINE-5,MCH-009,139.867,13.193,67.08,531.6,182.34,220.27,0.9325,25.76,32.232,0.9873,0.13,16.0,Morning,Production
ENG-003805,2024-06-07 12:00:24,Plant-C,LINE-7,MCH-005,61.49,21.258,45.83,518.6,140.93,198.74,0.8708,10.8,59.408,0.5557,0.08,12.83,Night,Idle
ENG-003806,2024-06-07 13:00:15,Plant-A,LINE-10,MCH-016,116.869,13.902,73.12,362.6,258.5,154.14,0.9279,31.77,72.794,1.034,0.1,11.71,Afternoon,Production
ENG-003807,2024-06-07 14:00:16,Plant-B,LINE-10,MCH-020,126.959,20.551,79.82,267.3,310.58,144.67,0.9004,39.1,32.307,0.9406,0.13,21.53,Night,Production
ENG-003808,2024-06-07 15:00:13,Plant-C,LINE-6,MCH-023,135.068,23.23,62.08,574.2,196.51,179.84,0.8636,31.89,63.267,0.8236,0.16,23.92,Night,Idle
ENG-003809,2024-06-07 16:00:07,Plant-B,LINE-4,MCH-004,102.777,15.287,91.98,333.8,172.84,208.67,0.8454,25.57,44.333,1.1385,0.16,20.17,Morning,Standby
ENG-003810,2024-06-07 17:00:18,Plant-B,LINE-6,MCH-038,139.747,16.98,110.23,503.2,288.33,135.44,0.9708,22.06,31.923,0.9728,0.13,13.05,Morning,Production
ENG-003811,2024-06-07 18:00:29,Plant-B,LINE-1,MCH-034,119.246,18.123,71.46,720.6,155.84,125.65,0.9152,24.96,48.973,0.769,0.08,8.35,Night,Production
ENG-003812,2024-06-07 19:00:02,Plant-A,LINE-7,MCH-011,37.088,15.286,90.68,556.2,139.16,252.19,0.9107,6.26,66.911,0.8501,0.08,8.42,Afternoon,Production
ENG-003813,2024-06-07 20:00:30,Plant-B,LINE-8,MCH-023,93.459,19.892,58.19,487.3,218.84,203.29,0.9315,39.59,15.012,0.8885,0.16,19.25,Afternoon,Standby
ENG-003814,2024-06-07 21:00:09,Plant-C,LINE-9,MCH-004,134.231,17.284,98.01,584.2,172.44,150.63,0.8201,49.86,85.891,0.954,0.08,9.49,Afternoon,Maintenance
ENG-003815,2024-06-07 22:00:03,Plant-B,LINE-8,MCH-040,121.711,22.454,74.65,413.9,142.71,200.2,0.9808,20.12,41.559,1.2007,0.08,12.33,Afternoon,Maintenance
ENG-003816,2024-06-07 23:00:17,Plant-C,LINE-10,MCH-047,62.067,6.023,88.81,188.8,94.84,138.88,0.8658,22.43,72.629,0.9457,0.08,4.49,Night,Production
ENG-003817,2024-06-08 00:00:22,Plant-C,LINE-3,MCH-003,115.247,15.201,94.86,523.5,140.05,216.79,0.8419,22.87,71.193,0.79,0.08,9.9,Night,Production
ENG-003818,2024-06-08 01:00:07,Plant-B,LINE-9,MCH-025,131.346,23.673,68.19,303.7,197.53,57.11,0.88,30.78,81.508,0.7017,0.13,2.71,Morning,Standby
ENG-003819,2024-06-08 02:00:10,Plant-C,LINE-7,MCH-017,104.504,15.408,71.01,676.4,273.38,163.26,0.9127,12.23,49.243,0.5135,0.08,15.49,Morning,Standby
ENG-003820,2024-06-08 03:00:18,Plant-C,LINE-5,MCH-025,101.992,8.429,97.57,635.1,229.26,182.04,0.91,23.06,67.473,0.5701,0.13,9.59,Morning,Standby
ENG-003821,2024-06-08 04:00:01,Plant-B,LINE-3,MCH-038,140.79,23.803,72.45,613.5,171.5,183.53,0.8914,14.0,87.419,0.4547,0.13,11.53,Afternoon,Production
ENG-003822,2024-06-08 05:00:23,Plant-C,LINE-6,MCH-032,146.726,14.012,73.92,593.0,259.85,265.34,0.7832,42.29,70.259,0.936,0.1,12.55,Afternoon,Production
ENG-003823,2024-06-08 06:00:23,Plant-A,LINE-10,MCH-033,133.226,7.985,76.49,427.5,137.35,190.58,0.9464,22.8,33.203,1.128,0.08,20.66,Night,Maintenance
ENG-003824,2024-06-08 07:00:28,Plant-C,LINE-6,MCH-024,153.33,13.1,89.89,664.0,201.83,183.49,0.9677,38.9,70.762,0.5026,0.1,1.89,Night,Production
ENG-003825,2024-06-08 08:00:19,Plant-A,LINE-3,MCH-012,127.295,17.197,91.56,467.3,285.88,149.05,0.9282,38.67,70.427,0.8183,0.16,13.3,Night,Standby
ENG-003826,2024-06-08 09:00:09,Plant-B,LINE-1,MCH-027,123.221,14.208,79.46,598.0,124.15,227.59,0.8231,0.0,67.484,0.9798,0.13,10.09,Morning,Production
ENG-003827,2024-06-08 10:00:19,Plant-B,LINE-10,MCH-049,100.536,11.848,71.43,672.5,263.33,130.18,0.9305,29.46,70.23,0.8517,0.16,10.02,Afternoon,Production
ENG-003828,2024-06-08 11:00:01,Plant-B,LINE-4,MCH-045,116.47,20.033,101.17,525.7,177.96,176.72,0.8524,20.8,54.227,0.6144,0.08,9.48,Night,Standby
ENG-003829,2024-06-08 12:00:21,Plant-C,LINE-5,MCH-031,186.111,16.73,90.14,450.7,204.51,148.14,0.9818,20.55,85.528,0.9827,0.08,16.24,Morning,Maintenance
ENG-003830,2024-06-08 13:00:09,Plant-C,LINE-1,MCH-004,111.899,13.81,78.54,460.2,159.11,103.72,0.8682,38.55,54.075,1.1256,0.1,10.67,Afternoon,Standby
ENG-003831,2024-06-08 14:00:25,Plant-C,LINE-9,MCH-022,90.249,16.319,91.02,574.3,199.09,168.55,0.881,20.46,55.367,0.6046,0.1,13.15,Afternoon,Production
ENG-003832,2024-06-08 15:00:09,Plant-A,LINE-6,MCH-004,123.284,21.27,65.1,553.3,180.18,87.97,0.9221,12.79,62.993,0.5427,0.1,17.18,Morning,Idle
ENG-003833,2024-06-08 16:00:08,Plant-B,LINE-4,MCH-038,96.6,8.893,57.53,478.5,89.69,227.0,0.9404,37.31,56.917,0.6749,0.1,13.35,Afternoon,Idle
ENG-003834,2024-06-08 17:00:14,Plant-C,LINE-5,MCH-030,101.865,17.556,66.17,516.3,169.11,132.2,0.8609,33.94,78.374,0.6817,0.08,8.3,Morning,Production
ENG-003835,2024-06-08 18:00:08,Plant-B,LINE-5,MCH-032,121.419,10.979,106.47,363.8,171.28,138.63,0.942,25.92,81.324,0.7637,0.08,9.26,Morning,Idle
ENG-003836,2024-06-08 19:00:05,Plant-B,LINE-6,MCH-027,95.791,11.7,48.96,419.8,225.73,173.96,0.8953,11.75,45.385,1.2508,0.08,11.84,Night,Maintenance
ENG-003837,2024-06-08 20:00:14,Plant-B,LINE-2,MCH-012,143.977,15.387,96.04,495.0,214.0,164.27,0.7863,44.99,73.207,1.0762,0.16,10.81,Morning,Production
ENG-003838,2024-06-08 21:00:01,Plant-B,LINE-7,MCH-017,88.832,17.657,87.78,508.2,182.72,190.33,0.8433,30.71,57.842,0.9594,0.16,7.28,Morning,Production
ENG-003839,2024-06-08 22:00:14,Plant-B,LINE-4,MCH-027,150.615,17.707,78.14,788.9,164.22,129.19,0.921,33.06,41.128,0.8753,0.13,6.86,Night,Production
ENG-003840,2024-06-08 23:00:04,Plant-B,LINE-1,MCH-019,146.734,12.953,73.49,529.1,222.69,109.77,0.825,23.32,52.436,0.9297,0.16,22.07,Morning,Idle
ENG-003841,2024-06-09 00:00:11,Plant-C,LINE-8,MCH-016,81.502,19.326,62.66,296.4,245.39,203.54,0.9373,37.62,85.579,0.9428,0.1,13.98,Night,Production
ENG-003842,2024-06-09 01:00:09,Plant-A,LINE-9,MCH-028,96.651,9.181,123.99,526.3,170.56,221.22,0.8659,16.69,40.118,0.4563,0.13,17.53,Morning,Production
ENG-003843,2024-06-09 02:00:08,Plant-C,LINE-2,MCH-021,97.591,19.024,50.45,513.2,284.55,217.77,0.9325,30.25,34.061,0.6458,0.1,25.07,Morning,Production
ENG-003844,2024-06-09 03:00:10,Plant-A,LINE-7,MCH-027,159.266,11.94,62.74,627.0,86.09,159.48,0.9445,22.95,76.817,0.9218,0.1,7.86,Afternoon,Idle
ENG-003845,2024-06-09 04:00:23,Plant-A,LINE-4,MCH-021,136.992,9.959,79.41,407.9,153.22,200.54,1.0,27.33,86.195,0.6771,0.13,27.3,Night,Production
ENG-003846,2024-06-09 05:00:04,Plant-C,LINE-7,MCH-037,79.119,9.912,55.43,561.9,317.21,118.18,0.9627,8.49,54.95,0.6199,0.16,7.5,Morning,Production
ENG-003847,2024-06-09 06:00:15,Plant-B,LINE-2,MCH-033,169.902,19.364,65.95,617.5,282.65,226.34,0.8035,32.08,66.466,0.8566,0.1,10.55,Afternoon,Production
ENG-003848,2024-06-09 07:00:17,Plant-A,LINE-1,MCH-009,109.908,23.182,84.17,678.4,231.45,254.76,0.9723,30.18,73.266,1.0863,0.1,5.96,Night,Production
ENG-003849,2024-06-09 08:00:13,Plant-A,LINE-9,MCH-013,124.323,28.26,71.59,544.4,303.45,166.24,0.9658,28.04,78.859,0.8736,0.13,13.05,Morning,Production
ENG-003850,2024-06-09 09:00:02,Plant-A,LINE-5,MCH-019,119.285,17.177,68.45,572.7,264.43,146.55,0.865,27.23,53.917,0.9323,0.16,16.6,Afternoon,Production
ENG-003851,2024-06-09 10:00:01,Plant-C,LINE-5,MCH-001,68.67,9.425,64.01,421.8,227.68,207.01,0.9156,32.43,57.284,0.9735,0.1,13.48,Afternoon,Standby
ENG-003852,2024-06-09 11:00:19,Plant-A,LINE-4,MCH-047,74.22,16.928,50.58,582.5,298.15,129.87,0.9457,35.68,64.113,0.7517,0.08,9.22,Night,Production
ENG-003853,2024-06-09 12:00:10,Plant-C,LINE-3,MCH-023,124.539,7.57,70.1,429.2,162.24,268.47,0.8708,32.87,51.575,0.8881,0.08,10.52,Afternoon,Production
ENG-003854,2024-06-09 13:00:08,Plant-C,LINE-10,MCH-037,94.171,10.845,60.25,511.6,212.51,170.45,0.8968,25.6,65.71,1.1354,0.16,22.69,Morning,Idle
ENG-003855,2024-06-09 14:00:14,Plant-A,LINE-7,MCH-042,120.417,19.607,61.77,711.3,241.74,191.23,0.88,35.13,85.203,0.605,0.16,9.42,Morning,Idle
ENG-003856,2024-06-09 15:00:26,Plant-A,LINE-2,MCH-025,140.755,18.156,106.67,727.7,132.04,196.22,0.9848,40.94,58.91,0.9777,0.1,15.01,Morning,Idle
ENG-003857,2024-06-09 16:00:20,Plant-A,LINE-7,MCH-038,148.21,15.964,89.3,536.7,162.08,294.77,0.9024,30.32,69.85,1.1693,0.1,12.33,Night,Production
ENG-003858,2024-06-09 17:00:05,Plant-C,LINE-4,MCH-043,129.717,20.958,83.92,554.3,261.5,209.82,0.9411,26.06,57.599,0.8075,0.13,17.63,Afternoon,Production
ENG-003859,2024-06-09 18:00:17,Plant-A,LINE-6,MCH-032,156.746,22.31,61.5,433.9,157.98,284.71,0.9716,17.58,52.831,0.6836,0.1,16.11,Night,Idle
ENG-003860,2024-06-09 19:00:15,Plant-B,LINE-10,MCH-030,134.68,14.365,64.81,454.2,259.36,169.06,0.942,38.26,75.801,0.8315,0.08,4.83,Night,Production
ENG-003861,2024-06-09 20:00:08,Plant-C,LINE-5,MCH-028,90.954,4.034,74.96,530.9,186.71,225.58,0.8706,34.35,60.358,1.0842,0.1,8.76,Morning,Idle
ENG-003862,2024-06-09 21:00:28,Plant-B,LINE-8,MCH-001,139.669,27.966,125.57,441.1,93.83,158.86,1.0,42.87,76.123,0.6084,0.1,9.37,Morning,Production
ENG-003863,2024-06-09 22:00:01,Plant-C,LINE-9,MCH-041,124.698,17.745,61.94,624.6,136.12,233.28,0.834,43.84,50.858,0.9809,0.08,13.31,Afternoon,Production
ENG-003864,2024-06-09 23:00:14,Plant-B,LINE-2,MCH-017,113.916,17.687,89.43,531.2,178.06,152.58,0.8624,49.28,61.648,0.8826,0.16,11.48,Afternoon,Production
ENG-003865,2024-06-10 00:00:10,Plant-A,LINE-6,MCH-009,88.379,11.815,85.24,293.5,157.54,79.64,1.0,28.65,59.93,0.7585,0.08,17.57,Night,Maintenance
ENG-003866,2024-06-10 01:00:02,Plant-C,LINE-3,MCH-034,149.434,8.633,86.87,462.1,227.76,178.85,0.9713,46.47,72.82,0.9471,0.1,17.51,Night,Production
ENG-003867,2024-06-10 02:00:27,Plant-B,LINE-10,MCH-017,161.857,15.638,93.75,401.9,238.84,232.74,0.9461,17.01,42.924,0.6297,0.13,12.5,Afternoon,Production
ENG-003868,2024-06-10 03:00:19,Plant-A,LINE-10,MCH-030,106.341,22.468,128.15,50.0,291.03,176.19,0.8997,35.49,75.165,0.9763,0.13,9.95,Night,Production
ENG-003869,2024-06-10 04:00:07,Plant-B,LINE-10,MCH-030,135.313,11.243,81.6,572.6,182.18,176.98,0.9454,38.6,74.078,0.9746,0.13,10.17,Morning,Production
ENG-003870,2024-06-10 05:00:19,Plant-A,LINE-10,MCH-018,139.916,14.494,59.42,642.3,268.0,120.71,0.8778,30.84,57.923,1.0299,0.1,21.39,Night,Standby
ENG-003871,2024-06-10 06:00:03,Plant-A,LINE-6,MCH-026,161.077,12.01,94.43,626.2,128.04,141.81,0.844,23.52,62.919,0.8641,0.16,6.3,Night,Maintenance
ENG-003872,2024-06-10 07:00:29,Plant-C,LINE-9,MCH-046,98.255,15.551,93.42,512.7,227.29,170.02,0.8989,27.19,62.765,1.0862,0.16,23.91,Morning,Production
ENG-003873,2024-06-10 08:00:08,Plant-A,LINE-7,MCH-007,128.575,16.206,129.94,410.7,168.41,254.05,0.9323,38.83,67.471,0.8368,0.16,17.84,Night,Idle
ENG-003874,2024-06-10 09:00:12,Plant-A,LINE-3,MCH-028,96.575,15.708,75.11,610.7,124.17,192.79,0.9252,28.24,69.031,0.9847,0.13,18.96,Morning,Production
ENG-003875,2024-06-10 10:00:25,Plant-A,LINE-10,MCH-012,153.081,19.546,50.54,509.3,160.32,178.18,0.9376,28.5,78.242,0.8945,0.16,16.46,Night,Production
ENG-003876,2024-06-10 11:00:00,Plant-A,LINE-5,MCH-017,133.011,17.569,45.36,574.7,153.43,158.51,0.9029,30.44,52.431,0.7316,0.1,31.54,Morning,Idle
ENG-003877,2024-06-10 12:00:07,Plant-C,LINE-3,MCH-049,127.649,12.683,53.91,353.7,340.4,206.34,0.9376,24.2,69.277,0.8457,0.08,11.54,Night,Idle
ENG-003878,2024-06-10 13:00:14,Plant-B,LINE-10,MCH-003,135.874,11.12,91.17,496.3,139.35,229.03,0.948,30.82,74.07,0.8169,0.16,16.79,Night,Production
ENG-003879,2024-06-10 14:00:17,Plant-B,LINE-4,MCH-011,69.099,27.911,86.36,395.9,175.74,163.29,0.9312,26.83,64.209,0.6837,0.1,16.15,Morning,Idle
ENG-003880,2024-06-10 15:00:05,Plant-B,LINE-3,MCH-039,115.764,16.589,85.91,511.7,61.97,201.68,1.0,26.58,45.338,0.5675,0.13,6.87,Morning,Production
