record_id,date,shift,plant,department,worker_id,worker_experience_years,incident_type,hazard_type,severity,lost_days,ppe_worn,training_completed,noise_level_dB,heat_stress_index,air_quality_AQI,ergonomic_risk_score,near_miss_count,corrective_action,root_cause
SAF-004537,2024-02-06,Morning,Plant-A,Welding,W-0140,5.1,No Incident,None,Medium,0,Full,Yes,77.9,25.3,172,7.4,0,PPE Upgrade,N/A
SAF-004538,2024-05-25,Night,Plant-A,Painting,W-0004,5.5,No Incident,Fall,None,8,Full,Yes,91.7,37.9,39,3.6,1,None,N/A
SAF-004539,2024-07-28,Morning,Plant-A,Logistics,W-0038,28.3,No Incident,Electrical,None,0,Full,Yes,71.8,34.4,30,4.3,0,Procedure Update,N/A
SAF-004540,2024-02-18,Afternoon,Plant-A,Logistics,W-0143,3.9,No Incident,None,None,0,None,Yes,102.4,30.0,70,2.5,3,Training,N/A
SAF-004541,2024-04-28,Morning,Plant-A,Logistics,W-0178,9.3,No Incident,None,None,0,Full,Yes,75.3,41.6,29,9.9,1,Equipment Fix,N/A
SAF-004542,2024-04-20,Afternoon,Plant-C,Maintenance,W-0029,0.8,Near Miss,Caught In,None,0,Full,Yes,69.1,21.4,107,6.9,3,Training,Human Error
SAF-004543,2024-06-28,Afternoon,Plant-C,Welding,W-0190,0.3,No Incident,None,Low,28,Partial,Yes,81.2,25.9,38,3.3,3,Procedure Update,N/A
SAF-004544,2024-05-13,Morning,Plant-C,Assembly,W-0039,2.2,No Incident,Caught In,Medium,16,Partial,Yes,84.1,19.7,99,5.2,1,None,Equipment Failure
SAF-004545,2024-08-12,Morning,Plant-A,Logistics,W-0073,6.3,No Incident,Electrical,None,0,Full,Yes,58.7,21.7,23,9.3,1,Training,Human Error
SAF-004546,2024-04-06,Afternoon,Plant-B,Welding,W-0062,0.8,No Incident,Ergonomic,None,0,Full,Yes,75.1,31.1,80,9.1,1,Training,N/A
SAF-004547,2024-05-06,Morning,Plant-C,Welding,W-0160,1.0,No Incident,None,None,0,Partial,Yes,62.7,20.4,182,4.1,2,Training,N/A
SAF-004548,2024-08-29,Afternoon,Plant-A,Welding,W-0130,16.8,No Incident,Electrical,None,0,Full,Yes,66.7,22.5,83,4.4,0,None,N/A
SAF-004549,2024-01-31,Afternoon,Plant-C,Logistics,W-0069,0.2,No Incident,Thermal,None,0,Full,Yes,105.1,31.9,86,3.2,1,PPE Upgrade,Unknown
SAF-004550,2024-03-27,Morning,Plant-A,Assembly,W-0167,4.3,No Incident,Electrical,None,0,Full,Yes,71.2,31.8,74,6.3,1,PPE Upgrade,Human Error
SAF-004551,2024-06-13,Afternoon,Plant-C,Packaging,W-0128,6.8,No Incident,None,None,9,Full,Yes,74.0,38.8,160,4.2,3,Equipment Fix,N/A
SAF-004552,2024-06-13,Afternoon,Plant-A,Welding,W-0052,20.7,No Incident,Fall,None,0,Full,Yes,78.3,34.1,28,5.6,3,None,N/A
SAF-004553,2024-06-26,Afternoon,Plant-A,Quality,W-0181,0.5,No Incident,Fall,None,0,Full,Yes,66.4,30.3,125,6.8,0,Procedure Update,N/A
SAF-004554,2024-12-19,Morning,Plant-A,Painting,W-0021,2.7,First Aid,None,None,0,Full,Yes,88.0,35.4,163,2.8,3,Procedure Update,Unknown
SAF-004555,2024-07-19,Morning,Plant-C,Welding,W-0181,11.4,No Incident,Struck By,None,0,None,Yes,69.9,17.2,27,7.3,0,Training,N/A
SAF-004556,2024-04-07,Morning,Plant-B,Painting,W-0134,10.7,No Incident,Noise,None,0,Full,Yes,78.4,24.3,159,1.0,3,None,N/A
SAF-004557,2024-05-28,Afternoon,Plant-C,Assembly,W-0043,3.0,No Incident,None,None,0,Partial,Yes,67.7,29.7,84,5.0,4,None,N/A
SAF-004558,2024-11-18,Night,Plant-C,Logistics,W-0154,10.4,No Incident,None,None,0,Full,Yes,58.0,35.5,141,6.7,1,None,N/A
SAF-004559,2024-10-08,Morning,Plant-B,Welding,W-0069,1.5,No Incident,Fall,Medium,6,Full,Yes,53.5,31.4,77,1.8,2,Procedure Update,Human Error
SAF-004560,2024-03-02,Afternoon,Plant-C,Logistics,W-0178,5.7,Medical Treatment,None,None,10,None,Yes,76.4,18.9,33,1.8,1,None,N/A
SAF-004561,2024-05-15,Morning,Plant-C,Assembly,W-0110,5.2,No Incident,Chemical,None,0,Full,Yes,75.5,34.9,186,2.3,1,Equipment Fix,N/A
SAF-004562,2024-02-28,Afternoon,Plant-A,Maintenance,W-0129,0.1,No Incident,None,None,0,Full,Yes,89.8,31.0,23,9.1,2,None,N/A
SAF-004563,2024-11-27,Morning,Plant-B,Painting,W-0119,3.8,No Incident,Caught In,None,0,Full,Yes,80.8,18.2,113,8.4,0,None,Human Error
SAF-004564,2024-06-29,Afternoon,Plant-B,Machining,W-0085,7.2,No Incident,None,None,0,Full,Yes,79.1,20.9,109,5.6,1,None,N/A
SAF-004565,2024-08-25,Morning,Plant-B,Welding,W-0095,12.3,No Incident,None,None,7,Full,Yes,84.3,33.4,41,1.7,2,None,N/A
SAF-004566,2024-08-20,Morning,Plant-A,Machining,W-0120,0.0,No Incident,None,None,0,None,Yes,79.6,22.9,109,1.6,4,Procedure Update,N/A
SAF-004567,2024-12-06,Afternoon,Plant-C,Machining,W-0027,1.0,No Incident,None,None,0,Full,Yes,79.3,21.8,23,9.5,2,None,Environmental
SAF-004568,2024-02-26,Night,Plant-B,Maintenance,W-0163,1.3,No Incident,Chemical,None,0,Full,Yes,75.5,24.0,59,3.0,4,PPE Upgrade,N/A
SAF-004569,2024-10-12,Night,Plant-A,Packaging,W-0169,24.1,No Incident,Struck By,None,19,Full,Yes,76.3,31.1,98,9.4,0,Training,N/A
SAF-004570,2024-01-29,Night,Plant-B,Assembly,W-0025,4.1,Medical Treatment,None,None,0,Full,Yes,95.0,16.9,140,1.4,1,Procedure Update,N/A
SAF-004571,2024-08-18,Afternoon,Plant-C,Assembly,W-0177,1.4,No Incident,None,Low,0,Full,Yes,71.4,27.6,188,5.3,0,Equipment Fix,N/A
SAF-004572,2024-05-08,Morning,Plant-B,Packaging,W-0037,9.2,No Incident,Fall,Low,0,Full,Yes,85.8,24.4,58,4.3,1,Training,N/A
SAF-004573,2024-10-16,Morning,Plant-C,Painting,W-0123,0.7,No Incident,None,None,0,Full,Yes,67.9,35.0,173,5.0,3,None,N/A
SAF-004574,2024-03-10,Night,Plant-A,Packaging,W-0141,3.1,No Incident,None,None,0,Full,Yes,79.5,26.1,92,7.1,4,Equipment Fix,N/A
SAF-004575,2024-03-14,Morning,Plant-A,Welding,W-0139,11.2,No Incident,Noise,None,0,Full,Yes,75.6,27.0,145,6.5,1,Equipment Fix,N/A
SAF-004576,2024-12-04,Afternoon,Plant-C,Welding,W-0081,22.3,No Incident,None,None,0,Full,No,98.1,24.2,93,9.5,1,Training,Equipment Failure
SAF-004577,2024-11-26,Morning,Plant-B,Maintenance,W-0108,18.8,No Incident,Struck By,None,0,Full,Yes,82.7,23.6,169,7.2,2,PPE Upgrade,Procedural
SAF-004578,2024-04-06,Afternoon,Plant-A,Logistics,W-0027,8.4,No Incident,Noise,None,0,Full,Yes,54.5,25.0,84,7.4,4,None,N/A
SAF-004579,2024-11-12,Night,Plant-A,Assembly,W-0004,0.8,No Incident,None,None,0,Partial,Yes,78.9,42.8,39,6.8,1,Training,N/A
SAF-004580,2024-08-07,Afternoon,Plant-A,Painting,W-0062,8.6,Medical Treatment,Caught In,None,0,Partial,Yes,92.8,34.1,187,2.3,1,Equipment Fix,N/A
SAF-004581,2024-07-31,Morning,Plant-B,Assembly,W-0194,1.7,No Incident,Ergonomic,None,0,Full,Yes,66.0,32.0,71,1.6,3,Equipment Fix,N/A
SAF-004582,2024-07-03,Morning,Plant-B,Painting,W-0041,2.5,No Incident,Ergonomic,None,0,Full,Yes,63.9,33.9,123,3.7,0,Procedure Update,N/A
SAF-004583,2024-03-10,Morning,Plant-B,Painting,W-0081,1.0,No Incident,None,None,0,Full,Yes,100.7,28.8,162,2.9,4,Equipment Fix,N/A
SAF-004584,2024-09-29,Night,Plant-B,Quality,W-0147,0.1,No Incident,Caught In,None,16,Full,Yes,93.5,24.9,191,8.7,4,None,Equipment Failure
SAF-004585,2024-11-20,Night,Plant-C,Logistics,W-0181,3.0,No Incident,None,None,0,Partial,Yes,73.1,40.6,107,5.9,2,None,N/A
SAF-004586,2024-07-06,Night,Plant-B,Quality,W-0160,7.9,No Incident,None,None,0,Partial,Yes,93.9,22.7,24,3.2,3,PPE Upgrade,N/A
SAF-004587,2024-12-25,Afternoon,Plant-A,Assembly,W-0105,2.2,No Incident,None,None,0,Full,Yes,87.9,33.1,105,1.6,1,Procedure Update,Human Error
SAF-004588,2024-02-23,Night,Plant-B,Quality,W-0048,9.1,No Incident,None,None,0,Full,Yes,65.3,37.5,189,2.1,3,Equipment Fix,Human Error
SAF-004589,2024-11-23,Morning,Plant-B,Welding,W-0015,0.4,No Incident,Noise,None,18,Full,Yes,63.6,26.9,154,2.2,0,Equipment Fix,N/A
SAF-004590,2024-05-12,Night,Plant-B,Packaging,W-0053,1.8,No Incident,Noise,None,0,Full,Yes,88.6,47.8,26,2.7,2,None,N/A
SAF-004591,2024-02-24,Night,Plant-B,Quality,W-0105,3.3,No Incident,None,None,29,Full,Yes,72.9,35.1,158,3.3,3,PPE Upgrade,Procedural
SAF-004592,2024-10-30,Night,Plant-C,Maintenance,W-0038,0.3,No Incident,Electrical,None,16,Full,Yes,69.0,36.1,58,3.8,4,Equipment Fix,Human Error
SAF-004593,2024-01-01,Afternoon,Plant-A,Assembly,W-0181,9.4,No Incident,None,None,0,Full,Yes,68.7,22.3,113,3.7,1,Training,Procedural
SAF-004594,2024-09-19,Night,Plant-B,Machining,W-0174,22.5,No Incident,None,None,20,Full,Yes,65.5,23.4,175,3.7,4,Procedure Update,N/A
SAF-004595,2024-04-02,Night,Plant-B,Welding,W-0080,1.5,No Incident,Chemical,None,0,Full,Yes,67.0,41.8,168,7.0,0,None,N/A
SAF-004596,2024-08-17,Night,Plant-C,Logistics,W-0049,12.8,No Incident,None,None,0,Full,Yes,69.3,24.6,106,5.3,0,None,Human Error
SAF-004597,2024-05-22,Night,Plant-B,Welding,W-0123,5.7,No Incident,Fall,None,0,Full,No,86.3,37.3,194,5.0,4,None,N/A
SAF-004598,2024-06-11,Night,Plant-C,Logistics,W-0151,0.5,No Incident,Ergonomic,None,0,Full,No,78.8,44.5,118,6.6,0,PPE Upgrade,Human Error
SAF-004599,2024-12-02,Night,Plant-A,Painting,W-0171,2.5,No Incident,None,None,0,Full,Yes,67.6,40.3,114,8.7,4,Training,Human Error
SAF-004600,2024-08-19,Morning,Plant-B,Machining,W-0065,0.8,No Incident,Ergonomic,None,25,Full,Yes,69.8,24.0,152,5.0,4,Training,Equipment Failure
SAF-004601,2024-05-20,Night,Plant-B,Maintenance,W-0129,15.8,No Incident,None,None,6,Full,Yes,74.4,22.7,54,5.5,1,Procedure Update,Equipment Failure
SAF-004602,2024-07-10,Night,Plant-B,Assembly,W-0075,9.3,No Incident,None,None,0,Full,Yes,91.9,26.5,132,4.6,1,None,Procedural
SAF-004603,2024-07-29,Morning,Plant-A,Assembly,W-0019,0.4,No Incident,Ergonomic,Medium,0,Full,Yes,63.9,22.0,130,5.8,2,Training,N/A
SAF-004604,2024-06-27,Night,Plant-C,Logistics,W-0009,10.5,Near Miss,None,Critical,0,Full,No,52.1,22.4,101,9.8,2,Equipment Fix,N/A
SAF-004605,2024-10-24,Night,Plant-A,Painting,W-0104,11.1,Property Damage,Fall,None,5,Full,Yes,84.1,22.0,24,2.8,0,PPE Upgrade,N/A
SAF-004606,2024-11-29,Afternoon,Plant-C,Painting,W-0114,1.8,No Incident,None,None,0,Full,Yes,56.6,38.9,193,9.8,3,None,Human Error
SAF-004607,2024-11-05,Night,Plant-B,Welding,W-0081,5.5,No Incident,Electrical,None,1,Full,No,79.1,18.1,128,4.0,3,Procedure Update,N/A
SAF-004608,2024-03-17,Night,Plant-B,Welding,W-0098,4.1,No Incident,Struck By,None,0,Full,Yes,79.8,19.0,74,5.0,2,Procedure Update,N/A
SAF-004609,2024-07-09,Afternoon,Plant-B,Machining,W-0104,6.4,No Incident,None,Medium,0,Full,Yes,71.6,28.6,46,5.9,3,PPE Upgrade,N/A
SAF-004610,2024-01-10,Night,Plant-C,Painting,W-0025,4.1,No Incident,Noise,None,6,Full,No,90.5,34.8,160,7.0,3,None,N/A
SAF-004611,2024-09-06,Afternoon,Plant-B,Assembly,W-0047,0.4,No Incident,Fall,None,29,Full,Yes,75.6,28.2,47,1.8,2,Training,N/A
SAF-004612,2024-08-07,Afternoon,Plant-B,Painting,W-0031,1.1,No Incident,None,None,29,Full,Yes,69.7,32.6,40,6.0,4,Training,Human Error
SAF-004613,2024-04-07,Morning,Plant-B,Machining,W-0157,0.7,No Incident,None,None,16,Partial,Yes,76.1,35.7,140,3.4,1,None,N/A
SAF-004614,2024-04-26,Morning,Plant-C,Painting,W-0012,4.6,No Incident,Thermal,None,0,None,Yes,86.8,29.1,59,6.7,4,Equipment Fix,N/A
SAF-004615,2024-08-31,Night,Plant-A,Machining,W-0069,2.1,No Incident,None,None,18,Full,Yes,74.3,33.4,97,1.7,4,Training,N/A
SAF-004616,2024-12-19,Night,Plant-B,Painting,W-0165,12.6,No Incident,Fall,None,0,None,Yes,78.7,22.9,149,6.6,3,None,N/A
SAF-004617,2024-04-28,Afternoon,Plant-B,Packaging,W-0162,4.0,No Incident,None,None,0,Full,Yes,66.6,28.4,63,8.5,0,Training,Procedural
SAF-004618,2024-07-31,Night,Plant-C,Welding,W-0169,8.0,No Incident,None,High,4,Full,Yes,84.9,23.3,139,2.7,4,Training,N/A
SAF-004619,2024-05-27,Afternoon,Plant-B,Quality,W-0169,0.0,No Incident,Chemical,None,0,Full,Yes,73.6,19.6,167,4.0,0,Training,N/A
SAF-004620,2024-04-13,Afternoon,Plant-C,Maintenance,W-0106,6.6,No Incident,None,None,24,Full,Yes,73.1,29.1,46,5.7,0,Training,Procedural
SAF-004621,2024-07-10,Morning,Plant-A,Quality,W-0077,0.6,No Incident,None,None,0,Full,No,76.9,17.8,69,7.3,1,None,N/A
SAF-004622,2024-04-28,Afternoon,Plant-A,Quality,W-0076,10.1,No Incident,None,High,0,Full,Yes,64.5,26.6,132,5.4,0,Equipment Fix,N/A
SAF-004623,2024-09-10,Morning,Plant-A,Maintenance,W-0177,0.5,No Incident,Struck By,Medium,0,Full,No,63.9,20.4,61,1.7,0,Procedure Update,Human Error
SAF-004624,2024-02-27,Afternoon,Plant-C,Painting,W-0198,8.6,No Incident,None,None,0,Partial,Yes,50.0,47.6,50,7.2,0,PPE Upgrade,N/A
SAF-004625,2024-04-02,Morning,Plant-C,Welding,W-0188,3.4,No Incident,Ergonomic,None,0,None,Yes,84.4,32.4,76,1.0,3,Equipment Fix,Human Error
SAF-004626,2024-02-20,Morning,Plant-B,Assembly,W-0174,9.2,No Incident,Ergonomic,None,14,Full,Yes,67.5,35.6,149,8.7,4,None,N/A
SAF-004627,2024-05-29,Morning,Plant-A,Quality,W-0161,0.0,Near Miss,None,None,0,Full,Yes,84.2,31.3,163,2.2,1,None,Equipment Failure
SAF-004628,2024-07-20,Afternoon,Plant-B,Welding,W-0116,2.0,No Incident,Struck By,None,0,Full,Yes,83.6,21.1,192,8.4,4,PPE Upgrade,Procedural
SAF-004629,2024-05-04,Morning,Plant-A,Assembly,W-0146,1.2,No Incident,None,None,0,Full,Yes,63.3,37.4,117,7.3,3,PPE Upgrade,N/A
SAF-004630,2024-01-28,Afternoon,Plant-B,Logistics,W-0053,0.9,No Incident,Noise,None,0,Full,Yes,97.2,35.0,64,5.9,0,Procedure Update,N/A
SAF-004631,2024-09-12,Night,Plant-B,Machining,W-0058,17.8,No Incident,None,Medium,26,Full,Yes,85.0,43.3,107,2.7,4,PPE Upgrade,Unknown
SAF-004632,2024-01-31,Afternoon,Plant-B,Maintenance,W-0011,0.2,No Incident,Thermal,None,0,Full,Yes,62.1,28.6,149,6.4,3,None,N/A
SAF-004633,2024-11-28,Afternoon,Plant-B,Quality,W-0175,3.3,No Incident,None,Low,0,None,Yes,75.4,27.8,85,5.1,2,PPE Upgrade,Equipment Failure
SAF-004634,2024-01-30,Night,Plant-C,Logistics,W-0075,9.6,No Incident,None,None,0,Full,Yes,51.2,34.5,42,8.2,1,Procedure Update,Human Error
SAF-004635,2024-11-07,Night,Plant-A,Logistics,W-0090,2.9,No Incident,None,None,0,Full,Yes,77.2,32.5,169,5.5,2,None,N/A
SAF-004636,2024-06-17,Night,Plant-B,Welding,W-0146,3.4,No Incident,None,None,0,Full,Yes,74.3,36.6,124,6.9,1,Equipment Fix,N/A
SAF-004637,2024-09-28,Morning,Plant-C,Maintenance,W-0188,27.3,No Incident,Struck By,None,21,Full,Yes,76.5,21.0,102,3.2,3,None,Human Error
SAF-004638,2024-04-15,Afternoon,Plant-B,Welding,W-0001,0.3,No Incident,None,Low,0,Full,Yes,67.3,24.3,187,9.8,0,Procedure Update,N/A
SAF-004639,2024-01-11,Afternoon,Plant-B,Packaging,W-0029,4.3,No Incident,Caught In,None,0,None,Yes,90.7,26.3,179,8.5,1,None,N/A
SAF-004640,2024-05-11,Afternoon,Plant-B,Assembly,W-0191,0.5,No Incident,Caught In,None,8,Full,Yes,73.8,39.4,57,5.3,3,PPE Upgrade,Procedural
SAF-004641,2024-03-28,Afternoon,Plant-A,Welding,W-0115,3.2,No Incident,None,None,1,Full,Yes,67.0,33.2,120,7.4,0,PPE Upgrade,N/A
SAF-004642,2024-10-03,Morning,Plant-A,Painting,W-0185,2.4,First Aid,Fall,None,0,Full,Yes,82.0,25.4,158,6.4,1,Procedure Update,Unknown
SAF-004643,2024-07-19,Night,Plant-B,Quality,W-0119,25.0,No Incident,None,None,0,Full,No,66.8,24.5,127,6.4,1,Equipment Fix,Human Error
SAF-004644,2024-04-21,Night,Plant-B,Maintenance,W-0016,5.7,No Incident,None,High,0,Full,Yes,86.8,24.4,139,9.8,0,Training,Human Error
SAF-004645,2024-03-17,Night,Plant-C,Quality,W-0021,5.1,No Incident,None,None,0,Full,Yes,63.0,25.7,154,3.9,3,Procedure Update,N/A
SAF-004646,2024-05-02,Afternoon,Plant-C,Maintenance,W-0099,11.1,No Incident,None,None,18,Full,Yes,59.5,27.7,104,1.9,3,Equipment Fix,N/A
SAF-004647,2024-02-03,Night,Plant-B,Welding,W-0075,13.8,No Incident,Chemical,None,0,Full,Yes,76.4,33.9,26,3.1,4,PPE Upgrade,Environmental
SAF-004648,2024-01-26,Morning,Plant-A,Assembly,W-0194,4.5,No Incident,Fall,None,25,Full,Yes,84.4,23.8,78,8.3,2,None,Unknown
SAF-004649,2024-03-31,Night,Plant-A,Machining,W-0113,0.2,No Incident,Struck By,None,0,Full,Yes,72.6,36.2,61,5.0,0,None,N/A
SAF-004650,2024-07-25,Afternoon,Plant-C,Painting,W-0096,5.4,No Incident,None,None,0,Full,Yes,73.3,37.9,79,2.4,3,Procedure Update,Procedural
SAF-004651,2024-07-02,Afternoon,Plant-C,Welding,W-0170,6.3,No Incident,None,None,1,Full,Yes,67.3,26.8,190,8.0,3,Procedure Update,Unknown
SAF-004652,2024-12-18,Morning,Plant-B,Packaging,W-0075,0.3,No Incident,Struck By,None,0,None,Yes,70.0,27.1,67,8.3,2,Procedure Update,Procedural
SAF-004653,2024-06-12,Night,Plant-A,Machining,W-0044,11.2,No Incident,Thermal,None,16,Full,Yes,78.4,30.9,122,3.1,0,None,N/A
SAF-004654,2024-09-11,Night,Plant-C,Quality,W-0142,0.8,No Incident,Electrical,None,17,Full,Yes,64.0,25.6,145,9.5,4,None,N/A
SAF-004655,2024-05-24,Night,Plant-B,Maintenance,W-0049,11.7,No Incident,None,None,0,Full,Yes,57.3,38.0,121,8.3,1,Procedure Update,N/A
SAF-004656,2024-09-01,Afternoon,Plant-C,Machining,W-0059,0.2,No Incident,Thermal,None,2,None,Yes,57.9,28.6,97,8.2,3,PPE Upgrade,Human Error
SAF-004657,2024-05-15,Afternoon,Plant-A,Painting,W-0089,7.5,No Incident,None,None,0,Full,Yes,76.4,30.0,105,3.7,3,None,Human Error
SAF-004658,2024-12-15,Afternoon,Plant-A,Packaging,W-0169,5.4,No Incident,Ergonomic,None,0,Partial,Yes,68.8,28.0,51,7.6,2,PPE Upgrade,Human Error
SAF-004659,2024-05-29,Afternoon,Plant-A,Assembly,W-0085,2.8,First Aid,None,None,17,Full,Yes,64.3,17.2,61,6.0,2,Training,N/A
SAF-004660,2024-11-04,Morning,Plant-A,Logistics,W-0021,4.0,Medical Treatment,None,None,0,Full,Yes,86.0,42.0,156,4.5,0,PPE Upgrade,Human Error
SAF-004661,2024-04-12,Morning,Plant-A,Machining,W-0164,2.7,Near Miss,None,None,17,Full,Yes,76.0,26.3,164,9.8,3,Procedure Update,N/A
SAF-004662,2024-07-21,Night,Plant-B,Quality,W-0059,1.4,No Incident,None,None,25,Full,Yes,60.4,16.9,56,4.6,4,None,Human Error
SAF-004663,2024-07-20,Morning,Plant-C,Assembly,W-0067,2.0,No Incident,None,None,7,Partial,Yes,89.1,24.3,180,4.1,4,None,Procedural
SAF-004664,2024-09-08,Afternoon,Plant-B,Quality,W-0184,9.3,First Aid,Caught In,None,0,Full,Yes,77.4,21.4,26,9.8,1,None,N/A
SAF-004665,2024-04-26,Afternoon,Plant-A,Machining,W-0091,8.1,No Incident,None,None,15,Full,Yes,68.1,45.2,88,1.8,1,Training,N/A
SAF-004666,2024-06-15,Morning,Plant-A,Logistics,W-0047,1.3,No Incident,Fall,None,0,Full,Yes,60.4,38.6,119,4.0,3,None,N/A
SAF-004667,2024-03-14,Night,Plant-A,Logistics,W-0137,0.0,No Incident,Electrical,None,0,Full,Yes,82.7,33.2,188,4.5,3,None,Human Error
SAF-004668,2024-02-20,Afternoon,Plant-B,Maintenance,W-0128,3.3,No Incident,Caught In,None,13,None,Yes,74.6,10.0,177,8.2,1,Training,Unknown
SAF-004669,2024-07-23,Morning,Plant-C,Quality,W-0160,0.9,No Incident,Electrical,None,0,Full,Yes,88.7,34.0,112,6.5,3,None,N/A
SAF-004670,2024-01-09,Morning,Plant-B,Welding,W-0086,8.7,No Incident,None,None,0,Full,Yes,94.7,12.1,64,4.7,1,Training,Procedural
SAF-004671,2024-09-23,Night,Plant-B,Quality,W-0108,2.6,No Incident,None,Medium,0,Full,Yes,78.7,31.3,198,8.3,1,Procedure Update,Equipment Failure
SAF-004672,2024-05-06,Morning,Plant-B,Quality,W-0063,0.9,No Incident,Struck By,None,0,Full,Yes,83.7,44.4,101,1.2,4,None,Equipment Failure
SAF-004673,2024-06-01,Night,Plant-B,Quality,W-0018,2.0,No Incident,Chemical,None,0,Partial,Yes,91.8,18.8,66,7.2,4,PPE Upgrade,Human Error
SAF-004674,2024-01-24,Night,Plant-B,Machining,W-0164,0.2,No Incident,Thermal,High,2,Full,Yes,81.3,31.6,125,3.6,2,Procedure Update,N/A
SAF-004675,2024-03-26,Afternoon,Plant-C,Welding,W-0043,6.9,No Incident,Caught In,None,20,Full,No,75.2,32.8,183,4.2,2,None,N/A
SAF-004676,2024-09-16,Afternoon,Plant-A,Painting,W-0050,4.2,No Incident,None,None,0,Full,Yes,68.6,19.4,163,9.8,1,None,N/A
SAF-004677,2024-10-30,Night,Plant-A,Packaging,W-0103,8.8,No Incident,Thermal,None,0,Full,Yes,56.7,47.2,195,1.2,4,None,N/A
SAF-004678,2024-08-21,Night,Plant-C,Packaging,W-0043,5.3,First Aid,Fall,None,13,Full,Yes,63.1,16.1,83,2.9,0,None,Human Error
SAF-004679,2024-05-23,Morning,Plant-B,Quality,W-0049,14.0,No Incident,None,None,4,None,Yes,69.1,37.0,62,9.5,4,Procedure Update,N/A
SAF-004680,2024-01-02,Afternoon,Plant-C,Packaging,W-0182,0.9,No Incident,None,None,0,Full,Yes,74.2,11.8,143,5.1,4,Equipment Fix,N/A
SAF-004681,2024-11-12,Night,Plant-C,Painting,W-0196,12.3,No Incident,Fall,None,24,Full,Yes,72.1,28.9,80,5.2,2,Training,Equipment Failure
SAF-004682,2024-04-18,Morning,Plant-C,Logistics,W-0065,2.0,No Incident,None,None,0,Full,Yes,80.1,32.5,132,5.0,2,Procedure Update,N/A
SAF-004683,2024-12-17,Night,Plant-A,Welding,W-0019,3.7,No Incident,None,None,0,Full,Yes,56.2,26.9,28,4.5,0,Equipment Fix,N/A
SAF-004684,2024-10-26,Morning,Plant-C,Painting,W-0150,0.6,No Incident,Thermal,None,0,Full,Yes,67.3,35.7,101,5.7,1,Procedure Update,Human Error
SAF-004685,2024-04-14,Afternoon,Plant-C,Assembly,W-0043,19.2,No Incident,None,None,18,Full,Yes,61.5,42.2,137,8.3,4,None,N/A
SAF-004686,2024-05-16,Night,Plant-A,Packaging,W-0089,1.8,No Incident,Thermal,None,0,Full,Yes,72.5,15.4,199,1.4,2,None,N/A
SAF-004687,2024-11-09,Night,Plant-A,Machining,W-0012,5.5,No Incident,Chemical,Low,0,Full,Yes,74.2,26.4,160,1.9,3,PPE Upgrade,N/A
SAF-004688,2024-12-19,Night,Plant-C,Painting,W-0052,0.2,No Incident,None,Medium,0,Full,Yes,84.7,22.8,87,9.8,1,None,Procedural
SAF-004689,2024-12-18,Morning,Plant-B,Painting,W-0035,3.6,No Incident,Thermal,None,0,None,Yes,79.4,22.7,51,2.7,2,Procedure Update,N/A
SAF-004690,2024-07-19,Morning,Plant-C,Logistics,W-0129,2.4,No Incident,None,None,0,Full,Yes,108.6,35.0,87,10.0,3,Training,N/A
SAF-004691,2024-05-23,Morning,Plant-A,Welding,W-0070,20.8,No Incident,Struck By,None,0,Full,No,94.9,28.6,168,6.8,0,None,N/A
SAF-004692,2024-08-31,Afternoon,Plant-C,Packaging,W-0106,2.8,No Incident,None,None,0,Full,Yes,65.1,34.2,141,1.2,1,Training,Procedural
SAF-004693,2024-11-02,Morning,Plant-B,Machining,W-0163,4.3,No Incident,None,None,0,None,Yes,74.6,42.1,89,10.0,0,Equipment Fix,N/A
SAF-004694,2024-04-10,Morning,Plant-C,Painting,W-0143,7.1,No Incident,Caught In,None,0,Full,Yes,50.0,34.2,33,4.3,3,Equipment Fix,N/A
SAF-004695,2024-07-05,Morning,Plant-B,Logistics,W-0091,1.1,No Incident,Thermal,None,0,Full,Yes,63.9,38.4,115,8.5,3,Equipment Fix,N/A
SAF-004696,2024-04-22,Morning,Plant-A,Painting,W-0111,4.0,No Incident,Struck By,None,0,Full,Yes,95.5,24.6,74,4.0,2,Procedure Update,Human Error
SAF-004697,2024-11-13,Afternoon,Plant-A,Packaging,W-0141,5.0,First Aid,None,None,0,Full,Yes,63.1,33.7,148,5.2,4,Training,N/A
SAF-004698,2024-12-29,Night,Plant-A,Packaging,W-0095,8.6,No Incident,Thermal,None,0,Full,Yes,65.7,21.5,40,6.6,4,Training,N/A
SAF-004699,2024-06-21,Afternoon,Plant-B,Packaging,W-0110,13.0,Near Miss,Chemical,None,0,Full,Yes,67.5,28.7,78,3.4,3,None,Human Error
SAF-004700,2024-07-18,Morning,Plant-C,Maintenance,W-0157,0.9,No Incident,Ergonomic,None,0,Full,Yes,79.0,27.3,105,8.4,2,None,Human Error
SAF-004701,2024-03-24,Morning,Plant-A,Assembly,W-0014,22.3,No Incident,None,None,0,Full,Yes,98.3,36.7,139,4.8,2,Procedure Update,N/A
SAF-004702,2024-02-23,Afternoon,Plant-A,Painting,W-0057,1.0,No Incident,None,None,2,Partial,Yes,81.6,18.0,23,8.7,4,Training,Human Error
SAF-004703,2024-06-15,Morning,Plant-A,Welding,W-0050,0.1,Near Miss,None,None,0,Full,Yes,53.3,20.2,108,9.3,3,Training,N/A
