inspection_id,timestamp,batch_id,product_id,production_line,inspector_id,inspection_method,sample_size,defects_found,defect_type,dimension_mm,tolerance_upper_mm,tolerance_lower_mm,hardness_HRC,surface_roughness_Ra,weight_g,pass_fail,disposition,cpk,notes
QI-004742,2024-01-07 14:02:30,BATCH-0002382,PROD-004,LINE-5,QI-003,Ultrasonic,56,9,Burr,50.4519,50.5,49.5,65.9,2.327,246.05,Pass,Rework,1.237,Minor deviation
QI-004743,2024-01-07 14:04:08,BATCH-0007602,PROD-015,LINE-1,QI-014,Manual Gauge,93,6,NONE,50.0471,50.5,49.5,58.1,0.381,244.78,Pass,Accept,1.255,Minor deviation
QI-004744,2024-01-07 14:06:16,BATCH-0001453,PROD-003,LINE-10,QI-017,X-Ray,83,12,Burr,49.2261,50.5,49.5,55.4,0.659,247.61,Pass,Accept,2.077,Needs rework
QI-004745,2024-01-07 14:08:21,BATCH-0006186,PROD-019,LINE-8,QI-006,Ultrasonic,89,6,NONE,50.6384,50.5,49.5,54.8,1.381,243.14,Fail,Accept,1.441,Within spec
QI-004746,2024-01-07 14:10:29,BATCH-0001804,PROD-020,LINE-8,QI-010,X-Ray,54,11,Contamination,50.4031,50.5,49.5,59.2,0.218,251.09,Fail,Scrap,0.866,OK
QI-004747,2024-01-07 14:12:28,BATCH-0008608,PROD-007,LINE-9,QI-007,Manual Gauge,90,0,Porosity,51.0503,50.5,49.5,58.2,1.026,252.09,Pass,Accept,1.407,Needs rework
QI-004748,2024-01-07 14:14:08,BATCH-0006385,PROD-010,LINE-1,QI-003,Laser Scan,90,4,Burr,49.2725,50.5,49.5,60.8,5.3,257.63,Pass,Accept,2.124,Critical failure
QI-004749,2024-01-07 14:16:23,BATCH-0002633,PROD-001,LINE-5,QI-004,X-Ray,12,5,Missing Feature,50.1405,50.5,49.5,58.3,1.072,242.51,Pass,Accept,1.402,Within spec
QI-004750,2024-01-07 14:18:21,BATCH-0008377,PROD-015,LINE-5,QI-019,Laser Scan,27,12,NONE,50.1762,50.5,49.5,58.9,1.57,252.12,Pass,Accept,1.445,Critical failure
QI-004751,2024-01-07 14:20:13,BATCH-0006191,PROD-015,LINE-9,QI-018,Manual Gauge,44,11,Contamination,49.82,50.5,49.5,56.6,0.2,254.48,Pass,Accept,1.899,OK
QI-004752,2024-01-07 14:22:15,BATCH-0009503,PROD-002,LINE-6,QI-005,Visual,59,4,Dimensional,50.5298,50.5,49.5,58.2,0.2,252.97,Pass,Accept,1.721,OK
QI-004753,2024-01-07 14:24:23,BATCH-0007581,PROD-005,LINE-6,QI-005,Laser Scan,97,8,Scratch,50.0093,50.5,49.5,61.5,1.363,246.95,Pass,Scrap,1.742,Within spec
QI-004754,2024-01-07 14:26:07,BATCH-0004112,PROD-012,LINE-4,QI-002,Laser Scan,15,7,Crack,50.2644,50.5,49.5,57.4,0.925,249.98,Pass,Scrap,1.004,Minor deviation
QI-004755,2024-01-07 14:28:06,BATCH-0007888,PROD-008,LINE-3,QI-020,Manual Gauge,39,2,Porosity,48.6543,50.5,49.5,58.4,0.49,257.95,Pass,Rework,1.414,OK
QI-004756,2024-01-07 14:30:05,BATCH-0006848,PROD-008,LINE-2,QI-002,Laser Scan,37,7,Burr,49.2044,50.5,49.5,58.6,0.394,255.66,Pass,Accept,1.259,Needs rework
QI-004757,2024-01-07 14:32:22,BATCH-0002947,PROD-012,LINE-5,QI-002,CMM,41,10,Crack,50.1989,50.5,49.5,60.3,0.313,251.31,Pass,Accept,2.062,Minor deviation
QI-004758,2024-01-07 14:34:05,BATCH-0003533,PROD-018,LINE-3,QI-002,CMM,95,12,Porosity,49.4866,50.5,49.5,63.6,0.543,251.19,Fail,Scrap,1.129,OK
QI-004759,2024-01-07 14:36:19,BATCH-0007691,PROD-019,LINE-7,QI-007,Laser Scan,39,13,Contamination,50.7196,50.5,49.5,58.6,0.269,254.81,Pass,Accept,1.256,Needs rework
QI-004760,2024-01-07 14:38:27,BATCH-0000403,PROD-012,LINE-2,QI-007,Laser Scan,70,5,NONE,49.4217,50.5,49.5,53.9,0.2,246.02,Fail,Accept,1.513,OK
QI-004761,2024-01-07 14:40:02,BATCH-0003427,PROD-001,LINE-4,QI-008,Manual Gauge,41,12,Surface Finish,51.0652,50.5,49.5,57.0,2.11,255.28,Pass,Accept,1.464,Within spec
QI-004762,2024-01-07 14:42:30,BATCH-0009118,PROD-004,LINE-5,QI-015,Ultrasonic,61,2,Crack,49.9115,50.5,49.5,61.1,5.24,240.11,Pass,Accept,1.562,Needs rework
QI-004763,2024-01-07 14:44:22,BATCH-0005645,PROD-020,LINE-7,QI-001,CMM,87,11,Burr,50.3926,50.5,49.5,61.5,2.04,251.83,Pass,Rework,1.816,Within spec
QI-004764,2024-01-07 14:46:05,BATCH-0004573,PROD-017,LINE-9,QI-005,Laser Scan,19,6,Crack,49.3199,50.5,49.5,57.7,1.838,252.36,Pass,Accept,1.212,Critical failure
QI-004765,2024-01-07 14:48:09,BATCH-0007694,PROD-014,LINE-3,QI-010,Ultrasonic,22,8,Crack,49.7178,50.5,49.5,60.4,0.2,248.06,Pass,Accept,1.35,Needs rework
QI-004766,2024-01-07 14:50:17,BATCH-0009180,PROD-021,LINE-3,QI-016,Ultrasonic,97,8,NONE,49.6468,50.5,49.5,59.9,1.201,251.76,Pass,Accept,1.59,Critical failure
QI-004767,2024-01-07 14:52:19,BATCH-0007273,PROD-022,LINE-1,QI-008,CMM,42,9,NONE,48.8012,50.5,49.5,56.5,3.237,256.49,Fail,Accept,1.726,Needs rework
QI-004768,2024-01-07 14:54:10,BATCH-0003038,PROD-019,LINE-10,QI-014,Ultrasonic,89,2,Scratch,48.9899,50.5,49.5,54.4,0.749,249.23,Pass,Accept,1.437,Minor deviation
QI-004769,2024-01-07 14:56:11,BATCH-0006771,PROD-002,LINE-7,QI-003,X-Ray,8,3,NONE,50.0006,50.5,49.5,58.5,1.049,247.6,Pass,Accept,1.31,Minor deviation
QI-004770,2024-01-07 14:58:17,BATCH-0008628,PROD-022,LINE-5,QI-005,Manual Gauge,80,0,Surface Finish,49.7595,50.5,49.5,62.0,0.431,250.66,Pass,Accept,1.126,Needs rework
QI-004771,2024-01-07 15:00:14,BATCH-0001573,PROD-022,LINE-7,QI-002,CMM,33,7,Burr,50.5272,50.5,49.5,61.5,6.3,251.03,Pass,Accept,1.065,Minor deviation
QI-004772,2024-01-07 15:02:29,BATCH-0009352,PROD-007,LINE-10,QI-018,Manual Gauge,56,5,Porosity,49.5156,50.5,49.5,59.0,0.2,246.82,Pass,Accept,1.22,Critical failure
QI-004773,2024-01-07 15:04:22,BATCH-0003101,PROD-023,LINE-7,QI-020,Manual Gauge,30,5,Crack,49.1546,50.5,49.5,56.8,1.796,249.39,Pass,Rework,0.949,OK
QI-004774,2024-01-07 15:06:14,BATCH-0002013,PROD-015,LINE-4,QI-003,Laser Scan,41,5,Porosity,49.9019,50.5,49.5,55.8,1.436,249.78,Pass,Accept,1.733,Needs rework
QI-004775,2024-01-07 15:08:00,BATCH-0002540,PROD-001,LINE-6,QI-016,Manual Gauge,85,14,Porosity,50.1888,50.5,49.5,50.4,0.756,250.11,Pass,Scrap,1.767,Needs rework
QI-004776,2024-01-07 15:10:00,BATCH-0002931,PROD-001,LINE-1,QI-006,Visual,45,4,NONE,49.9374,50.5,49.5,59.4,0.2,246.77,Pass,Accept,1.45,OK
QI-004777,2024-01-07 15:12:21,BATCH-0009371,PROD-005,LINE-5,QI-011,Laser Scan,20,0,NONE,50.0277,50.5,49.5,60.2,0.2,251.69,Pass,Accept,0.848,Within spec
QI-004778,2024-01-07 15:14:27,BATCH-0004597,PROD-008,LINE-2,QI-013,Visual,61,8,NONE,49.1969,50.5,49.5,54.0,0.373,256.8,Pass,Accept,1.221,Needs rework
QI-004779,2024-01-07 15:16:13,BATCH-0001480,PROD-007,LINE-3,QI-012,Ultrasonic,64,5,NONE,49.682,50.5,49.5,60.3,0.2,251.28,Pass,Accept,1.608,OK
QI-004780,2024-01-07 15:18:28,BATCH-0002879,PROD-017,LINE-1,QI-018,Manual Gauge,30,6,NONE,49.9232,50.5,49.5,53.9,0.216,250.2,Pass,Rework,1.095,Critical failure
QI-004781,2024-01-07 15:20:05,BATCH-0003653,PROD-014,LINE-3,QI-001,Manual Gauge,70,11,Burr,49.7898,50.5,49.5,60.2,0.916,248.42,Pass,Accept,1.509,Minor deviation
QI-004782,2024-01-07 15:22:07,BATCH-0002286,PROD-001,LINE-10,QI-017,X-Ray,65,9,Porosity,49.4201,50.5,49.5,56.9,0.516,256.99,Pass,Accept,0.99,Needs rework
QI-004783,2024-01-07 15:24:21,BATCH-0008363,PROD-024,LINE-1,QI-013,Ultrasonic,43,8,Burr,49.4367,50.5,49.5,66.7,0.281,253.77,Pass,Accept,1.357,OK
QI-004784,2024-01-07 15:26:19,BATCH-0000016,PROD-007,LINE-6,QI-020,CMM,89,6,NONE,50.1659,50.5,49.5,57.8,2.212,242.28,Pass,Accept,1.913,Minor deviation
QI-004785,2024-01-07 15:28:08,BATCH-0006419,PROD-018,LINE-7,QI-012,Laser Scan,58,7,NONE,49.3986,50.5,49.5,59.9,0.227,253.0,Pass,Accept,1.146,Minor deviation
QI-004786,2024-01-07 15:30:30,BATCH-0003039,PROD-024,LINE-1,QI-019,Ultrasonic,77,4,NONE,49.5517,50.5,49.5,57.5,1.004,257.49,Pass,Accept,1.035,OK
QI-004787,2024-01-07 15:32:10,BATCH-0005711,PROD-002,LINE-4,QI-001,Visual,55,1,Scratch,50.2659,50.5,49.5,60.9,0.559,243.24,Pass,Accept,1.147,Within spec
QI-004788,2024-01-07 15:34:18,BATCH-0003943,PROD-004,LINE-5,QI-013,Manual Gauge,99,10,NONE,49.7568,50.5,49.5,62.4,1.733,256.24,Pass,Accept,1.191,Minor deviation
QI-004789,2024-01-07 15:36:26,BATCH-0009499,PROD-016,LINE-9,QI-017,X-Ray,32,6,NONE,50.0603,50.5,49.5,56.5,2.096,244.01,Pass,Accept,1.912,Needs rework
QI-004790,2024-01-07 15:38:18,BATCH-0004108,PROD-014,LINE-9,QI-002,Manual Gauge,92,0,Burr,50.2302,50.5,49.5,58.3,5.642,251.74,Pass,Scrap,1.12,Minor deviation
QI-004791,2024-01-07 15:40:21,BATCH-0001554,PROD-021,LINE-1,QI-006,Laser Scan,89,8,Porosity,50.1064,50.5,49.5,54.8,0.63,253.03,Pass,Accept,1.519,Within spec
QI-004792,2024-01-07 15:42:26,BATCH-0008222,PROD-020,LINE-1,QI-010,Laser Scan,81,3,Scratch,49.5105,50.5,49.5,63.8,0.2,247.71,Pass,Accept,1.183,Critical failure
QI-004793,2024-01-07 15:44:08,BATCH-0005907,PROD-001,LINE-8,QI-011,X-Ray,71,10,NONE,49.8299,50.5,49.5,58.9,1.107,250.52,Pass,Scrap,1.673,Minor deviation
QI-004794,2024-01-07 15:46:30,BATCH-0004499,PROD-007,LINE-9,QI-019,Laser Scan,89,6,Burr,50.491,50.5,49.5,57.3,0.2,248.76,Pass,Accept,1.327,Within spec
QI-004795,2024-01-07 15:48:05,BATCH-0005599,PROD-007,LINE-1,QI-007,Visual,93,7,Contamination,50.0117,50.5,49.5,64.0,1.418,256.64,Pass,Accept,1.167,Needs rework
QI-004796,2024-01-07 15:50:13,BATCH-0006031,PROD-014,LINE-9,QI-004,Ultrasonic,21,0,Burr,51.4618,50.5,49.5,61.7,1.16,253.95,Pass,Accept,1.719,OK
QI-004797,2024-01-07 15:52:08,BATCH-0004559,PROD-021,LINE-10,QI-013,Visual,34,6,NONE,50.2604,50.5,49.5,57.3,0.38,252.82,Pass,Accept,1.812,Within spec
QI-004798,2024-01-07 15:54:01,BATCH-0001056,PROD-023,LINE-3,QI-001,Ultrasonic,47,10,Crack,49.5307,50.5,49.5,55.4,1.656,252.07,Pass,Scrap,1.114,Critical failure
QI-004799,2024-01-07 15:56:15,BATCH-0008834,PROD-004,LINE-7,QI-007,CMM,66,13,Porosity,49.6181,50.5,49.5,57.0,1.054,246.26,Pass,Accept,1.614,Critical failure
QI-004800,2024-01-07 15:58:13,BATCH-0002691,PROD-003,LINE-4,QI-017,Visual,99,11,Dimensional,49.4527,50.5,49.5,57.6,2.654,260.28,Pass,Rework,1.26,Minor deviation
QI-004801,2024-01-07 16:00:00,BATCH-0005215,PROD-003,LINE-7,QI-014,Ultrasonic,77,9,Surface Finish,49.9329,50.5,49.5,58.6,0.513,253.79,Pass,Accept,1.311,Minor deviation
QI-004802,2024-01-07 16:02:20,BATCH-0008828,PROD-004,LINE-1,QI-013,Manual Gauge,17,2,Surface Finish,49.6438,50.5,49.5,57.6,0.319,238.72,Pass,Accept,1.697,Within spec
QI-004803,2024-01-07 16:04:17,BATCH-0008681,PROD-004,LINE-9,QI-009,Laser Scan,55,10,Burr,49.6857,50.5,49.5,58.0,1.244,255.38,Pass,Accept,1.082,Critical failure
QI-004804,2024-01-07 16:06:19,BATCH-0003917,PROD-021,LINE-10,QI-017,CMM,90,10,Dimensional,49.3171,50.5,49.5,55.6,0.457,246.37,Pass,Accept,1.915,Within spec
QI-004805,2024-01-07 16:08:10,BATCH-0001402,PROD-004,LINE-8,QI-018,Manual Gauge,44,5,Dimensional,49.9479,50.5,49.5,58.8,0.2,251.01,Pass,Accept,1.556,Minor deviation
QI-004806,2024-01-07 16:10:06,BATCH-0004281,PROD-006,LINE-7,QI-009,CMM,25,10,Burr,50.2242,50.5,49.5,53.9,0.709,247.84,Pass,Accept,1.882,Within spec
QI-004807,2024-01-07 16:12:01,BATCH-0000059,PROD-003,LINE-5,QI-019,Manual Gauge,15,13,NONE,50.3014,50.5,49.5,60.8,0.997,250.68,Pass,Accept,1.096,OK
QI-004808,2024-01-07 16:14:02,BATCH-0000839,PROD-003,LINE-1,QI-010,CMM,62,10,Contamination,48.9104,50.5,49.5,55.6,1.696,252.1,Pass,Accept,1.012,Within spec
QI-004809,2024-01-07 16:16:04,BATCH-0003806,PROD-009,LINE-3,QI-015,Visual,43,14,Crack,49.7468,50.5,49.5,56.8,0.798,247.92,Pass,Accept,1.779,OK
QI-004810,2024-01-07 16:18:30,BATCH-0005688,PROD-019,LINE-1,QI-009,CMM,99,12,NONE,50.021,50.5,49.5,64.3,1.901,247.36,Pass,Accept,1.748,Needs rework
QI-004811,2024-01-07 16:20:22,BATCH-0006592,PROD-020,LINE-9,QI-001,Visual,44,0,NONE,49.3291,50.5,49.5,57.1,2.109,254.13,Pass,Accept,1.698,Minor deviation
QI-004812,2024-01-07 16:22:01,BATCH-0003681,PROD-011,LINE-9,QI-010,Visual,38,6,Scratch,50.1796,50.5,49.5,61.9,0.2,253.68,Pass,Accept,1.78,Minor deviation
QI-004813,2024-01-07 16:24:07,BATCH-0000459,PROD-014,LINE-8,QI-013,CMM,23,1,NONE,50.0904,50.5,49.5,51.3,4.115,257.18,Pass,Accept,1.191,Critical failure
QI-004814,2024-01-07 16:26:27,BATCH-0003327,PROD-018,LINE-10,QI-015,Visual,20,6,Dimensional,49.3159,50.5,49.5,57.6,1.305,243.3,Pass,Accept,1.575,OK
QI-004815,2024-01-07 16:28:30,BATCH-0002598,PROD-023,LINE-2,QI-006,CMM,55,12,Scratch,49.299,50.5,49.5,55.4,1.508,249.0,Pass,Scrap,1.211,Needs rework
QI-004816,2024-01-07 16:30:07,BATCH-0008276,PROD-010,LINE-6,QI-003,X-Ray,17,0,Dimensional,49.4988,50.5,49.5,57.6,1.473,240.27,Pass,Accept,1.44,OK
QI-004817,2024-01-07 16:32:18,BATCH-0002469,PROD-020,LINE-4,QI-010,Ultrasonic,64,13,Crack,49.6952,50.5,49.5,52.8,2.354,252.09,Pass,Accept,1.309,OK
QI-004818,2024-01-07 16:34:16,BATCH-0007064,PROD-005,LINE-3,QI-013,Ultrasonic,8,7,Burr,50.5044,50.5,49.5,59.6,0.967,244.98,Pass,Rework,1.327,Minor deviation
QI-004819,2024-01-07 16:36:00,BATCH-0007780,PROD-013,LINE-4,QI-018,Ultrasonic,30,4,Porosity,50.4867,50.5,49.5,60.0,1.096,237.96,Pass,Accept,1.441,Within spec
QI-004820,2024-01-07 16:38:22,BATCH-0003126,PROD-015,LINE-10,QI-009,X-Ray,31,13,Crack,50.0615,50.5,49.5,57.3,1.831,245.01,Pass,Accept,1.89,OK
QI-004821,2024-01-07 16:40:03,BATCH-0005348,PROD-004,LINE-3,QI-002,Visual,61,10,Contamination,48.7923,50.5,49.5,57.1,2.241,254.16,Pass,Accept,1.586,OK
QI-004822,2024-01-07 16:42:07,BATCH-0004961,PROD-002,LINE-1,QI-020,Visual,76,6,Surface Finish,49.949,50.5,49.5,58.2,1.24,242.57,Pass,Accept,1.752,Within spec
QI-004823,2024-01-07 16:44:23,BATCH-0000149,PROD-010,LINE-6,QI-016,X-Ray,62,1,Contamination,50.1291,50.5,49.5,52.8,0.2,255.2,Pass,Accept,1.823,Needs rework
QI-004824,2024-01-07 16:46:30,BATCH-0005053,PROD-020,LINE-10,QI-004,Manual Gauge,74,12,NONE,50.6349,50.5,49.5,59.0,0.2,251.98,Pass,Accept,1.375,Minor deviation
QI-004825,2024-01-07 16:48:16,BATCH-0007320,PROD-016,LINE-7,QI-012,Ultrasonic,19,1,Surface Finish,49.7986,50.5,49.5,55.4,5.068,252.88,Fail,Accept,1.532,Minor deviation
QI-004826,2024-01-07 16:50:15,BATCH-0009496,PROD-017,LINE-5,QI-007,Manual Gauge,45,7,Crack,49.8105,50.5,49.5,59.4,4.075,250.04,Pass,Accept,1.412,Needs rework
QI-004827,2024-01-07 16:52:02,BATCH-0008957,PROD-009,LINE-8,QI-012,X-Ray,88,12,Dimensional,50.251,50.5,49.5,60.5,1.816,254.72,Pass,Accept,1.389,Needs rework
QI-004828,2024-01-07 16:54:27,BATCH-0006231,PROD-008,LINE-3,QI-010,CMM,88,13,Dimensional,50.0475,50.5,49.5,58.2,2.08,254.25,Pass,Accept,1.134,OK
QI-004829,2024-01-07 16:56:24,BATCH-0005903,PROD-020,LINE-10,QI-004,Ultrasonic,72,13,Dimensional,49.3974,50.5,49.5,57.6,1.714,249.5,Pass,Accept,1.454,Minor deviation
QI-004830,2024-01-07 16:58:12,BATCH-0007259,PROD-013,LINE-3,QI-002,Visual,43,11,NONE,50.2343,50.5,49.5,59.4,2.074,259.26,Pass,Accept,1.113,Within spec
QI-004831,2024-01-07 17:00:04,BATCH-0001643,PROD-002,LINE-8,QI-020,Laser Scan,89,9,NONE,50.277,50.5,49.5,60.0,0.2,248.4,Pass,Rework,1.078,Critical failure
QI-004832,2024-01-07 17:02:17,BATCH-0006990,PROD-025,LINE-3,QI-004,X-Ray,50,2,Scratch,50.1002,50.5,49.5,59.8,0.48,254.09,Pass,Accept,1.708,Needs rework
QI-004833,2024-01-07 17:04:07,BATCH-0008254,PROD-013,LINE-5,QI-005,Laser Scan,8,14,Crack,49.7715,50.5,49.5,57.6,0.656,249.15,Pass,Accept,1.101,OK
QI-004834,2024-01-07 17:06:07,BATCH-0009572,PROD-002,LINE-8,QI-018,X-Ray,27,3,Contamination,49.8941,50.5,49.5,53.1,1.179,241.7,Fail,Accept,1.493,Within spec
QI-004835,2024-01-07 17:08:11,BATCH-0007155,PROD-002,LINE-2,QI-011,Laser Scan,23,9,Scratch,49.6679,50.5,49.5,51.1,0.374,247.72,Pass,Accept,2.113,Critical failure
QI-004836,2024-01-07 17:10:13,BATCH-0002282,PROD-020,LINE-7,QI-002,CMM,51,12,NONE,50.5418,50.5,49.5,57.3,0.282,256.86,Pass,Accept,1.381,OK
QI-004837,2024-01-07 17:12:17,BATCH-0001514,PROD-024,LINE-2,QI-007,Ultrasonic,68,1,Scratch,50.5966,50.5,49.5,58.5,5.596,250.36,Pass,Accept,1.753,Critical failure
QI-004838,2024-01-07 17:14:19,BATCH-0003190,PROD-020,LINE-4,QI-003,Laser Scan,56,3,NONE,49.5436,50.5,49.5,60.3,0.464,250.8,Pass,Accept,1.4,Minor deviation
QI-004839,2024-01-07 17:16:01,BATCH-0002421,PROD-025,LINE-7,QI-012,CMM,15,1,Burr,49.8893,50.5,49.5,54.8,0.351,248.74,Pass,Accept,1.699,OK
QI-004840,2024-01-07 17:18:10,BATCH-0006008,PROD-002,LINE-4,QI-005,X-Ray,56,12,Surface Finish,49.4053,50.5,49.5,57.2,0.272,258.82,Pass,Accept,1.083,OK
QI-004841,2024-01-07 17:20:28,BATCH-0000978,PROD-025,LINE-6,QI-018,Laser Scan,57,4,Crack,50.1898,50.5,49.5,56.0,1.951,255.18,Fail,Accept,1.603,Critical failure
QI-004842,2024-01-07 17:22:28,BATCH-0008594,PROD-007,LINE-4,QI-009,Laser Scan,22,11,Contamination,50.2828,50.5,49.5,52.6,0.526,247.02,Pass,Accept,1.429,Within spec
QI-004843,2024-01-07 17:24:17,BATCH-0006846,PROD-007,LINE-7,QI-012,Laser Scan,23,13,NONE,50.0097,50.5,49.5,60.3,0.605,250.67,Pass,Accept,1.405,OK
QI-004844,2024-01-07 17:26:24,BATCH-0002829,PROD-011,LINE-5,QI-019,Visual,17,14,Porosity,49.8224,50.5,49.5,54.8,0.389,248.74,Fail,Accept,1.178,Minor deviation
QI-004845,2024-01-07 17:28:02,BATCH-0008846,PROD-007,LINE-6,QI-019,Laser Scan,53,8,Contamination,50.4505,50.5,49.5,60.1,0.2,245.05,Pass,Accept,1.67,Within spec
QI-004846,2024-01-07 17:30:01,BATCH-0006682,PROD-012,LINE-8,QI-012,Ultrasonic,51,8,Crack,50.2409,50.5,49.5,58.9,0.662,253.82,Pass,Accept,1.436,Critical failure
QI-004847,2024-01-07 17:32:17,BATCH-0008786,PROD-015,LINE-6,QI-017,CMM,60,12,Dimensional,49.3277,50.5,49.5,63.5,3.954,246.63,Pass,Accept,1.095,Critical failure
QI-004848,2024-01-07 17:34:21,BATCH-0005141,PROD-022,LINE-4,QI-010,Visual,43,3,NONE,49.8765,50.5,49.5,60.6,1.385,255.4,Pass,Rework,1.616,Critical failure
QI-004849,2024-01-07 17:36:00,BATCH-0006324,PROD-016,LINE-6,QI-006,CMM,55,3,NONE,49.5904,50.5,49.5,59.2,1.292,243.2,Pass,Accept,1.248,OK
QI-004850,2024-01-07 17:38:30,BATCH-0004787,PROD-021,LINE-7,QI-003,Laser Scan,9,10,Crack,49.2617,50.5,49.5,60.5,0.2,251.28,Pass,Accept,1.081,Minor deviation
QI-004851,2024-01-07 17:40:03,BATCH-0003446,PROD-024,LINE-9,QI-004,X-Ray,8,6,NONE,49.9135,50.5,49.5,59.9,0.879,249.5,Pass,Accept,1.436,Within spec
QI-004852,2024-01-07 17:42:11,BATCH-0004884,PROD-018,LINE-6,QI-003,X-Ray,96,4,Scratch,49.5701,50.5,49.5,56.3,0.2,262.93,Pass,Accept,1.729,Minor deviation
QI-004853,2024-01-07 17:44:26,BATCH-0007181,PROD-015,LINE-6,QI-003,X-Ray,41,6,Scratch,49.4093,50.5,49.5,54.6,1.092,249.76,Pass,Accept,1.246,Critical failure
QI-004854,2024-01-07 17:46:06,BATCH-0006335,PROD-020,LINE-4,QI-001,CMM,16,0,Burr,49.7128,50.5,49.5,58.3,0.334,245.84,Pass,Accept,1.311,Critical failure
QI-004855,2024-01-07 17:48:06,BATCH-0000829,PROD-019,LINE-1,QI-005,Manual Gauge,18,11,Porosity,49.1098,50.5,49.5,58.3,0.873,255.99,Pass,Accept,1.552,Within spec
QI-004856,2024-01-07 17:50:14,BATCH-0008583,PROD-021,LINE-2,QI-018,CMM,79,2,Contamination,51.3335,50.5,49.5,55.5,0.308,255.46,Pass,Accept,1.658,OK
QI-004857,2024-01-07 17:52:08,BATCH-0008819,PROD-004,LINE-4,QI-019,CMM,36,3,Scratch,49.6663,50.5,49.5,57.8,0.588,242.94,Pass,Scrap,1.75,Within spec
QI-004858,2024-01-07 17:54:26,BATCH-0002865,PROD-006,LINE-3,QI-001,CMM,69,0,NONE,49.673,50.5,49.5,57.4,0.554,253.81,Pass,Hold,1.701,Needs rework
QI-004859,2024-01-07 17:56:25,BATCH-0003456,PROD-009,LINE-3,QI-001,Visual,93,2,Dimensional,50.1767,50.5,49.5,54.1,0.28,263.35,Pass,Accept,1.747,Within spec
QI-004860,2024-01-07 17:58:06,BATCH-0000333,PROD-009,LINE-10,QI-015,Manual Gauge,45,9,NONE,49.7658,50.5,49.5,57.3,4.187,254.0,Pass,Accept,1.602,Minor deviation
QI-004861,2024-01-07 18:00:10,BATCH-0009448,PROD-005,LINE-10,QI-018,Ultrasonic,7,3,Missing Feature,49.3335,50.5,49.5,59.9,2.389,249.84,Pass,Accept,1.631,Needs rework
QI-004862,2024-01-07 18:02:12,BATCH-0002786,PROD-009,LINE-10,QI-006,Ultrasonic,39,11,Contamination,49.1166,50.5,49.5,62.5,3.533,252.96,Pass,Hold,1.392,OK
QI-004863,2024-01-07 18:04:14,BATCH-0005923,PROD-010,LINE-6,QI-003,Visual,65,12,Porosity,50.2692,50.5,49.5,55.5,0.43,255.65,Pass,Accept,1.494,OK
QI-004864,2024-01-07 18:06:00,BATCH-0008920,PROD-014,LINE-3,QI-007,Manual Gauge,68,14,Surface Finish,50.4666,50.5,49.5,55.0,0.2,257.71,Pass,Accept,1.987,Within spec
QI-004865,2024-01-07 18:08:04,BATCH-0007199,PROD-015,LINE-10,QI-009,Ultrasonic,59,6,Crack,51.4324,50.5,49.5,58.6,1.559,252.96,Pass,Scrap,1.786,OK
QI-004866,2024-01-07 18:10:20,BATCH-0002902,PROD-006,LINE-10,QI-009,Laser Scan,70,12,NONE,50.1118,50.5,49.5,60.0,1.132,245.53,Pass,Accept,1.078,Within spec
QI-004867,2024-01-07 18:12:20,BATCH-0008531,PROD-014,LINE-4,QI-009,Laser Scan,71,14,NONE,49.3125,50.5,49.5,59.5,0.492,257.59,Pass,Accept,1.378,Minor deviation
QI-004868,2024-01-07 18:14:14,BATCH-0009798,PROD-018,LINE-10,QI-005,CMM,11,13,NONE,49.7662,50.5,49.5,61.7,0.345,249.27,Pass,Accept,1.345,Critical failure
QI-004869,2024-01-07 18:16:15,BATCH-0004743,PROD-002,LINE-2,QI-011,Laser Scan,54,4,NONE,49.9883,50.5,49.5,56.1,0.578,255.63,Pass,Accept,1.402,Within spec
QI-004870,2024-01-07 18:18:05,BATCH-0006473,PROD-003,LINE-8,QI-013,X-Ray,52,2,Crack,51.0189,50.5,49.5,58.3,0.23,252.52,Pass,Accept,1.925,OK
QI-004871,2024-01-07 18:20:16,BATCH-0007649,PROD-019,LINE-5,QI-003,Manual Gauge,74,2,Dimensional,50.1523,50.5,49.5,54.4,0.959,252.26,Pass,Accept,1.45,Minor deviation
QI-004872,2024-01-07 18:22:24,BATCH-0003498,PROD-010,LINE-3,QI-004,Manual Gauge,54,3,NONE,50.3931,50.5,49.5,62.1,0.2,248.0,Pass,Accept,2.025,Minor deviation
QI-004873,2024-01-07 18:24:14,BATCH-0006438,PROD-005,LINE-7,QI-003,Ultrasonic,94,6,Burr,49.0786,50.5,49.5,61.5,0.933,253.98,Pass,Accept,1.407,Critical failure
QI-004874,2024-01-07 18:26:02,BATCH-0003430,PROD-015,LINE-2,QI-006,Visual,79,3,Contamination,50.8185,50.5,49.5,55.5,0.2,246.09,Pass,Accept,1.334,OK
QI-004875,2024-01-07 18:28:10,BATCH-0001279,PROD-006,LINE-4,QI-007,X-Ray,87,10,Surface Finish,49.1351,50.5,49.5,55.9,1.684,247.19,Pass,Accept,1.766,Critical failure
QI-004876,2024-01-07 18:30:29,BATCH-0006499,PROD-003,LINE-3,QI-003,Manual Gauge,30,11,Scratch,49.6592,50.5,49.5,62.1,0.258,253.77,Pass,Accept,1.527,Needs rework
