order_id,order_date,supplier_id,material_id,material_category,plant,warehouse_id,ordered_qty,received_qty,unit_price_USD,total_cost_USD,lead_time_days,actual_delivery_days,on_time_delivery,quality_rating,stock_level_units,reorder_point,inventory_turnover,transport_mode,status
PO-0006039,2024-07-10,SUP-025,MAT-009,Spare Part,Plant-A,WH-10,573,4929,136.87,221399.04,12,99,Yes,4.15,2491,499,10.79,Rail,Delivered
PO-0006040,2024-01-07,SUP-025,MAT-015,Consumable,Plant-A,WH-03,4950,4386,54.6,278544.82,81,70,Yes,4.65,1577,921,9.56,Truck,Delivered
PO-0006041,2024-09-03,SUP-004,MAT-037,Spare Part,Plant-B,WH-02,4571,2825,136.97,19772.7,79,57,Yes,3.41,2600,979,8.25,Ship,Delivered
PO-0006042,2024-12-22,SUP-040,MAT-048,Raw Material,Plant-B,WH-03,888,3167,43.73,332324.72,25,1,Yes,4.52,9258,716,11.49,Truck,Delivered
PO-0006043,2024-10-14,SUP-034,MAT-042,Raw Material,Plant-A,WH-10,1199,3505,9.99,467408.81,55,72,Yes,4.65,3085,154,7.78,Truck,Delivered
PO-0006044,2024-08-11,SUP-035,MAT-041,Component,Plant-C,WH-10,4431,703,53.84,12865.91,79,11,Yes,3.34,4595,564,10.57,Ship,Pending
PO-0006045,2024-09-10,SUP-006,MAT-026,Packaging,Plant-B,WH-04,1224,21,150.84,92705.49,63,99,Yes,4.71,642,425,6.84,Truck,Delivered
PO-0006046,2024-10-18,SUP-024,MAT-053,Component,Plant-A,WH-08,2993,489,139.29,44998.37,5,71,Yes,4.71,9769,258,9.18,Truck,In Transit
PO-0006047,2024-07-19,SUP-028,MAT-048,Spare Part,Plant-C,WH-04,1891,3753,30.02,161773.43,23,33,No,4.05,5580,433,10.64,Truck,Delivered
PO-0006048,2024-10-18,SUP-032,MAT-046,Component,Plant-A,WH-07,335,2084,134.69,6633.49,17,9,Yes,4.3,2653,152,8.27,Ship,Delivered
PO-0006049,2024-10-19,SUP-013,MAT-036,Packaging,Plant-C,WH-02,1023,3442,101.7,214863.91,66,84,Yes,3.46,5421,938,7.92,Air,Delivered
PO-0006050,2024-11-06,SUP-021,MAT-001,Raw Material,Plant-B,WH-09,4389,4181,10.09,70987.41,80,88,Yes,3.32,5799,981,10.63,Ship,Delivered
PO-0006051,2024-10-16,SUP-015,MAT-028,Spare Part,Plant-B,WH-08,3027,3304,73.37,92946.86,86,70,Yes,3.91,3687,591,9.1,Truck,Delivered
PO-0006052,2024-04-21,SUP-027,MAT-039,Spare Part,Plant-C,WH-05,2179,1360,16.15,74358.59,15,76,Yes,3.78,733,461,5.49,Truck,Pending
PO-0006053,2024-12-07,SUP-038,MAT-017,Spare Part,Plant-C,WH-06,4346,3359,9.93,55607.01,22,73,Yes,4.53,2314,453,10.09,Truck,Delivered
PO-0006054,2024-09-25,SUP-040,MAT-044,Component,Plant-A,WH-07,297,4687,106.86,3001.64,9,18,Yes,4.69,251,739,8.07,Truck,Pending
PO-0006055,2024-02-25,SUP-036,MAT-045,Packaging,Plant-C,WH-07,1345,3362,26.73,3499.0,28,63,Yes,3.12,174,764,9.41,Truck,Delivered
PO-0006056,2024-10-18,SUP-025,MAT-056,Raw Material,Plant-A,WH-08,732,659,6.01,398741.46,11,55,Yes,3.51,3315,405,5.72,Truck,Delivered
PO-0006057,2024-11-26,SUP-005,MAT-050,Packaging,Plant-C,WH-09,3458,3482,16.88,261259.34,68,82,Yes,4.03,6982,784,6.68,Air,Delivered
PO-0006058,2024-03-04,SUP-017,MAT-005,Packaging,Plant-A,WH-08,108,2746,15.29,22837.58,73,49,Yes,3.68,7982,417,9.52,Truck,Delivered
PO-0006059,2024-11-17,SUP-006,MAT-056,Component,Plant-A,WH-05,839,4512,93.29,489773.94,56,8,Yes,4.51,2170,125,7.53,Rail,Delivered
PO-0006060,2024-10-17,SUP-019,MAT-001,Consumable,Plant-C,WH-05,2256,1022,143.31,77597.52,59,44,Yes,4.97,8459,447,7.38,Rail,Delivered
PO-0006061,2024-05-28,SUP-003,MAT-033,Packaging,Plant-A,WH-03,2650,2638,1.16,54187.35,35,30,Yes,3.64,2491,574,11.07,Truck,Delivered
PO-0006062,2024-10-14,SUP-018,MAT-042,Spare Part,Plant-C,WH-04,2172,4863,48.77,15895.83,9,43,Yes,3.46,4356,592,8.61,Truck,Delivered
PO-0006063,2024-12-15,SUP-027,MAT-028,Raw Material,Plant-A,WH-03,3553,3958,9.88,20190.36,45,91,Yes,4.31,2277,664,7.48,Truck,In Transit
PO-0006064,2024-08-23,SUP-035,MAT-055,Component,Plant-A,WH-02,635,943,11.85,357432.2,16,95,Yes,3.48,6086,233,8.36,Ship,Delivered
PO-0006065,2024-05-19,SUP-010,MAT-027,Packaging,Plant-A,WH-09,2299,1930,77.48,120673.64,38,73,No,4.54,8528,264,7.56,Rail,Delivered
PO-0006066,2024-07-18,SUP-007,MAT-056,Raw Material,Plant-C,WH-05,1146,668,56.46,96151.09,65,11,Yes,3.38,2112,937,7.81,Truck,In Transit
PO-0006067,2024-03-01,SUP-023,MAT-022,Raw Material,Plant-A,WH-04,797,3350,179.47,257134.35,49,48,Yes,3.41,2730,800,7.44,Truck,Delivered
PO-0006068,2024-03-29,SUP-016,MAT-011,Spare Part,Plant-A,WH-01,4389,3535,9.06,83333.55,67,63,Yes,4.43,7463,633,12.24,Ship,Delivered
PO-0006069,2024-04-30,SUP-039,MAT-052,Spare Part,Plant-A,WH-08,461,4517,21.25,94950.76,51,91,Yes,3.32,3836,291,9.59,Truck,In Transit
PO-0006070,2024-12-03,SUP-028,MAT-023,Packaging,Plant-B,WH-01,1838,2237,96.09,281538.94,81,9,Yes,4.92,4430,843,8.54,Ship,Delivered
PO-0006071,2024-02-12,SUP-015,MAT-049,Packaging,Plant-C,WH-04,3586,2875,6.8,14161.93,27,66,Yes,4.44,8643,517,11.8,Truck,Cancelled
PO-0006072,2024-11-02,SUP-015,MAT-050,Consumable,Plant-A,WH-01,4259,3734,13.67,103030.0,59,21,Yes,4.96,637,709,7.35,Truck,Delivered
PO-0006073,2024-12-22,SUP-029,MAT-013,Consumable,Plant-C,WH-01,2047,72,5.78,57829.81,16,93,Yes,4.95,9011,399,8.33,Rail,Delivered
PO-0006074,2024-12-05,SUP-029,MAT-018,Raw Material,Plant-B,WH-03,4422,1587,88.55,96196.79,51,80,Yes,3.68,946,290,8.14,Truck,Delivered
PO-0006075,2024-01-05,SUP-006,MAT-011,Raw Material,Plant-A,WH-10,3134,2585,94.91,55523.29,70,48,Yes,4.63,9866,605,8.53,Truck,Delivered
PO-0006076,2024-01-19,SUP-035,MAT-038,Consumable,Plant-B,WH-01,2632,107,78.22,219562.51,54,22,No,4.58,8823,607,4.46,Truck,Delivered
PO-0006077,2024-03-13,SUP-018,MAT-039,Consumable,Plant-A,WH-01,3309,707,16.92,41178.62,58,7,No,3.71,7423,772,4.06,Truck,In Transit
PO-0006078,2024-05-28,SUP-018,MAT-043,Consumable,Plant-C,WH-04,4031,1843,1.75,58787.25,89,4,Yes,3.14,9259,590,5.65,Rail,Pending
PO-0006079,2024-02-16,SUP-002,MAT-056,Packaging,Plant-C,WH-06,57,505,77.86,84804.77,79,21,Yes,4.5,3729,869,6.18,Rail,Delivered
PO-0006080,2024-07-04,SUP-006,MAT-019,Component,Plant-C,WH-09,4438,566,4.55,14254.92,53,80,Yes,4.29,2812,564,6.79,Air,Delivered
PO-0006081,2024-06-21,SUP-019,MAT-042,Raw Material,Plant-A,WH-06,4329,2418,16.71,68081.99,56,3,Yes,3.81,8102,318,10.59,Rail,In Transit
PO-0006082,2024-02-27,SUP-011,MAT-012,Consumable,Plant-A,WH-06,2428,897,92.76,182327.1,77,19,Yes,3.79,3823,988,7.37,Ship,Delivered
PO-0006083,2024-09-10,SUP-001,MAT-056,Spare Part,Plant-B,WH-09,4867,4396,56.24,461804.27,42,72,Yes,4.96,125,792,6.97,Truck,Delivered
PO-0006084,2024-06-16,SUP-003,MAT-032,Packaging,Plant-C,WH-09,582,228,1.92,198343.02,41,81,Yes,3.81,891,808,3.29,Ship,Delivered
PO-0006085,2024-09-23,SUP-023,MAT-002,Packaging,Plant-C,WH-02,2538,1911,69.69,194920.03,46,79,Yes,4.04,926,681,13.38,Truck,Delivered
PO-0006086,2024-07-21,SUP-020,MAT-060,Component,Plant-A,WH-06,1134,2599,1.0,137995.96,86,78,Yes,4.16,7602,521,7.6,Rail,Delivered
PO-0006087,2024-04-21,SUP-035,MAT-031,Spare Part,Plant-A,WH-07,4525,3442,44.16,65428.59,14,42,Yes,3.7,5791,123,4.95,Air,Pending
PO-0006088,2024-08-19,SUP-013,MAT-043,Packaging,Plant-C,WH-09,2250,54,32.79,241110.72,43,43,Yes,3.41,7705,266,7.51,Truck,Delivered
PO-0006089,2024-04-17,SUP-006,MAT-018,Consumable,Plant-A,WH-08,346,2338,38.29,95115.0,4,54,Yes,4.67,9205,725,8.48,Air,Cancelled
PO-0006090,2024-06-19,SUP-014,MAT-048,Packaging,Plant-C,WH-10,3961,415,49.24,48244.21,37,24,Yes,4.07,2032,180,5.62,Air,Pending
PO-0006091,2024-04-14,SUP-031,MAT-052,Consumable,Plant-C,WH-07,2704,3808,47.77,93952.14,18,37,Yes,4.81,1477,226,6.86,Truck,Delivered
PO-0006092,2024-04-13,SUP-006,MAT-015,Component,Plant-A,WH-02,1227,2628,14.59,11047.98,41,97,Yes,3.63,9152,534,4.84,Truck,Delivered
PO-0006093,2024-03-25,SUP-039,MAT-001,Packaging,Plant-B,WH-08,258,564,5.27,322298.33,46,85,Yes,4.32,6391,502,9.91,Truck,Delivered
PO-0006094,2024-08-30,SUP-004,MAT-049,Packaging,Plant-C,WH-06,3049,1330,13.11,974.69,34,32,Yes,3.22,528,113,7.77,Truck,Delivered
PO-0006095,2024-01-18,SUP-023,MAT-020,Component,Plant-B,WH-08,891,5014,3.73,56609.57,47,42,No,3.43,9852,916,7.54,Truck,Delivered
PO-0006096,2024-03-07,SUP-039,MAT-025,Spare Part,Plant-C,WH-04,2545,4648,1.0,218741.43,77,33,No,3.1,7255,424,3.33,Rail,Delivered
PO-0006097,2024-09-15,SUP-001,MAT-031,Packaging,Plant-C,WH-06,1309,687,1.39,103507.68,59,29,No,3.53,6356,463,8.15,Air,Delivered
PO-0006098,2024-10-30,SUP-029,MAT-056,Raw Material,Plant-A,WH-01,3511,3688,51.93,14174.98,84,68,Yes,3.86,3671,713,10.81,Rail,In Transit
PO-0006099,2024-11-05,SUP-025,MAT-017,Spare Part,Plant-A,WH-03,3556,12,66.75,173002.03,25,97,Yes,4.07,5656,610,3.43,Rail,Delivered
PO-0006100,2024-07-24,SUP-035,MAT-018,Packaging,Plant-B,WH-01,1000,1224,85.2,1304485.38,45,46,Yes,3.53,4743,442,7.75,Truck,Cancelled
PO-0006101,2024-07-28,SUP-021,MAT-028,Raw Material,Plant-B,WH-04,3130,2272,36.79,181307.62,3,81,Yes,3.9,1714,837,5.04,Air,Pending
PO-0006102,2024-08-10,SUP-029,MAT-007,Raw Material,Plant-A,WH-02,4119,2549,48.18,245424.18,75,49,Yes,3.97,8867,609,6.29,Truck,In Transit
PO-0006103,2024-09-13,SUP-035,MAT-001,Component,Plant-C,WH-01,362,2242,23.18,41906.14,30,35,Yes,4.03,8931,554,6.03,Truck,Delivered
PO-0006104,2024-08-09,SUP-036,MAT-040,Packaging,Plant-A,WH-07,690,1017,115.93,429385.22,64,48,Yes,4.52,9304,805,7.37,Truck,Delivered
PO-0006105,2024-09-29,SUP-018,MAT-050,Component,Plant-C,WH-10,1704,810,9.42,20228.98,24,64,No,3.99,975,220,7.21,Air,Delivered
PO-0006106,2024-07-07,SUP-012,MAT-030,Spare Part,Plant-A,WH-09,4827,2644,104.49,11939.9,35,72,Yes,4.28,2401,665,7.31,Ship,In Transit
PO-0006107,2024-10-03,SUP-004,MAT-053,Spare Part,Plant-B,WH-09,4416,167,243.96,81438.49,39,5,Yes,4.07,580,710,7.51,Truck,Delivered
PO-0006108,2024-05-17,SUP-007,MAT-021,Consumable,Plant-B,WH-03,1769,3150,8.96,58174.66,64,31,Yes,4.21,6533,404,6.58,Air,Delivered
PO-0006109,2024-04-18,SUP-027,MAT-046,Consumable,Plant-B,WH-08,4131,1503,16.09,100720.67,39,67,Yes,4.48,5076,690,9.08,Truck,Delivered
PO-0006110,2024-02-05,SUP-033,MAT-050,Spare Part,Plant-C,WH-10,4396,4743,11.85,23211.33,56,17,No,4.97,2318,204,11.15,Truck,Cancelled
PO-0006111,2024-02-15,SUP-002,MAT-018,Consumable,Plant-A,WH-02,397,1914,1.0,144247.68,8,5,Yes,3.16,44,831,8.69,Truck,Delivered
PO-0006112,2024-07-16,SUP-029,MAT-010,Consumable,Plant-B,WH-08,4927,4091,68.92,1220.65,58,72,Yes,3.09,1112,468,8.72,Ship,Delivered
PO-0006113,2024-03-23,SUP-029,MAT-030,Packaging,Plant-A,WH-05,1260,3793,57.03,73035.99,37,65,Yes,3.97,4187,655,10.4,Truck,Delivered
PO-0006114,2024-02-04,SUP-027,MAT-018,Raw Material,Plant-C,WH-09,4096,3088,18.51,21025.86,33,75,Yes,4.61,6555,589,12.06,Truck,Delivered
PO-0006115,2024-01-31,SUP-029,MAT-031,Spare Part,Plant-B,WH-09,1016,2469,8.12,20834.76,76,57,Yes,3.85,9515,855,9.59,Truck,Pending
PO-0006116,2024-12-30,SUP-016,MAT-011,Packaging,Plant-A,WH-05,2719,3237,47.36,76180.9,58,23,Yes,4.68,2230,160,10.76,Rail,Cancelled
PO-0006117,2024-12-09,SUP-037,MAT-001,Packaging,Plant-A,WH-08,1295,2801,207.62,84347.78,5,6,Yes,3.78,5569,408,5.87,Ship,Partial
PO-0006118,2024-12-21,SUP-007,MAT-059,Packaging,Plant-C,WH-08,1570,3211,29.35,357.75,21,30,Yes,3.61,8510,783,4.5,Rail,Delivered
PO-0006119,2024-07-26,SUP-021,MAT-001,Packaging,Plant-B,WH-02,744,3621,61.66,73296.3,56,39,Yes,4.47,1229,949,6.42,Ship,Delivered
PO-0006120,2024-06-30,SUP-023,MAT-032,Spare Part,Plant-A,WH-06,1706,2082,28.23,11105.02,51,35,Yes,3.22,8963,150,8.54,Truck,In Transit
PO-0006121,2024-02-13,SUP-003,MAT-010,Consumable,Plant-B,WH-05,272,4656,1.93,110493.9,54,71,Yes,3.23,5194,647,10.11,Truck,Delivered
PO-0006122,2024-06-05,SUP-040,MAT-001,Consumable,Plant-A,WH-07,925,3032,1.0,125004.83,39,49,Yes,3.79,620,689,8.96,Truck,Delivered
PO-0006123,2024-12-24,SUP-014,MAT-024,Spare Part,Plant-C,WH-07,916,1710,69.86,379823.79,31,85,Yes,4.82,3952,823,6.89,Truck,In Transit
PO-0006124,2024-11-11,SUP-026,MAT-001,Component,Plant-B,WH-02,1632,5019,65.27,11154.24,50,8,Yes,4.51,9770,724,8.08,Ship,Delivered
PO-0006125,2024-05-09,SUP-014,MAT-048,Consumable,Plant-A,WH-03,2572,1551,16.87,131123.69,15,80,Yes,4.46,116,727,9.39,Rail,In Transit
PO-0006126,2024-08-24,SUP-011,MAT-044,Consumable,Plant-A,WH-10,1518,3744,114.28,161310.0,19,39,Yes,3.59,9404,667,9.83,Truck,Pending
PO-0006127,2024-04-15,SUP-018,MAT-002,Component,Plant-B,WH-10,1356,217,66.51,4909.0,23,48,Yes,3.2,3431,559,9.19,Rail,Delivered
PO-0006128,2024-11-10,SUP-009,MAT-006,Packaging,Plant-C,WH-10,1399,4155,3.71,3601.5,69,55,Yes,4.06,6511,156,9.72,Rail,Delivered
PO-0006129,2024-07-25,SUP-016,MAT-030,Component,Plant-C,WH-03,3128,228,117.77,35241.24,12,4,Yes,4.77,5756,201,6.02,Truck,Delivered
PO-0006130,2024-07-05,SUP-032,MAT-053,Consumable,Plant-A,WH-10,3058,580,15.48,28901.21,59,99,Yes,3.76,2702,121,4.68,Truck,Delivered
PO-0006131,2024-12-16,SUP-009,MAT-002,Raw Material,Plant-A,WH-04,2241,1759,95.98,81095.75,18,95,Yes,4.48,7816,497,9.58,Ship,Delivered
PO-0006132,2024-05-28,SUP-039,MAT-060,Consumable,Plant-C,WH-07,3433,920,73.0,255711.21,55,80,Yes,3.66,581,213,7.63,Rail,Delivered
PO-0006133,2024-04-12,SUP-035,MAT-034,Raw Material,Plant-C,WH-08,1407,4827,33.46,78197.35,7,45,Yes,4.17,1150,814,6.17,Truck,Delivered
PO-0006134,2024-02-10,SUP-026,MAT-037,Component,Plant-A,WH-02,3041,3534,13.79,77551.5,27,78,Yes,4.66,7092,504,6.57,Truck,Delivered
PO-0006135,2024-01-10,SUP-008,MAT-002,Component,Plant-C,WH-07,3473,4157,26.13,69560.53,16,42,Yes,4.25,8000,565,8.27,Truck,In Transit
PO-0006136,2024-06-23,SUP-017,MAT-022,Raw Material,Plant-C,WH-07,1414,3224,82.07,16971.7,12,14,Yes,3.87,6615,501,8.78,Ship,Cancelled
PO-0006137,2024-06-30,SUP-011,MAT-006,Packaging,Plant-B,WH-01,4517,462,1.98,148463.85,49,67,Yes,3.04,6153,715,5.83,Rail,Delivered
PO-0006138,2024-08-12,SUP-015,MAT-053,Consumable,Plant-B,WH-03,130,3738,1.8,72033.5,78,62,Yes,3.73,6448,145,8.92,Truck,Delivered
PO-0006139,2024-09-10,SUP-034,MAT-038,Spare Part,Plant-A,WH-04,3353,3015,109.07,1118.6,67,49,Yes,4.46,3421,435,11.35,Ship,Delivered
PO-0006140,2024-02-03,SUP-012,MAT-048,Component,Plant-B,WH-07,3104,649,6.59,240626.93,71,8,Yes,3.03,8577,730,8.22,Ship,Delivered
PO-0006141,2024-12-05,SUP-025,MAT-053,Consumable,Plant-C,WH-10,2685,124,86.51,78825.17,3,88,No,3.57,4002,368,9.62,Ship,Delivered
PO-0006142,2024-01-24,SUP-020,MAT-024,Consumable,Plant-C,WH-09,1750,108,24.9,5779.3,66,47,No,3.87,5531,354,8.49,Ship,Delivered
PO-0006143,2024-04-14,SUP-014,MAT-019,Packaging,Plant-B,WH-05,279,1482,2.49,4755.71,53,88,Yes,4.2,4898,234,6.66,Ship,In Transit
PO-0006144,2024-12-14,SUP-005,MAT-013,Spare Part,Plant-B,WH-01,3484,962,75.61,256.88,21,22,Yes,3.62,675,392,6.15,Truck,Cancelled
PO-0006145,2024-01-29,SUP-025,MAT-057,Packaging,Plant-C,WH-09,1176,2838,7.42,1104.53,63,55,Yes,4.72,1388,545,5.23,Truck,Delivered
PO-0006146,2024-12-04,SUP-002,MAT-036,Packaging,Plant-B,WH-05,4728,3667,25.31,2278.93,40,84,No,4.12,8070,560,6.7,Air,Delivered
PO-0006147,2024-03-14,SUP-033,MAT-025,Consumable,Plant-C,WH-05,694,332,165.08,375556.47,78,51,Yes,3.44,7661,278,6.44,Ship,In Transit
PO-0006148,2024-08-24,SUP-020,MAT-006,Component,Plant-B,WH-07,2870,495,1.0,145192.8,56,42,Yes,3.37,406,941,10.3,Rail,In Transit
PO-0006149,2024-06-18,SUP-016,MAT-002,Raw Material,Plant-B,WH-02,312,1329,29.82,174726.77,40,38,No,3.43,7928,722,11.93,Ship,Delivered
PO-0006150,2024-10-20,SUP-029,MAT-035,Raw Material,Plant-C,WH-10,321,397,13.3,56644.17,77,78,Yes,3.12,2829,716,6.05,Rail,Delivered
PO-0006151,2024-07-31,SUP-031,MAT-029,Raw Material,Plant-A,WH-04,1790,1480,100.7,355010.35,22,90,Yes,3.74,3976,766,7.38,Rail,In Transit
PO-0006152,2024-01-22,SUP-013,MAT-059,Consumable,Plant-B,WH-10,3016,1018,74.72,4915.0,1,16,Yes,3.36,26,817,8.45,Truck,Delivered
PO-0006153,2024-10-12,SUP-013,MAT-034,Consumable,Plant-B,WH-09,862,4694,39.15,110476.3,84,98,Yes,4.17,2341,593,9.76,Truck,Pending
PO-0006154,2024-11-18,SUP-036,MAT-056,Component,Plant-A,WH-05,1804,1830,22.44,50112.17,53,85,Yes,3.15,9628,288,9.02,Truck,Delivered
PO-0006155,2024-10-06,SUP-023,MAT-033,Raw Material,Plant-A,WH-01,548,2038,28.21,53559.46,87,29,Yes,4.04,332,848,9.22,Truck,Delivered
PO-0006156,2024-10-23,SUP-015,MAT-003,Consumable,Plant-C,WH-08,2278,4297,61.42,57717.69,10,51,Yes,3.12,7634,694,8.02,Ship,Delivered
PO-0006157,2024-06-18,SUP-030,MAT-036,Consumable,Plant-B,WH-06,1630,1345,54.64,391915.77,63,72,No,3.21,8669,273,6.42,Truck,Delivered
PO-0006158,2024-10-07,SUP-003,MAT-036,Consumable,Plant-B,WH-03,1843,57,7.18,23944.33,37,15,No,3.15,9991,850,7.24,Rail,Delivered
PO-0006159,2024-07-15,SUP-022,MAT-004,Spare Part,Plant-C,WH-10,4269,3332,38.06,12681.41,15,38,Yes,3.7,9059,572,7.11,Rail,Delivered
PO-0006160,2024-11-08,SUP-025,MAT-020,Spare Part,Plant-B,WH-08,3809,1600,17.55,11701.98,78,84,Yes,3.32,3730,591,10.92,Truck,In Transit
PO-0006161,2024-08-19,SUP-035,MAT-029,Consumable,Plant-A,WH-10,3278,2846,3.8,133875.79,16,68,Yes,3.58,9543,550,8.86,Truck,In Transit
PO-0006162,2024-11-07,SUP-027,MAT-033,Raw Material,Plant-C,WH-04,3819,3235,54.63,54616.39,64,36,Yes,3.06,3059,657,6.49,Truck,Pending
PO-0006163,2024-04-06,SUP-005,MAT-046,Component,Plant-B,WH-06,417,3813,43.74,3947.95,84,92,Yes,3.41,1280,757,12.01,Truck,Delivered
PO-0006164,2024-06-18,SUP-038,MAT-039,Component,Plant-A,WH-09,673,4156,43.63,2867.23,15,20,Yes,3.24,5384,782,8.86,Truck,In Transit
PO-0006165,2024-09-23,SUP-021,MAT-052,Consumable,Plant-B,WH-08,3216,1774,6.38,351148.68,42,2,Yes,3.5,4060,714,9.76,Truck,Delivered
PO-0006166,2024-06-02,SUP-036,MAT-042,Spare Part,Plant-C,WH-02,1875,3254,91.68,1288703.57,18,64,Yes,3.13,1441,552,7.8,Truck,Delivered
PO-0006167,2024-04-14,SUP-013,MAT-020,Raw Material,Plant-B,WH-04,1843,122,2.3,29827.87,53,18,Yes,4.06,7292,533,8.77,Rail,Delivered
PO-0006168,2024-05-10,SUP-013,MAT-002,Raw Material,Plant-C,WH-05,4915,833,8.43,154476.25,33,69,Yes,3.62,5308,403,5.45,Truck,Delivered
PO-0006169,2024-03-23,SUP-013,MAT-059,Consumable,Plant-B,WH-10,3001,1208,50.4,37665.09,33,81,Yes,4.22,7226,966,3.24,Truck,Delivered
PO-0006170,2024-04-06,SUP-040,MAT-019,Spare Part,Plant-C,WH-02,3918,2437,35.13,141443.9,26,65,Yes,3.74,7612,178,10.36,Ship,Pending
PO-0006171,2024-02-21,SUP-032,MAT-028,Spare Part,Plant-A,WH-07,3250,1610,18.66,41445.05,63,93,Yes,4.56,3823,226,5.88,Rail,Delivered
PO-0006172,2024-05-14,SUP-029,MAT-040,Packaging,Plant-C,WH-01,3414,3192,5.6,49080.3,88,31,Yes,3.7,160,131,5.48,Ship,Cancelled
PO-0006173,2024-10-17,SUP-019,MAT-023,Component,Plant-A,WH-09,1341,4842,8.98,47427.82,11,97,Yes,3.37,1257,423,8.98,Truck,Delivered
PO-0006174,2024-05-21,SUP-003,MAT-054,Component,Plant-A,WH-01,3617,36,7.27,35424.35,23,86,Yes,4.93,5455,447,8.38,Air,Delivered
PO-0006175,2024-06-19,SUP-008,MAT-027,Spare Part,Plant-A,WH-03,4175,2598,64.43,13818.55,7,39,Yes,3.29,3324,412,7.7,Truck,Delivered
PO-0006176,2024-03-26,SUP-036,MAT-038,Spare Part,Plant-B,WH-04,2373,1145,22.2,298570.61,61,66,Yes,3.44,8237,528,9.8,Truck,Pending
PO-0006177,2024-02-21,SUP-031,MAT-041,Spare Part,Plant-B,WH-10,4656,454,12.64,85492.46,31,57,Yes,3.5,2242,563,7.17,Truck,Partial
PO-0006178,2024-03-27,SUP-015,MAT-004,Component,Plant-C,WH-07,4187,328,33.62,55948.18,2,32,Yes,3.97,9001,642,9.02,Air,Delivered
PO-0006179,2024-06-25,SUP-001,MAT-002,Spare Part,Plant-C,WH-10,143,1735,48.34,193365.23,54,23,Yes,3.4,2980,538,5.92,Truck,In Transit
PO-0006180,2024-12-28,SUP-026,MAT-036,Consumable,Plant-C,WH-05,1817,145,60.99,51737.42,68,99,Yes,3.55,1755,857,3.94,Truck,Delivered
PO-0006181,2024-10-07,SUP-037,MAT-016,Raw Material,Plant-A,WH-05,4642,247,2.01,99726.06,43,27,Yes,4.34,1614,765,10.87,Truck,Delivered
PO-0006182,2024-08-09,SUP-010,MAT-031,Component,Plant-C,WH-08,2996,780,29.67,13846.88,55,22,Yes,4.45,9449,339,10.22,Truck,Delivered
PO-0006183,2024-01-24,SUP-013,MAT-048,Component,Plant-C,WH-04,1920,4286,17.44,6371.14,30,74,Yes,4.64,2310,657,9.27,Truck,Delivered
PO-0006184,2024-08-05,SUP-003,MAT-053,Consumable,Plant-C,WH-01,3895,413,32.49,31419.9,4,72,Yes,3.99,7998,170,10.21,Truck,Partial
PO-0006185,2024-03-12,SUP-026,MAT-009,Component,Plant-C,WH-03,2549,1100,38.09,10052.69,1,5,Yes,3.74,729,878,6.28,Truck,Delivered
PO-0006186,2024-11-25,SUP-012,MAT-002,Raw Material,Plant-B,WH-04,2752,5037,33.97,148853.13,2,76,Yes,3.6,126,996,13.04,Ship,In Transit
PO-0006187,2024-01-03,SUP-024,MAT-054,Component,Plant-A,WH-02,4235,4533,17.39,8533.77,86,57,Yes,4.6,4302,486,10.63,Air,Delivered
PO-0006188,2024-11-15,SUP-022,MAT-050,Consumable,Plant-C,WH-01,1265,1177,33.63,10913.26,4,39,Yes,4.37,9807,214,7.23,Rail,Delivered
PO-0006189,2024-09-19,SUP-008,MAT-008,Packaging,Plant-B,WH-04,3684,2699,22.71,1026.01,12,86,Yes,4.14,5762,429,7.36,Truck,Delivered
PO-0006190,2024-02-25,SUP-022,MAT-003,Packaging,Plant-B,WH-02,4699,4686,2.71,15507.17,76,72,Yes,3.34,2353,272,5.84,Truck,Delivered
PO-0006191,2024-10-09,SUP-011,MAT-057,Raw Material,Plant-A,WH-08,3153,1216,8.29,356179.75,80,90,Yes,4.46,9369,893,8.24,Truck,In Transit
PO-0006192,2024-01-23,SUP-010,MAT-041,Packaging,Plant-A,WH-10,1826,4948,9.29,142690.33,82,73,Yes,3.63,4483,519,6.19,Ship,Delivered
PO-0006193,2024-12-15,SUP-009,MAT-009,Raw Material,Plant-C,WH-07,1088,1762,128.08,591792.18,89,67,Yes,3.06,4965,810,6.78,Truck,In Transit
PO-0006194,2024-05-19,SUP-039,MAT-020,Raw Material,Plant-A,WH-03,4469,3923,2.05,413540.74,51,24,Yes,4.44,618,491,5.43,Ship,Delivered
PO-0006195,2024-01-25,SUP-004,MAT-045,Raw Material,Plant-A,WH-06,3636,2236,22.38,38401.71,32,18,No,3.15,1262,477,11.1,Truck,Delivered
PO-0006196,2024-11-30,SUP-002,MAT-052,Packaging,Plant-B,WH-10,3007,3278,44.93,424509.32,82,42,Yes,4.43,8940,554,5.5,Ship,In Transit
PO-0006197,2024-10-21,SUP-035,MAT-055,Component,Plant-C,WH-02,2849,1842,224.86,167869.7,89,82,Yes,4.72,8729,144,8.38,Truck,In Transit
PO-0006198,2024-11-12,SUP-009,MAT-022,Consumable,Plant-A,WH-06,1102,596,13.09,312509.75,53,30,Yes,4.23,1562,760,7.4,Ship,In Transit
PO-0006199,2024-10-26,SUP-015,MAT-011,Component,Plant-C,WH-06,1611,2196,22.4,151960.86,47,59,Yes,3.71,4926,650,10.27,Rail,In Transit
