log_id,timestamp,machine_id,plant,production_line,event_type,event_category,severity_level,operator_id,shift,parameter_name,old_value,new_value,response_time_ms,duration_sec,alarm_code,acknowledged,system_component,session_id,message
LOG-0005807,2024-01-07 01:09:15,MCH-050,Plant-A,LINE-9,Machine Stop,System,ERROR,W-0102,Night,Current,752.14,115.78,83.5,16.2,A004,No,Sensor,SES-00164,Connection timeout
LOG-0005808,2024-01-07 01:10:45,MCH-046,Plant-B,LINE-3,Shift Change,Operational,INFO,W-0036,Night,Speed,795.74,586.54,300.4,108.6,A005,No,Sensor,SES-00061,Setpoint changed
LOG-0005809,2024-01-07 01:12:08,MCH-017,Plant-B,LINE-9,Machine Stop,Alert,INFO,W-0052,Afternoon,Speed,19.89,578.46,195.1,149.3,NONE,Yes,HMI,SES-00445,Auto mode activated
LOG-0005810,2024-01-07 01:13:39,MCH-001,Plant-A,LINE-1,Machine Start,Process,WARNING,W-0163,Afternoon,N/A,198.02,627.03,260.4,293.6,A002,Yes,HMI,SES-00238,Sync successful
LOG-0005811,2024-01-07 01:15:15,MCH-045,Plant-A,LINE-6,Job Start,User,WARNING,W-0128,Night,Temperature,119.82,65.17,29.4,1234.9,A003,N/A,Drive,SES-00016,Threshold exceeded
LOG-0005812,2024-01-07 01:16:36,MCH-015,Plant-C,LINE-4,Error,System,INFO,W-0197,Morning,Temperature,110.16,908.96,411.2,553.9,NONE,Yes,Network,SES-00283,Auto mode activated
LOG-0005813,2024-01-07 01:18:05,MCH-012,Plant-C,LINE-8,Maintenance End,Alert,ERROR,W-0015,Afternoon,N/A,702.88,110.77,290.9,544.5,E002,N/A,Drive,SES-00234,Sync successful
LOG-0005814,2024-01-07 01:20:00,MCH-016,Plant-B,LINE-3,Maintenance Start,Operational,CRITICAL,W-0004,Morning,Pressure,301.8,6.95,201.5,340.9,NONE,N/A,HMI,SES-00466,Backup completed
LOG-0005815,2024-01-07 01:21:09,MCH-048,Plant-A,LINE-8,Alarm Triggered,User,INFO,W-0075,Afternoon,Flow,253.58,22.47,200.0,27.0,NONE,N/A,Actuator,SES-00057,Manual override
LOG-0005816,2024-01-07 01:22:40,MCH-038,Plant-A,LINE-6,Shift Change,System,WARNING,W-0132,Night,N/A,965.0,950.04,161.2,46.4,NONE,No,HMI,SES-00214,Setpoint changed
LOG-0005817,2024-01-07 01:24:14,MCH-019,Plant-C,LINE-5,Parameter Change,User,INFO,W-0067,Morning,Voltage,867.21,481.37,59.4,94.0,W001,No,Actuator,SES-00161,Calibration required
LOG-0005818,2024-01-07 01:25:33,MCH-018,Plant-C,LINE-2,Job Start,System,INFO,W-0001,Morning,Torque,269.26,626.21,83.6,147.9,NONE,Yes,SCADA,SES-00028,Connection timeout
LOG-0005819,2024-01-07 01:27:30,MCH-017,Plant-A,LINE-9,Logout,Operational,INFO,W-0074,Night,Speed,291.72,268.48,231.7,41.3,A005,No,Network,SES-00271,Backup completed
LOG-0005820,2024-01-07 01:28:59,MCH-048,Plant-A,LINE-3,Maintenance Start,User,INFO,W-0021,Afternoon,Pressure,499.91,287.42,46.3,538.9,A005,N/A,Actuator,SES-00413,Calibration required
LOG-0005821,2024-01-07 01:30:18,MCH-004,Plant-B,LINE-6,Info,Alert,DEBUG,W-0198,Night,Torque,687.79,33.62,57.0,327.8,E001,N/A,Network,SES-00498,Auto mode activated
LOG-0005822,2024-01-07 01:31:59,MCH-050,Plant-A,LINE-2,Machine Start,System,INFO,W-0137,Morning,Flow,250.43,279.52,392.7,92.0,A005,N/A,Database,SES-00057,Firmware update
LOG-0005823,2024-01-07 01:33:10,MCH-022,Plant-B,LINE-5,Alarm Cleared,Process,INFO,W-0071,Afternoon,Temperature,39.75,891.31,92.7,320.3,NONE,N/A,Network,SES-00240,Auto mode activated
LOG-0005824,2024-01-07 01:35:00,MCH-018,Plant-B,LINE-2,Logout,Operational,INFO,W-0180,Morning,Torque,439.56,513.88,110.6,223.4,NONE,N/A,Network,SES-00026,Calibration required
LOG-0005825,2024-01-07 01:36:27,MCH-033,Plant-B,LINE-6,Maintenance Start,Operational,ERROR,W-0083,Night,Torque,31.57,685.02,589.0,158.0,A003,N/A,HMI,SES-00105,Firmware update
LOG-0005826,2024-01-07 01:37:41,MCH-008,Plant-C,LINE-7,Login,Alert,WARNING,W-0177,Afternoon,N/A,450.61,486.14,136.1,4.8,NONE,Yes,Actuator,SES-00411,Auto mode activated
LOG-0005827,2024-01-07 01:39:08,MCH-027,Plant-B,LINE-4,Maintenance Start,Operational,WARNING,W-0053,Afternoon,Flow,548.78,578.21,81.6,505.5,E001,N/A,SCADA,SES-00349,Firmware update
LOG-0005828,2024-01-07 01:40:48,MCH-045,Plant-C,LINE-9,Login,User,ERROR,W-0139,Afternoon,Pressure,258.31,63.42,182.6,612.6,E001,N/A,Sensor,SES-00225,Calibration required
LOG-0005829,2024-01-07 01:42:24,MCH-034,Plant-C,LINE-6,Login,Alert,ERROR,W-0029,Afternoon,Temperature,576.14,866.7,225.7,29.1,NONE,N/A,Drive,SES-00203,Firmware update
LOG-0005830,2024-01-07 01:44:00,MCH-034,Plant-B,LINE-10,Maintenance End,User,INFO,W-0070,Morning,Voltage,906.96,977.36,430.1,507.7,E002,No,Actuator,SES-00035,Normal operation
LOG-0005831,2024-01-07 01:45:13,MCH-032,Plant-C,LINE-2,Maintenance End,Operational,WARNING,W-0050,Afternoon,Speed,68.72,646.95,268.6,544.9,E002,No,Drive,SES-00112,Firmware update
LOG-0005832,2024-01-07 01:46:47,MCH-021,Plant-C,LINE-2,Parameter Change,System,INFO,W-0016,Morning,Current,637.68,239.56,238.6,66.7,NONE,N/A,HMI,SES-00168,Connection timeout
LOG-0005833,2024-01-07 01:48:08,MCH-044,Plant-C,LINE-10,Login,Process,INFO,W-0159,Morning,Torque,922.65,887.27,7.6,13.0,A005,N/A,HMI,SES-00084,Calibration required
LOG-0005834,2024-01-07 01:49:45,MCH-012,Plant-C,LINE-6,Parameter Change,System,INFO,W-0117,Afternoon,Speed,422.21,313.71,219.0,78.8,A002,N/A,SCADA,SES-00148,Backup completed
LOG-0005835,2024-01-07 01:51:05,MCH-022,Plant-C,LINE-9,Login,System,ERROR,W-0138,Night,Pressure,116.34,666.73,56.7,241.3,NONE,N/A,Database,SES-00079,Sync successful
LOG-0005836,2024-01-07 01:52:44,MCH-026,Plant-A,LINE-1,Alarm Triggered,System,ERROR,W-0105,Morning,Pressure,343.56,726.53,79.5,221.6,NONE,N/A,Drive,SES-00283,Connection timeout
LOG-0005837,2024-01-07 01:54:21,MCH-005,Plant-C,LINE-6,Login,System,INFO,W-0154,Afternoon,N/A,688.07,709.01,12.0,1762.1,W001,Yes,Database,SES-00496,Setpoint changed
LOG-0005838,2024-01-07 01:55:42,MCH-020,Plant-C,LINE-7,Error,System,INFO,W-0073,Morning,N/A,570.84,41.03,229.7,147.6,NONE,N/A,Actuator,SES-00053,Threshold exceeded
LOG-0005839,2024-01-07 01:57:01,MCH-029,Plant-B,LINE-3,Machine Start,User,DEBUG,W-0037,Morning,Voltage,166.68,627.58,415.8,927.0,W002,Yes,Actuator,SES-00220,Normal operation
LOG-0005840,2024-01-07 01:58:38,MCH-036,Plant-C,LINE-6,Alarm Cleared,System,INFO,W-0068,Night,Voltage,191.7,452.73,109.7,461.7,NONE,N/A,Sensor,SES-00298,Connection timeout
LOG-0005841,2024-01-07 02:00:02,MCH-017,Plant-A,LINE-5,Logout,Operational,INFO,W-0154,Morning,Pressure,872.96,57.75,606.7,724.4,NONE,N/A,SCADA,SES-00453,Threshold exceeded
LOG-0005842,2024-01-07 02:01:59,MCH-012,Plant-B,LINE-4,Alarm Triggered,Alert,WARNING,W-0116,Night,Temperature,696.69,557.97,333.7,123.2,E001,Yes,Network,SES-00141,Setpoint changed
LOG-0005843,2024-01-07 02:03:23,MCH-021,Plant-A,LINE-4,Alarm Cleared,User,INFO,W-0153,Night,Temperature,991.27,476.09,30.9,250.1,E001,N/A,Network,SES-00169,Calibration required
LOG-0005844,2024-01-07 02:04:35,MCH-002,Plant-B,LINE-3,Login,System,INFO,W-0128,Morning,Pressure,897.35,85.43,495.4,362.0,NONE,Yes,PLC,SES-00124,Normal operation
LOG-0005845,2024-01-07 02:06:28,MCH-026,Plant-A,LINE-5,Shift Change,Operational,INFO,W-0130,Night,Torque,956.05,977.48,140.4,673.5,NONE,Yes,Drive,SES-00412,Calibration required
LOG-0005846,2024-01-07 02:07:47,MCH-018,Plant-B,LINE-1,Parameter Change,Process,INFO,W-0137,Afternoon,Temperature,711.9,737.43,900.6,307.2,NONE,Yes,Drive,SES-00360,Connection timeout
LOG-0005847,2024-01-07 02:09:02,MCH-034,Plant-C,LINE-1,Warning,User,INFO,W-0036,Morning,N/A,513.88,811.42,5.0,470.2,A002,Yes,HMI,SES-00364,Setpoint changed
LOG-0005848,2024-01-07 02:10:45,MCH-047,Plant-B,LINE-10,Logout,Process,INFO,W-0025,Afternoon,N/A,468.26,921.92,318.7,43.5,NONE,Yes,Database,SES-00279,Calibration required
LOG-0005849,2024-01-07 02:12:15,MCH-001,Plant-B,LINE-5,Maintenance End,System,INFO,W-0112,Morning,Pressure,770.26,988.94,103.5,372.3,E002,N/A,Database,SES-00133,Auto mode activated
LOG-0005850,2024-01-07 02:13:33,MCH-024,Plant-B,LINE-9,Info,Process,INFO,W-0178,Afternoon,Pressure,808.06,650.82,136.5,1048.1,NONE,N/A,Network,SES-00162,Threshold exceeded
LOG-0005851,2024-01-07 02:15:15,MCH-030,Plant-B,LINE-7,Logout,Operational,ERROR,W-0114,Night,Pressure,987.38,556.67,430.4,548.5,NONE,N/A,Actuator,SES-00176,Calibration required
LOG-0005852,2024-01-07 02:16:32,MCH-005,Plant-C,LINE-10,Machine Start,System,INFO,W-0083,Night,N/A,445.96,24.6,279.8,15.6,NONE,N/A,Database,SES-00153,Calibration required
LOG-0005853,2024-01-07 02:18:12,MCH-035,Plant-B,LINE-6,Job End,Process,INFO,W-0048,Night,Current,177.99,757.59,25.9,163.2,E001,N/A,Actuator,SES-00084,Calibration required
LOG-0005854,2024-01-07 02:19:48,MCH-002,Plant-A,LINE-1,Maintenance End,System,INFO,W-0082,Morning,Speed,808.54,492.59,410.0,216.5,W001,N/A,Actuator,SES-00326,Backup completed
LOG-0005855,2024-01-07 02:21:18,MCH-023,Plant-C,LINE-2,Maintenance Start,Process,INFO,W-0053,Night,N/A,781.72,210.53,126.0,83.0,E001,N/A,PLC,SES-00325,Auto mode activated
LOG-0005856,2024-01-07 02:22:56,MCH-009,Plant-A,LINE-4,Login,Operational,WARNING,W-0192,Afternoon,Pressure,200.88,547.75,113.9,90.7,NONE,N/A,Drive,SES-00416,Connection timeout
LOG-0005857,2024-01-07 02:24:26,MCH-030,Plant-A,LINE-9,Alarm Triggered,Alert,INFO,W-0112,Afternoon,Speed,868.58,59.67,204.6,68.3,NONE,Yes,Actuator,SES-00331,Normal operation
LOG-0005858,2024-01-07 02:25:39,MCH-002,Plant-C,LINE-8,Warning,System,DEBUG,W-0200,Night,Current,164.02,166.58,47.3,26.4,NONE,N/A,Drive,SES-00238,Normal operation
LOG-0005859,2024-01-07 02:27:08,MCH-013,Plant-B,LINE-4,Job End,Process,INFO,W-0168,Night,Pressure,895.03,209.74,92.2,190.4,NONE,Yes,HMI,SES-00069,Backup completed
LOG-0005860,2024-01-07 02:28:39,MCH-009,Plant-A,LINE-4,Job Start,Process,INFO,W-0095,Morning,Pressure,856.83,177.73,76.1,307.9,NONE,No,Sensor,SES-00143,Normal operation
LOG-0005861,2024-01-07 02:30:05,MCH-035,Plant-C,LINE-2,Maintenance End,Alert,DEBUG,W-0051,Night,Speed,436.3,497.1,333.3,567.0,NONE,Yes,Database,SES-00140,Connection timeout
LOG-0005862,2024-01-07 02:31:50,MCH-020,Plant-C,LINE-6,Logout,User,ERROR,W-0077,Morning,Temperature,9.94,594.76,12.7,117.1,NONE,Yes,PLC,SES-00328,Connection timeout
LOG-0005863,2024-01-07 02:33:30,MCH-017,Plant-B,LINE-8,Maintenance End,Process,INFO,W-0076,Morning,Flow,677.24,692.32,310.7,491.0,A005,N/A,SCADA,SES-00444,Connection timeout
LOG-0005864,2024-01-07 02:34:47,MCH-046,Plant-C,LINE-9,Maintenance End,Operational,INFO,W-0073,Night,Flow,316.27,910.7,16.7,213.3,A004,N/A,Actuator,SES-00225,Normal operation
LOG-0005865,2024-01-07 02:36:06,MCH-021,Plant-B,LINE-5,Maintenance Start,System,INFO,W-0110,Morning,N/A,619.79,455.61,189.6,196.0,A003,N/A,Actuator,SES-00178,Connection timeout
LOG-0005866,2024-01-07 02:37:48,MCH-040,Plant-B,LINE-5,Machine Stop,Operational,DEBUG,W-0163,Morning,Voltage,885.71,621.88,50.5,35.2,NONE,N/A,Network,SES-00389,Backup completed
LOG-0005867,2024-01-07 02:39:12,MCH-026,Plant-A,LINE-5,Parameter Change,Operational,INFO,W-0051,Morning,Pressure,631.41,419.25,37.4,293.0,NONE,Yes,Actuator,SES-00104,Normal operation
LOG-0005868,2024-01-07 02:40:36,MCH-038,Plant-C,LINE-7,Warning,Operational,WARNING,W-0015,Afternoon,Current,568.02,140.84,99.6,676.3,NONE,N/A,PLC,SES-00406,Firmware update
LOG-0005869,2024-01-07 02:42:30,MCH-041,Plant-C,LINE-7,Login,Alert,INFO,W-0068,Afternoon,Current,742.7,308.45,10.3,446.7,A005,N/A,SCADA,SES-00318,Firmware update
LOG-0005870,2024-01-07 02:43:56,MCH-020,Plant-B,LINE-4,Job End,Alert,INFO,W-0030,Afternoon,Speed,611.07,763.65,592.8,181.5,E002,N/A,Database,SES-00429,Setpoint changed
LOG-0005871,2024-01-07 02:45:05,MCH-032,Plant-A,LINE-7,Info,Alert,WARNING,W-0015,Morning,Current,595.08,248.39,520.2,47.9,NONE,N/A,HMI,SES-00322,Connection timeout
LOG-0005872,2024-01-07 02:46:38,MCH-018,Plant-B,LINE-8,Maintenance Start,Operational,CRITICAL,W-0154,Afternoon,Speed,775.89,268.62,5.7,80.6,NONE,N/A,Sensor,SES-00284,Firmware update
LOG-0005873,2024-01-07 02:48:15,MCH-004,Plant-B,LINE-2,Alarm Cleared,Alert,INFO,W-0026,Night,Voltage,795.58,238.48,292.8,645.2,NONE,Yes,Database,SES-00230,Manual override
LOG-0005874,2024-01-07 02:49:31,MCH-031,Plant-A,LINE-5,Warning,Operational,DEBUG,W-0115,Night,Pressure,374.92,239.39,285.2,173.2,NONE,N/A,HMI,SES-00323,Backup completed
LOG-0005875,2024-01-07 02:51:28,MCH-046,Plant-C,LINE-8,Machine Stop,Process,INFO,W-0015,Morning,Temperature,542.99,397.71,30.1,311.6,W001,N/A,PLC,SES-00332,Manual override
LOG-0005876,2024-01-07 02:52:30,MCH-019,Plant-A,LINE-2,Job End,System,INFO,W-0133,Afternoon,Flow,912.12,462.68,200.1,658.1,W001,N/A,Network,SES-00299,Normal operation
LOG-0005877,2024-01-07 02:54:09,MCH-015,Plant-B,LINE-10,Parameter Change,Process,INFO,W-0174,Afternoon,Pressure,559.02,604.64,875.3,1192.7,W002,N/A,Drive,SES-00353,Backup completed
LOG-0005878,2024-01-07 02:55:35,MCH-001,Plant-C,LINE-9,Logout,System,WARNING,W-0159,Afternoon,Speed,128.26,936.84,134.1,1060.0,E001,N/A,Sensor,SES-00381,Auto mode activated
LOG-0005879,2024-01-07 02:57:18,MCH-029,Plant-C,LINE-4,Shift Change,Process,INFO,W-0002,Night,Current,131.29,650.03,5.3,1.9,NONE,Yes,HMI,SES-00069,Sync successful
LOG-0005880,2024-01-07 02:58:51,MCH-008,Plant-B,LINE-4,Machine Stop,Process,ERROR,W-0162,Night,Current,76.79,18.6,11.1,222.9,E002,Yes,Actuator,SES-00339,Normal operation
LOG-0005881,2024-01-07 03:00:21,MCH-002,Plant-B,LINE-8,Job Start,Alert,ERROR,W-0074,Morning,Voltage,91.21,918.94,27.3,235.7,NONE,Yes,Network,SES-00018,Threshold exceeded
LOG-0005882,2024-01-07 03:02:00,MCH-023,Plant-C,LINE-6,Login,Alert,INFO,W-0050,Afternoon,Pressure,17.46,446.63,86.6,13.3,A001,N/A,Network,SES-00046,Setpoint changed
LOG-0005883,2024-01-07 03:03:11,MCH-027,Plant-A,LINE-9,Login,System,INFO,W-0034,Night,Speed,403.44,461.44,247.6,193.9,NONE,Yes,HMI,SES-00145,Calibration required
LOG-0005884,2024-01-07 03:05:00,MCH-025,Plant-C,LINE-10,Error,User,INFO,W-0117,Morning,Pressure,32.24,95.78,5.0,235.6,NONE,N/A,HMI,SES-00455,Connection timeout
LOG-0005885,2024-01-07 03:06:10,MCH-014,Plant-B,LINE-1,Alarm Triggered,User,INFO,W-0011,Night,Voltage,12.56,644.75,111.7,216.1,NONE,N/A,Actuator,SES-00499,Threshold exceeded
LOG-0005886,2024-01-07 03:08:00,MCH-036,Plant-A,LINE-9,Shift Change,Alert,INFO,W-0163,Night,Current,332.95,961.31,51.6,37.5,NONE,N/A,Drive,SES-00266,Auto mode activated
LOG-0005887,2024-01-07 03:09:23,MCH-009,Plant-B,LINE-10,Shift Change,Process,INFO,W-0131,Morning,Temperature,758.91,592.63,167.2,627.6,NONE,Yes,PLC,SES-00076,Connection timeout
LOG-0005888,2024-01-07 03:10:52,MCH-002,Plant-A,LINE-8,Error,User,INFO,W-0191,Afternoon,N/A,324.08,200.29,235.5,537.9,E002,Yes,HMI,SES-00460,Auto mode activated
LOG-0005889,2024-01-07 03:12:08,MCH-037,Plant-C,LINE-1,Alarm Cleared,Operational,INFO,W-0039,Afternoon,N/A,882.6,598.69,127.1,288.1,A003,Yes,Sensor,SES-00314,Auto mode activated
LOG-0005890,2024-01-07 03:13:45,MCH-007,Plant-B,LINE-6,Error,Operational,DEBUG,W-0155,Afternoon,Current,470.47,548.46,344.0,278.4,NONE,N/A,Drive,SES-00086,Sync successful
LOG-0005891,2024-01-07 03:15:30,MCH-007,Plant-B,LINE-1,Machine Stop,Operational,WARNING,W-0033,Morning,Torque,339.95,525.38,301.6,17.7,NONE,N/A,HMI,SES-00102,Calibration required
LOG-0005892,2024-01-07 03:16:33,MCH-039,Plant-B,LINE-7,Error,System,INFO,W-0123,Morning,Torque,79.69,786.56,31.7,200.8,E001,N/A,Sensor,SES-00495,Connection timeout
LOG-0005893,2024-01-07 03:18:05,MCH-018,Plant-C,LINE-1,Alarm Cleared,Alert,INFO,W-0192,Afternoon,Temperature,109.03,669.36,59.7,131.7,NONE,Yes,HMI,SES-00248,Normal operation
LOG-0005894,2024-01-07 03:19:31,MCH-007,Plant-C,LINE-6,Alarm Cleared,System,DEBUG,W-0079,Afternoon,Current,957.69,177.27,290.2,7.1,NONE,No,Drive,SES-00313,Firmware update
LOG-0005895,2024-01-07 03:21:01,MCH-044,Plant-B,LINE-4,Maintenance Start,System,INFO,W-0101,Afternoon,N/A,946.61,266.19,402.0,26.9,A003,N/A,PLC,SES-00426,Normal operation
LOG-0005896,2024-01-07 03:22:44,MCH-037,Plant-B,LINE-9,Login,Alert,INFO,W-0183,Night,Current,306.23,82.81,68.4,336.5,NONE,N/A,Network,SES-00408,Manual override
LOG-0005897,2024-01-07 03:24:07,MCH-023,Plant-C,LINE-5,Job End,User,INFO,W-0064,Afternoon,Speed,469.19,925.68,5.5,47.8,NONE,N/A,Sensor,SES-00093,Setpoint changed
LOG-0005898,2024-01-07 03:26:00,MCH-037,Plant-B,LINE-9,Machine Stop,System,INFO,W-0068,Night,Pressure,17.06,406.83,264.4,162.6,A003,N/A,HMI,SES-00188,Connection timeout
LOG-0005899,2024-01-07 03:27:02,MCH-013,Plant-B,LINE-5,Alarm Cleared,Alert,INFO,W-0061,Afternoon,Flow,329.07,712.42,123.7,95.3,NONE,Yes,Actuator,SES-00347,Sync successful
LOG-0005900,2024-01-07 03:28:42,MCH-019,Plant-B,LINE-9,Job End,System,INFO,W-0017,Afternoon,Current,45.82,381.12,55.2,336.6,NONE,N/A,SCADA,SES-00294,Backup completed
LOG-0005901,2024-01-07 03:30:17,MCH-022,Plant-B,LINE-2,Alarm Triggered,Alert,INFO,W-0173,Morning,Speed,884.04,770.46,80.3,356.7,NONE,Yes,Network,SES-00375,Sync successful
LOG-0005902,2024-01-07 03:31:31,MCH-019,Plant-C,LINE-5,Alarm Cleared,User,INFO,W-0085,Night,Speed,754.27,574.0,420.0,225.0,NONE,N/A,HMI,SES-00449,Normal operation
LOG-0005903,2024-01-07 03:33:17,MCH-047,Plant-B,LINE-3,Job End,Alert,INFO,W-0053,Night,Pressure,583.8,690.01,42.5,736.3,NONE,Yes,Database,SES-00346,Threshold exceeded
LOG-0005904,2024-01-07 03:34:31,MCH-004,Plant-B,LINE-1,Job End,Alert,WARNING,W-0110,Night,Voltage,335.97,176.91,14.2,413.2,NONE,No,HMI,SES-00308,Calibration required
LOG-0005905,2024-01-07 03:36:12,MCH-003,Plant-B,LINE-1,Maintenance End,Process,ERROR,W-0034,Morning,Flow,579.02,539.51,98.8,4.8,W001,N/A,Sensor,SES-00196,Calibration required
LOG-0005906,2024-01-07 03:37:55,MCH-050,Plant-B,LINE-1,Alarm Triggered,Process,INFO,W-0063,Afternoon,Speed,122.31,960.56,9.9,188.7,NONE,Yes,Network,SES-00274,Setpoint changed
LOG-0005907,2024-01-07 03:39:17,MCH-038,Plant-B,LINE-3,Maintenance Start,Alert,CRITICAL,W-0050,Morning,Flow,727.24,499.14,156.5,33.7,NONE,N/A,Actuator,SES-00211,Auto mode activated
LOG-0005908,2024-01-07 03:40:35,MCH-037,Plant-B,LINE-8,Maintenance End,System,INFO,W-0064,Afternoon,Temperature,957.61,22.94,149.5,83.1,NONE,Yes,Network,SES-00498,Manual override
LOG-0005909,2024-01-07 03:42:08,MCH-035,Plant-C,LINE-2,Alarm Triggered,Process,INFO,W-0196,Afternoon,Speed,736.59,118.88,15.5,230.6,NONE,Yes,Network,SES-00342,Setpoint changed
LOG-0005910,2024-01-07 03:43:34,MCH-006,Plant-B,LINE-3,Job Start,Process,INFO,W-0003,Afternoon,Torque,632.97,698.0,5.0,311.2,A005,N/A,Drive,SES-00165,Connection timeout
LOG-0005911,2024-01-07 03:45:07,MCH-019,Plant-A,LINE-8,Warning,User,INFO,W-0171,Morning,Temperature,864.6,34.66,84.2,261.0,NONE,Yes,Sensor,SES-00005,Backup completed
LOG-0005912,2024-01-07 03:46:49,MCH-049,Plant-C,LINE-9,Alarm Triggered,Alert,INFO,W-0119,Afternoon,Torque,619.29,514.5,81.9,900.9,A001,Yes,Actuator,SES-00195,Threshold exceeded
LOG-0005913,2024-01-07 03:48:20,MCH-009,Plant-C,LINE-5,Error,User,INFO,W-0036,Night,N/A,425.92,336.54,322.7,454.0,NONE,Yes,Sensor,SES-00214,Connection timeout
LOG-0005914,2024-01-07 03:49:49,MCH-050,Plant-A,LINE-7,Warning,System,INFO,W-0032,Morning,Current,463.96,290.96,624.9,7.7,W001,Yes,PLC,SES-00014,Backup completed
LOG-0005915,2024-01-07 03:51:15,MCH-036,Plant-A,LINE-3,Parameter Change,Operational,CRITICAL,W-0128,Afternoon,Flow,411.05,260.93,125.9,123.5,W001,N/A,Network,SES-00062,Setpoint changed
LOG-0005916,2024-01-07 03:52:50,MCH-043,Plant-C,LINE-7,Login,System,INFO,W-0042,Morning,Speed,630.41,961.43,355.7,235.8,NONE,N/A,Actuator,SES-00438,Calibration required
LOG-0005917,2024-01-07 03:54:14,MCH-042,Plant-C,LINE-4,Error,System,WARNING,W-0034,Morning,N/A,813.01,622.43,5.0,655.4,NONE,N/A,PLC,SES-00474,Threshold exceeded
LOG-0005918,2024-01-07 03:55:42,MCH-046,Plant-B,LINE-8,Job Start,Alert,WARNING,W-0035,Afternoon,Speed,638.94,55.17,198.8,70.4,NONE,Yes,Actuator,SES-00044,Setpoint changed
LOG-0005919,2024-01-07 03:57:22,MCH-029,Plant-C,LINE-7,Job Start,System,INFO,W-0137,Morning,N/A,434.5,154.43,76.6,35.2,NONE,No,Sensor,SES-00206,Setpoint changed
LOG-0005920,2024-01-07 03:58:45,MCH-044,Plant-B,LINE-7,Maintenance End,User,INFO,W-0120,Morning,Temperature,11.15,72.93,122.0,119.6,E002,Yes,HMI,SES-00177,Firmware update
LOG-0005921,2024-01-07 04:00:30,MCH-040,Plant-A,LINE-10,Login,System,WARNING,W-0101,Afternoon,N/A,83.49,600.04,58.4,25.2,E001,Yes,Network,SES-00173,Backup completed
LOG-0005922,2024-01-07 04:01:40,MCH-024,Plant-B,LINE-7,Info,System,INFO,W-0030,Morning,Speed,706.36,35.82,290.1,351.2,NONE,Yes,HMI,SES-00270,Connection timeout
LOG-0005923,2024-01-07 04:03:06,MCH-030,Plant-C,LINE-7,Machine Start,Process,INFO,W-0068,Night,Temperature,878.79,915.33,138.7,78.8,NONE,Yes,Actuator,SES-00479,Auto mode activated
LOG-0005924,2024-01-07 04:04:34,MCH-007,Plant-C,LINE-2,Job Start,Alert,INFO,W-0173,Afternoon,Temperature,24.3,189.31,801.0,601.2,W001,N/A,HMI,SES-00482,Backup completed
LOG-0005925,2024-01-07 04:06:30,MCH-006,Plant-B,LINE-4,Alarm Cleared,System,WARNING,W-0111,Afternoon,N/A,60.0,505.42,59.2,178.8,NONE,Yes,Actuator,SES-00205,Connection timeout
LOG-0005926,2024-01-07 04:07:49,MCH-029,Plant-C,LINE-6,Machine Stop,System,INFO,W-0130,Night,Pressure,734.22,691.54,104.1,357.9,NONE,No,Actuator,SES-00182,Firmware update
LOG-0005927,2024-01-07 04:09:18,MCH-003,Plant-C,LINE-1,Parameter Change,Operational,INFO,W-0025,Night,Voltage,730.31,479.15,318.7,465.1,NONE,Yes,PLC,SES-00049,Connection timeout
LOG-0005928,2024-01-07 04:10:48,MCH-023,Plant-C,LINE-8,Error,Operational,ERROR,W-0146,Morning,Flow,149.94,109.21,213.3,200.3,NONE,N/A,SCADA,SES-00042,Firmware update
LOG-0005929,2024-01-07 04:12:17,MCH-019,Plant-A,LINE-4,Job End,Alert,DEBUG,W-0138,Afternoon,Voltage,690.55,476.92,224.5,82.5,A004,Yes,Actuator,SES-00178,Calibration required
LOG-0005930,2024-01-07 04:13:37,MCH-032,Plant-B,LINE-5,Machine Start,Alert,INFO,W-0163,Afternoon,Voltage,301.81,884.04,133.2,253.2,NONE,Yes,HMI,SES-00500,Threshold exceeded
LOG-0005931,2024-01-07 04:15:18,MCH-031,Plant-A,LINE-9,Parameter Change,User,ERROR,W-0200,Night,Temperature,759.5,721.97,71.9,237.0,NONE,Yes,Database,SES-00468,Connection timeout
LOG-0005932,2024-01-07 04:16:33,MCH-048,Plant-B,LINE-3,Parameter Change,Process,WARNING,W-0020,Night,Temperature,595.34,55.16,131.2,565.9,A001,N/A,SCADA,SES-00015,Auto mode activated
LOG-0005933,2024-01-07 04:18:17,MCH-025,Plant-A,LINE-9,Alarm Triggered,Alert,DEBUG,W-0031,Night,Flow,817.84,447.34,83.8,228.0,NONE,Yes,Network,SES-00122,Setpoint changed
LOG-0005934,2024-01-07 04:19:45,MCH-001,Plant-C,LINE-2,Parameter Change,Alert,INFO,W-0193,Afternoon,N/A,683.23,39.9,72.5,15.7,W001,Yes,Drive,SES-00166,Calibration required
LOG-0005935,2024-01-07 04:21:22,MCH-041,Plant-A,LINE-4,Maintenance End,Operational,ERROR,W-0112,Morning,Torque,760.69,601.49,51.3,102.3,A004,N/A,Database,SES-00187,Firmware update
LOG-0005936,2024-01-07 04:22:40,MCH-008,Plant-C,LINE-5,Logout,System,WARNING,W-0163,Night,Temperature,922.48,141.12,42.3,984.7,NONE,No,PLC,SES-00190,Manual override
