production_id,date,shift,plant,production_line,machine_id,product_id,planned_units,actual_units,defective_units,scrap_units,cycle_time_sec,oee_pct,availability_pct,performance_pct,quality_pct,raw_material_used_kg,batch_id,operator_id,stoppage_minutes
PRD-005782,2024-12-10,Night,Plant-C,LINE-5,MCH-050,PROD-009,1313,1148,30,17,33.7,70.74,89.64,85.33,97.53,497.96,BATCH-0005782,W-0029,28.1
PRD-005783,2024-01-28,Morning,Plant-B,LINE-7,MCH-024,PROD-010,1647,1961,52,23,64.83,75.03,97.77,79.62,98.26,413.36,BATCH-0005783,W-0035,8.0
PRD-005784,2024-08-03,Morning,Plant-A,LINE-6,MCH-050,PROD-009,811,1298,93,6,26.42,85.55,100.0,83.91,94.22,487.19,BATCH-0005784,W-0098,5.0
PRD-005785,2024-03-05,Night,Plant-C,LINE-10,MCH-027,PROD-008,821,1675,63,33,45.53,69.61,88.96,92.43,95.86,468.65,BATCH-0005785,W-0198,1.1
PRD-005786,2024-08-17,Night,Plant-A,LINE-1,MCH-001,PROD-024,1273,471,70,45,48.65,81.12,94.48,82.35,98.56,522.87,BATCH-0005786,W-0034,13.4
PRD-005787,2024-08-01,Morning,Plant-B,LINE-4,MCH-021,PROD-004,563,2092,58,5,57.71,77.03,75.48,82.37,97.67,447.14,BATCH-0005787,W-0113,12.8
PRD-005788,2024-12-30,Afternoon,Plant-C,LINE-1,MCH-006,PROD-006,581,1179,85,39,58.23,69.09,86.0,100.0,96.44,477.46,BATCH-0005788,W-0107,19.2
PRD-005789,2024-09-09,Morning,Plant-B,LINE-1,MCH-038,PROD-025,792,1258,53,48,51.55,62.9,87.54,94.93,99.51,489.12,BATCH-0005789,W-0018,13.1
PRD-005790,2024-04-01,Afternoon,Plant-C,LINE-3,MCH-032,PROD-024,618,678,52,36,52.68,87.96,88.81,91.84,97.53,504.32,BATCH-0005790,W-0031,54.0
PRD-005791,2024-11-01,Morning,Plant-A,LINE-1,MCH-050,PROD-007,736,536,54,45,46.7,60.57,81.91,90.7,93.25,572.97,BATCH-0005791,W-0142,0.5
PRD-005792,2024-04-28,Afternoon,Plant-A,LINE-1,MCH-006,PROD-020,1493,798,14,1,41.2,79.56,87.48,100.0,98.06,547.48,BATCH-0005792,W-0015,4.7
PRD-005793,2024-06-12,Afternoon,Plant-A,LINE-5,MCH-049,PROD-019,1008,1456,63,40,50.1,64.31,92.58,94.23,96.42,515.03,BATCH-0005793,W-0077,9.4
PRD-005794,2024-12-25,Morning,Plant-B,LINE-10,MCH-044,PROD-014,1491,1054,16,35,59.89,88.03,97.49,88.52,96.74,486.05,BATCH-0005794,W-0102,3.7
PRD-005795,2024-01-12,Morning,Plant-A,LINE-6,MCH-013,PROD-023,1259,1447,76,27,60.63,61.44,92.47,98.26,94.91,323.78,BATCH-0005795,W-0164,1.3
PRD-005796,2024-11-10,Night,Plant-C,LINE-1,MCH-007,PROD-008,1996,1207,81,0,26.77,86.41,86.09,82.31,95.5,643.47,BATCH-0005796,W-0115,5.9
PRD-005797,2024-08-13,Afternoon,Plant-A,LINE-6,MCH-044,PROD-011,1570,1368,9,3,51.38,72.56,90.38,96.89,95.94,480.61,BATCH-0005797,W-0044,46.9
PRD-005798,2024-10-26,Night,Plant-C,LINE-3,MCH-048,PROD-010,903,1655,72,11,52.21,72.69,88.65,80.71,99.87,409.19,BATCH-0005798,W-0106,6.4
PRD-005799,2024-04-20,Night,Plant-B,LINE-10,MCH-039,PROD-003,1132,1034,85,24,24.13,74.22,88.91,87.47,96.84,556.17,BATCH-0005799,W-0163,4.1
PRD-005800,2024-05-11,Afternoon,Plant-C,LINE-7,MCH-020,PROD-013,1577,2067,28,18,66.27,95.32,88.81,90.63,96.24,462.53,BATCH-0005800,W-0126,3.3
PRD-005801,2024-12-16,Morning,Plant-A,LINE-2,MCH-037,PROD-002,1156,1896,67,18,35.97,78.96,96.02,90.97,94.44,717.74,BATCH-0005801,W-0163,4.5
PRD-005802,2024-05-17,Night,Plant-A,LINE-10,MCH-038,PROD-016,1508,1117,17,48,61.4,83.5,81.76,74.34,100.0,511.01,BATCH-0005802,W-0017,4.2
PRD-005803,2024-03-11,Night,Plant-A,LINE-8,MCH-025,PROD-018,1117,439,23,29,27.1,87.09,95.54,93.05,97.52,541.41,BATCH-0005803,W-0084,3.0
PRD-005804,2024-02-07,Night,Plant-A,LINE-4,MCH-023,PROD-011,640,1146,36,19,56.32,70.31,87.37,89.08,94.07,477.53,BATCH-0005804,W-0149,9.8
PRD-005805,2024-03-08,Morning,Plant-A,LINE-5,MCH-042,PROD-006,1038,1050,25,25,34.42,88.39,92.09,91.18,97.55,405.48,BATCH-0005805,W-0076,16.7
PRD-005806,2024-10-21,Morning,Plant-C,LINE-2,MCH-044,PROD-004,557,458,8,29,32.84,81.79,93.14,94.19,94.58,462.37,BATCH-0005806,W-0012,7.5
PRD-005807,2024-02-26,Night,Plant-B,LINE-10,MCH-029,PROD-007,943,603,61,2,43.99,83.43,87.57,68.59,95.98,491.68,BATCH-0005807,W-0032,3.0
PRD-005808,2024-06-03,Morning,Plant-A,LINE-1,MCH-034,PROD-008,1670,1884,2,10,41.5,62.65,88.12,94.22,95.69,534.72,BATCH-0005808,W-0200,13.8
PRD-005809,2024-08-11,Afternoon,Plant-C,LINE-5,MCH-002,PROD-023,811,479,43,11,23.66,74.64,79.82,93.21,97.77,558.94,BATCH-0005809,W-0086,2.2
PRD-005810,2024-12-02,Night,Plant-A,LINE-5,MCH-047,PROD-024,1902,816,58,4,41.57,72.6,85.8,82.84,97.28,609.39,BATCH-0005810,W-0151,4.9
PRD-005811,2024-07-09,Afternoon,Plant-A,LINE-1,MCH-007,PROD-011,693,844,85,42,54.28,94.39,88.75,92.8,93.71,209.77,BATCH-0005811,W-0146,18.6
PRD-005812,2024-01-03,Night,Plant-A,LINE-7,MCH-050,PROD-016,538,780,63,26,61.19,69.7,89.93,82.05,99.76,489.17,BATCH-0005812,W-0177,7.0
PRD-005813,2024-04-05,Afternoon,Plant-C,LINE-9,MCH-011,PROD-008,1803,1640,80,35,50.5,87.21,95.52,81.15,98.81,712.84,BATCH-0005813,W-0092,12.8
PRD-005814,2024-03-16,Afternoon,Plant-A,LINE-5,MCH-040,PROD-006,532,1477,90,35,47.21,71.65,95.72,84.53,97.72,421.0,BATCH-0005814,W-0178,10.7
PRD-005815,2024-04-10,Night,Plant-C,LINE-9,MCH-045,PROD-003,1699,821,11,10,23.9,76.12,85.64,91.34,94.36,627.78,BATCH-0005815,W-0178,12.8
PRD-005816,2024-05-29,Night,Plant-C,LINE-5,MCH-049,PROD-006,1985,1189,38,38,46.4,82.59,92.28,83.35,99.11,325.46,BATCH-0005816,W-0010,0.1
PRD-005817,2024-09-09,Night,Plant-B,LINE-5,MCH-025,PROD-017,874,1112,80,32,42.08,80.2,86.57,85.12,96.06,462.91,BATCH-0005817,W-0096,11.2
PRD-005818,2024-08-24,Morning,Plant-C,LINE-5,MCH-042,PROD-005,1978,1095,93,31,33.04,68.66,97.14,91.42,100.0,364.16,BATCH-0005818,W-0192,3.4
PRD-005819,2024-10-08,Afternoon,Plant-C,LINE-7,MCH-011,PROD-008,883,986,22,44,39.25,73.29,93.9,91.36,98.43,543.75,BATCH-0005819,W-0133,1.8
PRD-005820,2024-12-19,Afternoon,Plant-C,LINE-7,MCH-014,PROD-018,839,401,59,28,42.03,80.35,90.81,78.92,96.75,567.38,BATCH-0005820,W-0101,6.1
PRD-005821,2024-12-24,Afternoon,Plant-A,LINE-10,MCH-033,PROD-013,1094,793,34,39,39.61,86.61,90.1,97.95,93.79,288.68,BATCH-0005821,W-0063,0.6
PRD-005822,2024-12-08,Morning,Plant-B,LINE-5,MCH-031,PROD-008,1895,916,83,23,44.32,67.48,86.69,90.87,100.0,703.11,BATCH-0005822,W-0190,60.7
PRD-005823,2024-12-23,Morning,Plant-C,LINE-2,MCH-019,PROD-011,554,898,27,49,36.04,71.14,80.54,69.66,95.89,533.33,BATCH-0005823,W-0157,10.2
PRD-005824,2024-01-04,Night,Plant-A,LINE-6,MCH-037,PROD-004,729,871,72,24,30.74,71.79,88.5,78.66,96.97,536.82,BATCH-0005824,W-0195,6.2
PRD-005825,2024-05-26,Afternoon,Plant-C,LINE-7,MCH-008,PROD-022,742,983,9,13,40.75,69.48,83.19,81.92,96.79,385.0,BATCH-0005825,W-0144,29.7
PRD-005826,2024-06-25,Morning,Plant-C,LINE-6,MCH-045,PROD-007,1660,1081,79,2,35.04,82.79,80.81,80.83,97.32,467.6,BATCH-0005826,W-0094,2.9
PRD-005827,2024-09-09,Afternoon,Plant-B,LINE-10,MCH-045,PROD-020,610,1329,19,29,60.25,95.02,87.77,90.25,95.91,379.88,BATCH-0005827,W-0195,10.1
PRD-005828,2024-10-17,Night,Plant-B,LINE-3,MCH-045,PROD-010,1956,807,13,34,42.03,76.02,93.33,92.49,99.74,392.79,BATCH-0005828,W-0094,16.5
PRD-005829,2024-08-25,Night,Plant-B,LINE-4,MCH-007,PROD-024,1732,1663,69,25,53.2,83.99,93.75,87.04,95.98,711.83,BATCH-0005829,W-0151,8.2
PRD-005830,2024-03-11,Morning,Plant-A,LINE-3,MCH-022,PROD-002,1963,2075,39,17,38.6,67.8,94.8,97.83,97.44,644.24,BATCH-0005830,W-0040,12.0
PRD-005831,2024-07-10,Night,Plant-C,LINE-6,MCH-043,PROD-008,1381,1987,66,12,51.89,80.36,81.87,91.12,98.92,377.0,BATCH-0005831,W-0011,9.1
PRD-005832,2024-02-29,Morning,Plant-A,LINE-2,MCH-015,PROD-015,1979,703,82,16,51.46,69.85,92.14,88.57,97.74,557.05,BATCH-0005832,W-0161,3.3
PRD-005833,2024-09-23,Afternoon,Plant-A,LINE-5,MCH-001,PROD-012,1229,1031,11,13,47.29,84.09,92.31,79.26,96.29,432.2,BATCH-0005833,W-0165,22.0
PRD-005834,2024-05-29,Morning,Plant-C,LINE-7,MCH-017,PROD-016,1676,1108,9,33,64.19,71.67,92.9,81.69,98.44,484.82,BATCH-0005834,W-0047,0.2
PRD-005835,2024-12-23,Night,Plant-C,LINE-7,MCH-008,PROD-012,1377,1058,61,25,49.53,95.06,85.03,89.67,96.73,508.42,BATCH-0005835,W-0158,10.4
PRD-005836,2024-12-01,Afternoon,Plant-B,LINE-7,MCH-039,PROD-017,1968,1281,83,28,38.71,88.89,83.13,92.25,95.56,445.51,BATCH-0005836,W-0073,1.3
PRD-005837,2024-01-27,Afternoon,Plant-C,LINE-3,MCH-043,PROD-001,545,2012,32,12,48.04,75.44,95.24,95.4,93.61,666.75,BATCH-0005837,W-0176,17.0
PRD-005838,2024-08-22,Morning,Plant-B,LINE-4,MCH-008,PROD-015,1765,1330,6,33,46.68,81.12,91.54,93.87,97.44,517.29,BATCH-0005838,W-0073,5.1
PRD-005839,2024-01-13,Night,Plant-A,LINE-9,MCH-002,PROD-020,1316,1559,24,0,52.13,71.14,92.95,85.1,99.38,373.53,BATCH-0005839,W-0059,31.9
PRD-005840,2024-04-14,Night,Plant-C,LINE-4,MCH-016,PROD-020,1458,1164,66,20,39.59,91.35,95.28,84.12,97.53,368.52,BATCH-0005840,W-0166,1.9
PRD-005841,2024-04-27,Night,Plant-C,LINE-2,MCH-006,PROD-022,1551,1115,99,34,32.22,69.03,86.2,77.55,97.02,727.64,BATCH-0005841,W-0006,1.6
PRD-005842,2024-11-28,Afternoon,Plant-A,LINE-9,MCH-009,PROD-008,1225,1252,75,45,33.34,74.53,89.4,73.17,97.6,498.92,BATCH-0005842,W-0047,2.7
PRD-005843,2024-11-08,Night,Plant-C,LINE-5,MCH-047,PROD-025,675,1088,36,43,42.74,78.72,93.98,92.71,92.27,447.26,BATCH-0005843,W-0128,20.5
PRD-005844,2024-09-28,Morning,Plant-C,LINE-9,MCH-023,PROD-005,1962,1131,82,32,57.83,93.22,89.38,90.36,96.42,523.55,BATCH-0005844,W-0107,20.1
PRD-005845,2024-03-09,Afternoon,Plant-A,LINE-3,MCH-023,PROD-015,1729,1371,9,23,53.84,79.35,90.67,79.14,95.73,532.91,BATCH-0005845,W-0141,6.4
PRD-005846,2024-02-17,Night,Plant-A,LINE-4,MCH-035,PROD-018,962,916,8,11,38.8,77.82,94.86,92.01,97.4,529.55,BATCH-0005846,W-0051,28.5
PRD-005847,2024-05-29,Afternoon,Plant-B,LINE-2,MCH-041,PROD-013,703,1656,31,22,38.84,83.22,100.0,87.0,96.18,672.75,BATCH-0005847,W-0049,13.2
PRD-005848,2024-08-19,Night,Plant-B,LINE-9,MCH-045,PROD-012,955,1034,33,35,37.35,86.49,91.87,95.11,98.07,208.27,BATCH-0005848,W-0193,8.6
PRD-005849,2024-10-11,Morning,Plant-B,LINE-10,MCH-025,PROD-005,1261,668,31,36,68.95,87.26,96.52,80.18,96.52,487.59,BATCH-0005849,W-0098,0.6
PRD-005850,2024-12-14,Afternoon,Plant-B,LINE-1,MCH-036,PROD-004,967,576,11,46,25.93,86.33,91.91,95.52,96.28,468.89,BATCH-0005850,W-0047,3.2
PRD-005851,2024-03-14,Morning,Plant-B,LINE-3,MCH-023,PROD-008,1105,969,1,9,48.81,75.26,95.75,88.37,95.7,658.63,BATCH-0005851,W-0139,9.0
PRD-005852,2024-05-04,Morning,Plant-C,LINE-3,MCH-005,PROD-020,1983,1468,90,3,38.94,82.18,93.47,95.74,93.14,556.37,BATCH-0005852,W-0118,1.2
PRD-005853,2024-04-08,Morning,Plant-C,LINE-5,MCH-042,PROD-005,1075,1391,66,47,32.58,100.0,85.33,98.34,98.76,400.3,BATCH-0005853,W-0066,22.8
PRD-005854,2024-08-15,Afternoon,Plant-C,LINE-2,MCH-050,PROD-025,1944,1632,54,16,33.88,83.3,82.96,100.0,97.17,302.44,BATCH-0005854,W-0135,1.2
PRD-005855,2024-11-26,Afternoon,Plant-B,LINE-8,MCH-050,PROD-012,607,1605,24,28,32.05,91.47,87.51,87.12,98.13,564.69,BATCH-0005855,W-0028,11.3
PRD-005856,2024-03-20,Morning,Plant-A,LINE-6,MCH-032,PROD-013,1744,1761,51,31,44.3,77.98,91.58,89.14,94.09,444.86,BATCH-0005856,W-0015,1.6
PRD-005857,2024-12-21,Night,Plant-C,LINE-5,MCH-030,PROD-002,1441,1797,42,7,60.32,94.56,99.38,77.01,100.0,791.85,BATCH-0005857,W-0021,1.8
PRD-005858,2024-01-29,Morning,Plant-B,LINE-8,MCH-041,PROD-006,1857,614,34,1,28.85,79.98,96.66,98.23,95.87,591.09,BATCH-0005858,W-0110,19.6
PRD-005859,2024-10-17,Night,Plant-C,LINE-9,MCH-047,PROD-022,660,1683,99,38,30.58,70.6,86.09,81.04,100.0,480.49,BATCH-0005859,W-0028,11.2
PRD-005860,2024-12-23,Morning,Plant-C,LINE-5,MCH-029,PROD-012,679,1227,89,3,39.23,69.52,100.0,98.8,100.0,347.64,BATCH-0005860,W-0085,5.4
PRD-005861,2024-12-26,Morning,Plant-A,LINE-2,MCH-026,PROD-006,925,1415,27,38,50.31,81.65,86.95,89.82,100.0,710.4,BATCH-0005861,W-0068,19.0
PRD-005862,2024-05-18,Morning,Plant-C,LINE-10,MCH-013,PROD-005,1628,678,2,44,27.53,98.48,86.56,94.91,96.53,477.91,BATCH-0005862,W-0152,26.0
PRD-005863,2024-06-11,Night,Plant-A,LINE-6,MCH-030,PROD-021,1140,2071,22,30,57.31,78.59,81.91,90.66,98.48,599.65,BATCH-0005863,W-0057,7.9
PRD-005864,2024-02-02,Night,Plant-C,LINE-9,MCH-004,PROD-018,587,951,47,30,35.09,84.18,87.86,82.26,97.75,444.43,BATCH-0005864,W-0174,32.9
PRD-005865,2024-07-21,Night,Plant-C,LINE-5,MCH-025,PROD-011,510,668,9,17,37.16,60.44,90.52,85.74,96.95,374.21,BATCH-0005865,W-0175,1.8
PRD-005866,2024-09-06,Afternoon,Plant-A,LINE-9,MCH-030,PROD-023,848,1902,90,49,36.49,79.52,93.01,98.26,98.71,541.04,BATCH-0005866,W-0177,13.3
PRD-005867,2024-07-23,Night,Plant-B,LINE-3,MCH-008,PROD-022,1656,700,91,3,45.75,75.13,83.63,90.01,94.74,512.63,BATCH-0005867,W-0016,26.1
PRD-005868,2024-08-15,Night,Plant-A,LINE-3,MCH-032,PROD-017,746,1160,97,41,32.15,73.63,86.48,85.54,96.36,631.4,BATCH-0005868,W-0188,5.7
PRD-005869,2024-01-07,Afternoon,Plant-C,LINE-7,MCH-043,PROD-022,681,566,45,1,34.29,69.76,94.21,88.09,96.28,385.37,BATCH-0005869,W-0049,1.1
PRD-005870,2024-07-21,Morning,Plant-C,LINE-2,MCH-011,PROD-012,810,609,41,47,43.25,67.75,88.2,88.34,97.4,471.25,BATCH-0005870,W-0006,0.7
PRD-005871,2024-04-10,Morning,Plant-B,LINE-6,MCH-010,PROD-024,1806,1331,66,19,22.15,95.06,85.01,85.64,99.24,562.29,BATCH-0005871,W-0044,3.3
PRD-005872,2024-07-27,Night,Plant-A,LINE-3,MCH-012,PROD-009,904,465,94,35,34.04,73.04,88.72,96.38,98.06,351.94,BATCH-0005872,W-0071,112.9
PRD-005873,2024-11-18,Morning,Plant-B,LINE-1,MCH-003,PROD-022,941,1193,99,45,44.93,74.43,93.21,80.27,96.45,418.22,BATCH-0005873,W-0024,2.4
PRD-005874,2024-04-22,Morning,Plant-A,LINE-6,MCH-003,PROD-025,1927,529,79,0,43.32,83.38,82.34,88.44,97.01,478.91,BATCH-0005874,W-0185,5.8
PRD-005875,2024-12-09,Morning,Plant-C,LINE-3,MCH-038,PROD-021,1561,1783,79,41,36.58,73.74,89.19,96.84,100.0,533.58,BATCH-0005875,W-0176,17.7
PRD-005876,2024-03-12,Night,Plant-B,LINE-3,MCH-049,PROD-019,1387,1535,38,10,21.48,74.21,86.94,95.99,94.67,545.68,BATCH-0005876,W-0072,18.2
PRD-005877,2024-09-23,Morning,Plant-C,LINE-7,MCH-016,PROD-007,1920,863,72,15,53.47,84.17,88.4,82.31,98.93,628.52,BATCH-0005877,W-0021,2.5
PRD-005878,2024-08-06,Morning,Plant-C,LINE-10,MCH-016,PROD-022,1525,1811,95,29,51.51,82.12,95.56,83.88,96.6,532.44,BATCH-0005878,W-0185,47.2
PRD-005879,2024-04-12,Afternoon,Plant-C,LINE-2,MCH-042,PROD-020,1807,1734,26,0,23.99,63.42,87.88,100.0,95.99,534.22,BATCH-0005879,W-0077,6.3
PRD-005880,2024-01-03,Night,Plant-B,LINE-3,MCH-024,PROD-002,1229,1455,39,40,52.8,74.25,89.63,92.06,95.91,512.37,BATCH-0005880,W-0031,13.6
PRD-005881,2024-02-27,Afternoon,Plant-C,LINE-4,MCH-001,PROD-010,1400,1760,79,41,52.09,90.68,89.55,96.38,97.85,454.39,BATCH-0005881,W-0090,0.4
PRD-005882,2024-02-04,Morning,Plant-B,LINE-2,MCH-042,PROD-002,990,1162,88,42,36.0,75.12,85.87,85.41,92.43,595.41,BATCH-0005882,W-0080,66.8
PRD-005883,2024-03-11,Night,Plant-A,LINE-4,MCH-048,PROD-003,878,1356,52,44,41.01,58.79,90.21,84.49,100.0,650.11,BATCH-0005883,W-0070,38.5
PRD-005884,2024-03-18,Night,Plant-C,LINE-6,MCH-027,PROD-019,1569,1814,56,20,35.15,87.15,86.99,90.24,100.0,411.43,BATCH-0005884,W-0175,7.4
PRD-005885,2024-01-14,Night,Plant-C,LINE-5,MCH-028,PROD-013,642,990,66,27,37.08,89.65,87.21,86.5,98.53,430.1,BATCH-0005885,W-0156,4.1
PRD-005886,2024-01-26,Afternoon,Plant-C,LINE-3,MCH-027,PROD-019,1795,1762,9,4,41.62,74.93,89.08,84.25,95.58,557.98,BATCH-0005886,W-0116,3.6
PRD-005887,2024-12-12,Afternoon,Plant-C,LINE-6,MCH-020,PROD-007,761,1863,47,36,32.85,77.89,90.62,96.29,98.06,447.07,BATCH-0005887,W-0137,18.7
PRD-005888,2024-09-22,Night,Plant-A,LINE-1,MCH-008,PROD-018,1494,2002,80,17,32.11,78.25,87.7,95.32,96.27,576.48,BATCH-0005888,W-0049,3.4
PRD-005889,2024-05-29,Afternoon,Plant-C,LINE-1,MCH-040,PROD-022,1330,594,28,25,41.21,75.87,92.83,100.0,97.96,518.66,BATCH-0005889,W-0086,1.1
PRD-005890,2024-09-14,Afternoon,Plant-A,LINE-2,MCH-018,PROD-019,1783,1172,14,29,40.48,57.94,87.15,88.4,96.53,440.21,BATCH-0005890,W-0145,16.3
PRD-005891,2024-05-17,Morning,Plant-A,LINE-1,MCH-046,PROD-022,1248,1600,97,18,34.78,46.41,92.54,90.01,95.11,468.42,BATCH-0005891,W-0039,29.4
PRD-005892,2024-03-05,Afternoon,Plant-A,LINE-1,MCH-012,PROD-019,950,530,22,4,42.98,73.84,82.19,86.83,98.83,542.52,BATCH-0005892,W-0097,22.4
PRD-005893,2024-07-17,Afternoon,Plant-C,LINE-6,MCH-036,PROD-013,684,1790,17,14,46.84,78.32,87.5,84.58,96.64,520.52,BATCH-0005893,W-0156,52.7
PRD-005894,2024-05-09,Afternoon,Plant-C,LINE-1,MCH-043,PROD-023,1177,844,32,5,43.36,66.67,91.7,72.68,94.13,603.13,BATCH-0005894,W-0135,16.0
PRD-005895,2024-10-05,Night,Plant-B,LINE-2,MCH-012,PROD-014,1286,422,84,11,39.33,89.34,77.44,93.31,97.35,658.43,BATCH-0005895,W-0063,13.5
PRD-005896,2024-04-14,Night,Plant-A,LINE-2,MCH-041,PROD-002,589,1311,28,47,53.26,96.81,80.89,93.56,99.0,500.26,BATCH-0005896,W-0141,0.5
PRD-005897,2024-04-14,Morning,Plant-C,LINE-10,MCH-029,PROD-003,1935,1305,5,25,36.84,86.8,86.46,86.2,97.51,302.81,BATCH-0005897,W-0034,3.4
PRD-005898,2024-04-18,Morning,Plant-C,LINE-3,MCH-031,PROD-011,1323,1487,33,32,31.16,75.14,83.23,100.0,95.18,561.08,BATCH-0005898,W-0022,21.7
PRD-005899,2024-08-04,Night,Plant-B,LINE-8,MCH-018,PROD-004,1913,1357,71,3,40.38,97.77,94.47,81.44,97.6,635.51,BATCH-0005899,W-0110,3.5
PRD-005900,2024-08-19,Morning,Plant-A,LINE-10,MCH-027,PROD-016,1982,1715,62,20,49.0,84.04,80.79,92.28,98.06,250.15,BATCH-0005900,W-0167,20.5
PRD-005901,2024-12-11,Morning,Plant-B,LINE-7,MCH-020,PROD-023,1428,478,52,6,26.62,94.51,80.83,81.77,100.0,416.16,BATCH-0005901,W-0048,0.3
PRD-005902,2024-10-22,Morning,Plant-B,LINE-4,MCH-020,PROD-012,691,1929,56,28,45.9,81.91,87.74,90.75,97.04,377.39,BATCH-0005902,W-0119,10.4
PRD-005903,2024-07-14,Night,Plant-B,LINE-8,MCH-019,PROD-002,1117,1241,84,37,30.44,80.55,92.54,74.5,100.0,543.75,BATCH-0005903,W-0055,4.2
PRD-005904,2024-01-12,Morning,Plant-A,LINE-9,MCH-045,PROD-014,1680,2044,29,38,47.77,69.26,86.97,77.79,94.41,721.14,BATCH-0005904,W-0101,12.5
PRD-005905,2024-09-17,Afternoon,Plant-C,LINE-7,MCH-032,PROD-003,861,1618,55,10,46.53,67.64,91.44,94.76,94.35,555.8,BATCH-0005905,W-0029,4.4
PRD-005906,2024-03-26,Morning,Plant-A,LINE-4,MCH-038,PROD-002,625,1999,34,22,63.2,82.43,90.83,88.64,99.1,544.64,BATCH-0005906,W-0024,11.4
PRD-005907,2024-12-19,Afternoon,Plant-C,LINE-5,MCH-006,PROD-019,1146,797,57,48,35.03,80.06,89.41,81.63,98.26,410.47,BATCH-0005907,W-0111,38.2
PRD-005908,2024-10-03,Morning,Plant-B,LINE-3,MCH-002,PROD-002,506,1507,86,13,50.92,65.13,93.28,79.57,98.29,461.8,BATCH-0005908,W-0107,19.7
PRD-005909,2024-11-05,Afternoon,Plant-B,LINE-10,MCH-003,PROD-007,1063,1964,28,20,60.29,90.94,91.49,86.35,98.39,387.5,BATCH-0005909,W-0111,48.8
PRD-005910,2024-07-26,Morning,Plant-B,LINE-3,MCH-040,PROD-024,786,595,52,28,56.45,65.58,93.75,83.48,97.46,425.65,BATCH-0005910,W-0111,0.5
PRD-005911,2024-09-12,Afternoon,Plant-A,LINE-3,MCH-001,PROD-001,1262,1023,71,44,37.81,82.57,91.82,80.5,100.0,537.89,BATCH-0005911,W-0170,0.7
PRD-005912,2024-11-22,Night,Plant-C,LINE-10,MCH-039,PROD-003,1051,1525,40,2,52.52,85.69,86.39,86.11,97.27,605.79,BATCH-0005912,W-0127,4.8
PRD-005913,2024-02-13,Afternoon,Plant-C,LINE-3,MCH-016,PROD-015,1373,781,79,1,29.3,56.15,91.45,100.0,100.0,403.59,BATCH-0005913,W-0125,39.4
PRD-005914,2024-12-23,Night,Plant-A,LINE-1,MCH-029,PROD-014,900,1397,35,10,44.67,84.87,98.1,95.1,95.02,581.7,BATCH-0005914,W-0130,1.5
PRD-005915,2024-04-15,Afternoon,Plant-A,LINE-9,MCH-008,PROD-019,1783,1026,78,12,36.15,59.31,100.0,82.06,100.0,538.12,BATCH-0005915,W-0199,64.6
PRD-005916,2024-07-14,Morning,Plant-A,LINE-2,MCH-023,PROD-020,968,1334,15,45,42.54,78.71,83.5,86.63,97.92,515.09,BATCH-0005916,W-0081,3.7
PRD-005917,2024-01-05,Morning,Plant-B,LINE-4,MCH-038,PROD-014,831,1861,27,14,60.01,76.31,87.94,85.85,98.33,606.62,BATCH-0005917,W-0045,30.6
PRD-005918,2024-06-20,Night,Plant-A,LINE-7,MCH-007,PROD-023,729,1370,76,32,58.98,67.62,83.62,82.08,99.84,695.8,BATCH-0005918,W-0126,32.6
PRD-005919,2024-11-23,Morning,Plant-C,LINE-6,MCH-025,PROD-008,752,1164,63,38,45.63,81.85,91.61,93.35,100.0,522.84,BATCH-0005919,W-0123,8.2
PRD-005920,2024-12-12,Afternoon,Plant-B,LINE-3,MCH-023,PROD-009,735,1750,11,24,48.39,68.29,79.47,83.64,96.9,421.57,BATCH-0005920,W-0135,13.6
PRD-005921,2024-05-09,Afternoon,Plant-C,LINE-2,MCH-028,PROD-004,1978,681,68,30,37.29,68.69,87.22,90.29,97.31,696.98,BATCH-0005921,W-0176,14.9
PRD-005922,2024-11-06,Morning,Plant-A,LINE-7,MCH-019,PROD-024,1219,1990,21,41,55.2,76.8,88.87,95.88,98.82,601.04,BATCH-0005922,W-0077,3.6
PRD-005923,2024-05-26,Morning,Plant-B,LINE-4,MCH-019,PROD-005,981,1165,44,20,60.13,82.72,87.66,86.8,98.0,389.98,BATCH-0005923,W-0004,6.4
PRD-005924,2024-08-10,Afternoon,Plant-C,LINE-2,MCH-003,PROD-025,1761,2057,86,37,47.23,74.11,94.71,92.98,96.6,431.97,BATCH-0005924,W-0005,5.6
PRD-005925,2024-11-02,Night,Plant-A,LINE-1,MCH-012,PROD-015,1755,1930,93,44,51.54,55.44,84.68,85.77,94.91,732.66,BATCH-0005925,W-0093,4.0
PRD-005926,2024-03-09,Morning,Plant-B,LINE-1,MCH-038,PROD-004,628,837,4,27,51.19,74.78,85.57,88.62,97.72,451.79,BATCH-0005926,W-0063,0.6
PRD-005927,2024-01-13,Afternoon,Plant-C,LINE-1,MCH-028,PROD-024,1456,1177,97,20,32.82,80.57,89.21,88.19,95.27,496.82,BATCH-0005927,W-0040,17.6
PRD-005928,2024-10-14,Night,Plant-A,LINE-1,MCH-018,PROD-008,1737,1409,49,4,46.28,73.74,85.1,91.52,95.31,479.0,BATCH-0005928,W-0128,3.2
PRD-005929,2024-07-08,Afternoon,Plant-B,LINE-3,MCH-019,PROD-010,976,1979,42,23,36.1,82.78,94.22,100.0,97.73,614.79,BATCH-0005929,W-0167,14.3
