maintenance_id,machine_id,plant,maintenance_type,component_replaced,scheduled_date,actual_date,downtime_hours,labor_hours,parts_cost_USD,labor_cost_USD,technician_id,priority,status,failure_cause,work_order_id,notes
MNT-004298,MCH-020,Plant-C,Preventive,Bearing,2024-12-05,2024-07-22,16.58,0.71,980.41,227.71,TECH-021,Critical,Completed,Unknown,WO-0004298,Post-incident repair
MNT-004299,MCH-012,Plant-A,Predictive,Belt,2024-11-04,2024-08-28,8.72,0.5,155.86,4364.22,TECH-029,Critical,Scheduled,Unknown,WO-0004299,Routine check
MNT-004300,MCH-024,Plant-A,Overhaul,Gearbox,2024-10-29,2024-09-30,1.43,6.19,772.76,1024.9,TECH-005,Medium,Cancelled,Wear,WO-0004300,Upgrade
MNT-004301,MCH-049,Plant-C,Preventive,Filter,2024-04-23,2024-02-25,0.5,0.82,700.14,275.25,TECH-017,Low,Completed,Overload,WO-0004301,Upgrade
MNT-004302,MCH-023,Plant-A,Predictive,Pump,2024-02-24,2024-03-13,25.58,2.37,118.62,589.34,TECH-001,High,In Progress,Misalignment,WO-0004302,Scheduled replacement
MNT-004303,MCH-035,Plant-A,Predictive,Coupling,2024-07-21,2024-08-25,5.38,0.5,39.86,55.17,TECH-004,Medium,Completed,Lubrication,WO-0004303,Post-incident repair
MNT-004304,MCH-012,Plant-C,Preventive,Pump,2024-01-05,2024-09-12,3.45,4.55,26.78,168.85,TECH-012,High,Scheduled,Lubrication,WO-0004304,Routine check
MNT-004305,MCH-005,Plant-C,Predictive,Motor,2024-10-02,2024-12-07,1.52,0.5,448.67,223.37,TECH-029,High,Completed,Unknown,WO-0004305,Post-incident repair
MNT-004306,MCH-012,Plant-C,Emergency,Bearing,2024-08-23,2024-09-19,2.76,0.67,12.32,224.51,TECH-020,Medium,Cancelled,Corrosion,WO-0004306,Routine check
MNT-004307,MCH-047,Plant-A,Preventive,Bearing,2024-06-10,2024-03-28,2.79,3.29,362.34,197.64,TECH-010,High,Cancelled,Misalignment,WO-0004307,Unexpected failure
MNT-004308,MCH-021,Plant-A,Predictive,Coupling,2024-03-15,2024-04-05,4.46,11.09,26.67,43.92,TECH-005,High,Scheduled,Overload,WO-0004308,Scheduled replacement
MNT-004309,MCH-046,Plant-B,Emergency,Motor,2024-05-31,2024-02-08,4.21,0.69,161.77,233.66,TECH-003,Medium,Completed,Unknown,WO-0004309,Routine check
MNT-004310,MCH-014,Plant-A,Corrective,Valve,2024-04-22,2024-01-08,11.16,0.5,1726.12,171.31,TECH-016,High,Completed,Overload,WO-0004310,Post-incident repair
MNT-004311,MCH-016,Plant-B,Emergency,Shaft,2024-09-12,2024-03-23,4.93,1.47,563.74,139.15,TECH-027,Critical,Completed,Corrosion,WO-0004311,Scheduled replacement
MNT-004312,MCH-039,Plant-C,Preventive,Gearbox,2024-12-14,2024-11-23,6.09,2.03,329.46,33.51,TECH-026,Low,Completed,Unknown,WO-0004312,Scheduled replacement
MNT-004313,MCH-041,Plant-B,Preventive,Belt,2024-08-21,2024-02-17,3.99,3.53,10.37,69.07,TECH-018,Medium,Completed,Lubrication,WO-0004313,Routine check
MNT-004314,MCH-050,Plant-B,Predictive,Shaft,2024-03-16,2024-09-08,2.08,5.6,224.78,520.63,TECH-012,Medium,Completed,Unknown,WO-0004314,Routine check
MNT-004315,MCH-033,Plant-A,Predictive,Sensor,2024-11-03,2024-10-28,8.09,1.7,46.23,64.0,TECH-012,Medium,Completed,Wear,WO-0004315,Routine check
MNT-004316,MCH-015,Plant-A,Predictive,Valve,2024-05-25,2024-10-01,16.53,3.6,712.76,451.06,TECH-015,High,Scheduled,Wear,WO-0004316,Scheduled replacement
MNT-004317,MCH-036,Plant-A,Preventive,Valve,2024-03-15,2024-04-03,0.5,0.68,395.12,85.86,TECH-023,Low,Completed,Corrosion,WO-0004317,Post-incident repair
MNT-004318,MCH-042,Plant-B,Emergency,Gearbox,2024-12-06,2024-02-22,7.68,7.96,324.47,578.57,TECH-009,Critical,Completed,Overload,WO-0004318,Post-incident repair
MNT-004319,MCH-030,Plant-C,Preventive,Bearing,2024-12-25,2024-11-17,9.34,1.41,2127.83,1616.86,TECH-024,Medium,Scheduled,Corrosion,WO-0004319,Routine check
MNT-004320,MCH-017,Plant-A,Predictive,Shaft,2024-01-18,2024-04-09,5.46,0.5,636.4,87.7,TECH-007,Medium,Completed,Overload,WO-0004320,Post-incident repair
MNT-004321,MCH-026,Plant-A,Preventive,Shaft,2024-11-02,2024-05-13,1.05,1.44,793.39,457.13,TECH-020,High,Completed,Lubrication,WO-0004321,Unexpected failure
MNT-004322,MCH-024,Plant-C,Corrective,Valve,2024-06-12,2024-09-22,4.11,0.57,633.96,177.81,TECH-009,Low,Completed,Corrosion,WO-0004322,Post-incident repair
MNT-004323,MCH-009,Plant-A,Corrective,Bearing,2024-06-07,2024-08-02,4.34,1.24,488.2,106.35,TECH-025,Critical,Completed,Misalignment,WO-0004323,Unexpected failure
MNT-004324,MCH-009,Plant-B,Preventive,Valve,2024-09-14,2024-03-28,3.69,4.46,622.78,678.86,TECH-020,Medium,Completed,Misalignment,WO-0004324,Upgrade
MNT-004325,MCH-021,Plant-B,Preventive,Bearing,2024-12-18,2024-10-20,1.77,0.5,10.0,1511.24,TECH-003,Medium,Completed,Lubrication,WO-0004325,Scheduled replacement
MNT-004326,MCH-029,Plant-B,Preventive,Gearbox,2024-03-04,2024-10-06,9.08,0.5,1581.29,231.79,TECH-002,High,Completed,Corrosion,WO-0004326,Post-incident repair
MNT-004327,MCH-036,Plant-C,Corrective,Filter,2024-05-20,2024-06-23,4.98,0.5,217.11,156.29,TECH-001,High,Completed,Misalignment,WO-0004327,Unexpected failure
MNT-004328,MCH-028,Plant-C,Corrective,Shaft,2024-12-27,2024-09-08,3.0,1.68,1264.54,30.6,TECH-023,Critical,Completed,Corrosion,WO-0004328,Unexpected failure
MNT-004329,MCH-012,Plant-A,Preventive,Shaft,2024-10-20,2024-12-17,0.97,0.5,125.28,514.5,TECH-030,Medium,Completed,Unknown,WO-0004329,Post-incident repair
MNT-004330,MCH-046,Plant-C,Corrective,Filter,2024-09-01,2024-11-06,0.83,4.34,44.77,1135.71,TECH-002,Critical,Completed,Corrosion,WO-0004330,Post-incident repair
MNT-004331,MCH-019,Plant-C,Emergency,Valve,2024-11-19,2024-08-12,8.59,3.36,1170.33,70.22,TECH-027,Medium,Completed,Unknown,WO-0004331,Upgrade
MNT-004332,MCH-047,Plant-A,Preventive,Belt,2024-04-20,2024-04-29,1.69,7.43,808.68,540.39,TECH-008,Critical,Completed,Corrosion,WO-0004332,Scheduled replacement
MNT-004333,MCH-036,Plant-B,Preventive,Bearing,2024-09-10,2024-08-06,11.33,8.66,623.56,387.16,TECH-028,High,Completed,Misalignment,WO-0004333,Unexpected failure
MNT-004334,MCH-037,Plant-A,Emergency,Valve,2024-05-29,2024-04-28,0.8,1.45,296.22,444.63,TECH-009,Low,Completed,Unknown,WO-0004334,Scheduled replacement
MNT-004335,MCH-047,Plant-B,Corrective,Shaft,2024-12-26,2024-10-03,0.5,2.43,216.0,63.47,TECH-029,Low,Completed,Unknown,WO-0004335,Upgrade
MNT-004336,MCH-009,Plant-A,Preventive,Motor,2024-07-11,2024-05-04,2.34,3.64,1689.94,59.81,TECH-019,Medium,Completed,Overload,WO-0004336,Routine check
MNT-004337,MCH-009,Plant-C,Preventive,Gearbox,2024-01-31,2024-02-28,1.65,3.22,91.96,59.89,TECH-001,Medium,Completed,Overload,WO-0004337,Scheduled replacement
MNT-004338,MCH-006,Plant-C,Corrective,Filter,2024-06-19,2024-09-20,14.27,0.5,483.65,114.03,TECH-008,Medium,Scheduled,Corrosion,WO-0004338,Unexpected failure
MNT-004339,MCH-043,Plant-C,Predictive,Motor,2024-03-19,2024-03-31,5.78,2.22,525.35,1782.62,TECH-011,Critical,Completed,Unknown,WO-0004339,Upgrade
MNT-004340,MCH-014,Plant-A,Corrective,Coupling,2024-04-17,2024-10-05,0.82,2.25,32.78,469.37,TECH-010,Medium,Completed,Overload,WO-0004340,Routine check
MNT-004341,MCH-013,Plant-A,Corrective,Gearbox,2024-04-25,2024-12-14,4.26,1.34,154.55,51.04,TECH-013,Medium,Completed,Overload,WO-0004341,Routine check
MNT-004342,MCH-046,Plant-A,Corrective,Filter,2024-12-24,2024-06-12,6.67,1.24,89.03,165.46,TECH-002,High,Completed,Unknown,WO-0004342,Routine check
MNT-004343,MCH-038,Plant-C,Corrective,Filter,2024-01-27,2024-07-28,1.88,1.94,27.81,368.91,TECH-028,High,Cancelled,Lubrication,WO-0004343,Unexpected failure
MNT-004344,MCH-047,Plant-C,Predictive,Motor,2024-04-01,2024-01-15,7.27,0.73,444.93,236.48,TECH-021,Low,Completed,Misalignment,WO-0004344,Post-incident repair
MNT-004345,MCH-043,Plant-B,Predictive,Coupling,2024-09-06,2024-06-22,0.5,4.78,465.71,212.63,TECH-002,Critical,Completed,Misalignment,WO-0004345,Unexpected failure
MNT-004346,MCH-042,Plant-C,Corrective,Filter,2024-07-19,2024-04-27,12.36,1.54,99.29,209.43,TECH-003,High,Completed,Misalignment,WO-0004346,Scheduled replacement
MNT-004347,MCH-016,Plant-A,Predictive,Valve,2024-06-02,2024-10-20,2.62,10.75,544.34,86.33,TECH-014,Medium,Completed,Wear,WO-0004347,Scheduled replacement
MNT-004348,MCH-039,Plant-B,Predictive,Filter,2024-12-03,2024-08-18,1.61,0.77,163.85,325.48,TECH-002,Medium,Completed,Wear,WO-0004348,Scheduled replacement
MNT-004349,MCH-033,Plant-C,Predictive,Bearing,2024-03-22,2024-01-12,4.66,2.48,1282.61,1277.54,TECH-021,Medium,Completed,Overload,WO-0004349,Scheduled replacement
MNT-004350,MCH-028,Plant-A,Predictive,Sensor,2024-01-12,2024-09-09,9.24,1.54,234.79,227.91,TECH-022,Medium,Completed,Wear,WO-0004350,Upgrade
MNT-004351,MCH-048,Plant-C,Predictive,Valve,2024-10-07,2024-12-25,10.96,2.01,73.73,158.97,TECH-021,Medium,Scheduled,Overload,WO-0004351,Post-incident repair
MNT-004352,MCH-024,Plant-C,Predictive,Filter,2024-07-19,2024-10-28,1.26,3.43,775.8,613.26,TECH-011,Medium,Scheduled,Lubrication,WO-0004352,Post-incident repair
MNT-004353,MCH-002,Plant-C,Preventive,Motor,2024-06-21,2024-10-05,0.91,2.29,392.29,165.44,TECH-019,Medium,Completed,Wear,WO-0004353,Routine check
MNT-004354,MCH-049,Plant-C,Predictive,Valve,2024-08-04,2024-11-21,0.5,1.82,1057.15,176.56,TECH-008,High,Completed,Misalignment,WO-0004354,Unexpected failure
MNT-004355,MCH-032,Plant-B,Emergency,Coupling,2024-12-13,2024-08-07,2.96,4.18,520.02,123.8,TECH-026,Medium,Completed,Wear,WO-0004355,Scheduled replacement
MNT-004356,MCH-020,Plant-C,Predictive,Bearing,2024-08-30,2024-07-25,0.6,6.5,1326.18,861.39,TECH-002,High,Scheduled,Wear,WO-0004356,Post-incident repair
MNT-004357,MCH-013,Plant-A,Corrective,Valve,2024-06-27,2024-12-14,12.81,0.5,535.98,1004.76,TECH-027,Critical,Completed,Unknown,WO-0004357,Scheduled replacement
MNT-004358,MCH-028,Plant-A,Preventive,Belt,2024-07-19,2024-03-01,1.93,3.97,2465.91,900.65,TECH-010,Medium,Completed,Corrosion,WO-0004358,Unexpected failure
MNT-004359,MCH-007,Plant-B,Preventive,Bearing,2024-07-19,2024-08-20,3.91,0.5,335.7,132.19,TECH-027,Medium,Completed,Corrosion,WO-0004359,Unexpected failure
MNT-004360,MCH-033,Plant-B,Preventive,Bearing,2024-02-06,2024-09-01,5.21,0.57,1844.87,64.33,TECH-017,Low,Completed,Corrosion,WO-0004360,Unexpected failure
MNT-004361,MCH-002,Plant-C,Predictive,Filter,2024-09-27,2024-12-24,4.14,1.41,71.75,2032.69,TECH-016,Medium,Scheduled,Overload,WO-0004361,Unexpected failure
MNT-004362,MCH-050,Plant-C,Preventive,Sensor,2024-05-24,2024-02-01,2.35,0.5,298.88,163.32,TECH-003,Medium,Completed,Corrosion,WO-0004362,Upgrade
MNT-004363,MCH-046,Plant-B,Predictive,Motor,2024-05-24,2024-07-25,2.16,0.5,48.61,73.57,TECH-003,High,Completed,Misalignment,WO-0004363,Upgrade
MNT-004364,MCH-037,Plant-B,Preventive,Shaft,2024-12-22,2024-09-11,7.4,4.55,125.07,2262.3,TECH-026,Low,Scheduled,Misalignment,WO-0004364,Routine check
MNT-004365,MCH-034,Plant-A,Preventive,Pump,2024-04-09,2024-04-30,0.79,1.12,32.65,330.12,TECH-008,Medium,Cancelled,Corrosion,WO-0004365,Routine check
MNT-004366,MCH-008,Plant-A,Corrective,Belt,2024-12-24,2024-07-26,4.03,1.22,1002.41,70.9,TECH-029,Medium,Completed,Unknown,WO-0004366,Unexpected failure
MNT-004367,MCH-036,Plant-A,Preventive,Belt,2024-10-07,2024-09-22,24.23,7.24,2031.51,528.72,TECH-006,Low,Completed,Overload,WO-0004367,Unexpected failure
MNT-004368,MCH-005,Plant-A,Preventive,Filter,2024-07-20,2024-03-16,0.86,5.9,581.29,47.2,TECH-019,Low,Scheduled,Unknown,WO-0004368,Post-incident repair
MNT-004369,MCH-002,Plant-C,Preventive,Coupling,2024-02-19,2024-01-08,1.09,2.96,148.24,546.98,TECH-026,Low,Completed,Corrosion,WO-0004369,Unexpected failure
MNT-004370,MCH-050,Plant-B,Corrective,Gearbox,2024-03-08,2024-07-05,14.95,2.79,528.9,869.23,TECH-020,Medium,Scheduled,Lubrication,WO-0004370,Routine check
MNT-004371,MCH-012,Plant-A,Corrective,Coupling,2024-06-14,2024-01-02,1.22,0.5,941.7,663.95,TECH-006,Low,Completed,Corrosion,WO-0004371,Routine check
MNT-004372,MCH-040,Plant-A,Emergency,Sensor,2024-10-24,2024-07-11,0.5,2.24,275.06,25.0,TECH-013,Medium,Completed,Unknown,WO-0004372,Unexpected failure
MNT-004373,MCH-041,Plant-B,Corrective,Filter,2024-01-28,2024-10-03,2.43,0.5,28.32,146.87,TECH-010,Medium,Completed,Misalignment,WO-0004373,Upgrade
MNT-004374,MCH-039,Plant-C,Preventive,Valve,2024-12-29,2024-03-14,0.5,0.85,991.4,576.1,TECH-015,Medium,Completed,Overload,WO-0004374,Upgrade
MNT-004375,MCH-030,Plant-B,Corrective,Belt,2024-06-04,2024-02-13,7.24,3.42,11.72,395.89,TECH-001,Medium,Completed,Unknown,WO-0004375,Post-incident repair
MNT-004376,MCH-006,Plant-A,Predictive,Gearbox,2024-08-22,2024-12-03,2.49,0.5,389.25,33.81,TECH-017,High,Completed,Overload,WO-0004376,Scheduled replacement
MNT-004377,MCH-007,Plant-C,Corrective,Motor,2024-12-01,2024-03-28,1.84,0.5,424.61,924.24,TECH-019,Medium,Completed,Lubrication,WO-0004377,Upgrade
MNT-004378,MCH-039,Plant-C,Predictive,Gearbox,2024-03-24,2024-04-02,3.08,0.59,27.47,74.27,TECH-005,Medium,In Progress,Corrosion,WO-0004378,Upgrade
MNT-004379,MCH-041,Plant-A,Preventive,Valve,2024-10-22,2024-04-24,0.71,1.38,292.77,444.28,TECH-022,Low,Completed,Misalignment,WO-0004379,Routine check
MNT-004380,MCH-018,Plant-C,Corrective,Sensor,2024-03-11,2024-11-18,1.05,1.03,923.65,473.52,TECH-012,High,Completed,Lubrication,WO-0004380,Routine check
MNT-004381,MCH-002,Plant-B,Emergency,Bearing,2024-08-14,2024-06-27,1.51,2.14,973.25,262.15,TECH-007,Low,Completed,Misalignment,WO-0004381,Scheduled replacement
MNT-004382,MCH-040,Plant-B,Overhaul,Filter,2024-12-22,2024-06-16,0.5,5.81,258.69,1515.74,TECH-005,Medium,Completed,Unknown,WO-0004382,Unexpected failure
MNT-004383,MCH-004,Plant-A,Corrective,Filter,2024-09-04,2024-12-11,2.26,0.78,151.05,270.83,TECH-002,Medium,In Progress,Lubrication,WO-0004383,Post-incident repair
MNT-004384,MCH-035,Plant-A,Preventive,Bearing,2024-05-29,2024-03-22,2.76,2.36,199.7,231.4,TECH-020,High,In Progress,Lubrication,WO-0004384,Unexpected failure
MNT-004385,MCH-003,Plant-C,Preventive,Gearbox,2024-03-15,2024-02-14,1.36,1.37,16.45,222.54,TECH-011,Medium,Completed,Corrosion,WO-0004385,Scheduled replacement
MNT-004386,MCH-011,Plant-C,Preventive,Filter,2024-04-17,2024-07-20,0.82,9.57,55.67,452.43,TECH-012,Medium,In Progress,Unknown,WO-0004386,Post-incident repair
MNT-004387,MCH-030,Plant-C,Corrective,Valve,2024-04-21,2024-12-13,11.47,6.29,46.68,1553.35,TECH-022,Low,Completed,Misalignment,WO-0004387,Upgrade
MNT-004388,MCH-008,Plant-B,Preventive,Valve,2024-04-10,2024-12-03,4.03,1.99,187.32,209.24,TECH-017,Medium,In Progress,Corrosion,WO-0004388,Scheduled replacement
MNT-004389,MCH-010,Plant-C,Corrective,Sensor,2024-11-29,2024-07-06,0.87,2.92,568.93,192.35,TECH-021,Medium,In Progress,Overload,WO-0004389,Unexpected failure
MNT-004390,MCH-019,Plant-C,Preventive,Shaft,2024-01-05,2024-01-08,0.63,0.8,914.74,592.64,TECH-001,Low,Completed,Unknown,WO-0004390,Routine check
MNT-004391,MCH-021,Plant-C,Preventive,Valve,2024-07-04,2024-06-20,4.79,1.98,119.78,140.45,TECH-003,Medium,Scheduled,Overload,WO-0004391,Unexpected failure
MNT-004392,MCH-047,Plant-A,Emergency,Coupling,2024-10-21,2024-10-03,4.08,4.55,694.92,47.97,TECH-002,Low,Completed,Wear,WO-0004392,Scheduled replacement
MNT-004393,MCH-008,Plant-B,Overhaul,Coupling,2024-02-22,2024-08-17,5.9,0.5,677.74,194.21,TECH-007,High,Completed,Corrosion,WO-0004393,Scheduled replacement
MNT-004394,MCH-007,Plant-B,Predictive,Sensor,2024-12-13,2024-02-23,4.85,1.16,514.69,1114.6,TECH-002,Low,In Progress,Misalignment,WO-0004394,Routine check
MNT-004395,MCH-037,Plant-C,Preventive,Gearbox,2024-03-16,2024-12-17,1.85,7.95,117.41,278.81,TECH-025,Low,In Progress,Lubrication,WO-0004395,Unexpected failure
MNT-004396,MCH-037,Plant-A,Predictive,Belt,2024-07-11,2024-05-15,13.3,0.5,1695.16,273.03,TECH-026,Critical,Cancelled,Overload,WO-0004396,Upgrade
MNT-004397,MCH-002,Plant-B,Overhaul,Filter,2024-08-06,2024-07-26,6.34,1.23,238.5,59.83,TECH-008,High,Completed,Misalignment,WO-0004397,Upgrade
MNT-004398,MCH-027,Plant-A,Preventive,Sensor,2024-12-13,2024-10-18,2.84,0.5,151.85,100.99,TECH-006,Medium,Scheduled,Corrosion,WO-0004398,Scheduled replacement
MNT-004399,MCH-049,Plant-A,Preventive,Gearbox,2024-03-27,2024-03-17,2.6,0.57,416.92,545.02,TECH-026,Low,Completed,Misalignment,WO-0004399,Post-incident repair
MNT-004400,MCH-026,Plant-B,Corrective,Motor,2024-01-29,2024-02-07,0.84,1.74,21.11,2565.6,TECH-025,High,Completed,Wear,WO-0004400,Post-incident repair
MNT-004401,MCH-022,Plant-B,Corrective,Valve,2024-02-19,2024-09-24,5.9,2.01,14.95,113.2,TECH-003,Low,Completed,Corrosion,WO-0004401,Routine check
MNT-004402,MCH-037,Plant-C,Preventive,Bearing,2024-07-01,2024-11-29,0.61,3.02,39.15,2234.31,TECH-002,Medium,In Progress,Lubrication,WO-0004402,Routine check
MNT-004403,MCH-012,Plant-C,Preventive,Bearing,2024-08-30,2024-03-30,0.5,14.22,310.12,695.49,TECH-022,Critical,Completed,Overload,WO-0004403,Routine check
MNT-004404,MCH-050,Plant-B,Emergency,Belt,2024-04-01,2024-02-07,1.54,9.64,92.6,1561.71,TECH-025,High,In Progress,Misalignment,WO-0004404,Upgrade
MNT-004405,MCH-049,Plant-A,Predictive,Sensor,2024-01-27,2024-10-19,0.5,4.11,680.82,633.47,TECH-013,Low,Completed,Lubrication,WO-0004405,Upgrade
MNT-004406,MCH-048,Plant-C,Preventive,Motor,2024-03-01,2024-03-12,1.14,7.49,1338.84,356.05,TECH-006,Medium,Completed,Misalignment,WO-0004406,Post-incident repair
MNT-004407,MCH-027,Plant-C,Emergency,Filter,2024-09-20,2024-06-16,2.48,9.57,1429.57,567.66,TECH-023,High,Completed,Lubrication,WO-0004407,Scheduled replacement
MNT-004408,MCH-043,Plant-C,Predictive,Coupling,2024-11-28,2024-10-17,1.02,0.5,10.0,668.96,TECH-009,Medium,Completed,Lubrication,WO-0004408,Scheduled replacement
MNT-004409,MCH-050,Plant-A,Preventive,Sensor,2024-06-22,2024-07-22,10.43,3.33,113.17,320.77,TECH-026,Medium,In Progress,Overload,WO-0004409,Post-incident repair
MNT-004410,MCH-045,Plant-C,Preventive,Motor,2024-10-30,2024-08-21,8.22,0.97,223.19,869.93,TECH-006,Low,Completed,Unknown,WO-0004410,Post-incident repair
MNT-004411,MCH-047,Plant-B,Corrective,Valve,2024-08-10,2024-10-31,9.82,0.52,526.21,358.58,TECH-018,Medium,Completed,Wear,WO-0004411,Upgrade
MNT-004412,MCH-041,Plant-A,Preventive,Belt,2024-03-17,2024-01-21,1.1,0.5,1039.42,286.12,TECH-012,Medium,In Progress,Overload,WO-0004412,Scheduled replacement
MNT-004413,MCH-002,Plant-A,Corrective,Sensor,2024-11-17,2024-10-12,0.5,2.96,1662.27,676.21,TECH-020,Medium,In Progress,Lubrication,WO-0004413,Upgrade
MNT-004414,MCH-048,Plant-A,Preventive,Valve,2024-07-25,2024-10-29,7.47,3.73,70.4,87.66,TECH-023,High,Completed,Wear,WO-0004414,Scheduled replacement
MNT-004415,MCH-042,Plant-B,Emergency,Filter,2024-05-05,2024-09-30,3.55,2.55,90.46,280.6,TECH-020,Medium,Completed,Overload,WO-0004415,Post-incident repair
MNT-004416,MCH-039,Plant-C,Preventive,Shaft,2024-01-18,2024-12-15,1.91,2.24,10.0,69.51,TECH-007,Critical,Completed,Unknown,WO-0004416,Unexpected failure
MNT-004417,MCH-011,Plant-B,Emergency,Valve,2024-03-01,2024-05-17,6.33,2.41,871.92,166.09,TECH-018,Medium,Completed,Unknown,WO-0004417,Scheduled replacement
MNT-004418,MCH-031,Plant-B,Overhaul,Motor,2024-05-03,2024-04-30,7.37,2.49,952.21,127.14,TECH-014,Medium,Completed,Wear,WO-0004418,Post-incident repair
MNT-004419,MCH-034,Plant-B,Preventive,Bearing,2024-07-22,2024-08-08,3.24,0.65,1429.52,324.11,TECH-013,Medium,Completed,Misalignment,WO-0004419,Unexpected failure
MNT-004420,MCH-009,Plant-A,Preventive,Pump,2024-09-07,2024-11-15,6.01,5.0,152.27,279.34,TECH-018,Low,Scheduled,Overload,WO-0004420,Unexpected failure
MNT-004421,MCH-040,Plant-A,Predictive,Bearing,2024-06-03,2024-11-07,2.69,3.54,388.62,45.83,TECH-025,Medium,In Progress,Overload,WO-0004421,Scheduled replacement
MNT-004422,MCH-032,Plant-A,Preventive,Filter,2024-12-18,2024-10-04,1.77,0.58,426.18,60.84,TECH-012,High,Completed,Overload,WO-0004422,Upgrade
MNT-004423,MCH-049,Plant-B,Predictive,Gearbox,2024-11-01,2024-05-27,0.65,1.98,949.93,74.0,TECH-021,Critical,Completed,Overload,WO-0004423,Post-incident repair
MNT-004424,MCH-041,Plant-C,Predictive,Belt,2024-03-29,2024-10-06,3.66,1.72,356.28,482.02,TECH-016,Medium,Completed,Overload,WO-0004424,Scheduled replacement
MNT-004425,MCH-025,Plant-A,Preventive,Sensor,2024-11-30,2024-01-09,1.21,0.97,279.67,83.02,TECH-016,Medium,Completed,Corrosion,WO-0004425,Scheduled replacement
MNT-004426,MCH-045,Plant-A,Predictive,Shaft,2024-07-11,2024-03-22,5.17,2.97,192.32,248.36,TECH-026,Critical,Scheduled,Overload,WO-0004426,Routine check
MNT-004427,MCH-018,Plant-C,Predictive,Belt,2024-12-20,2024-03-05,1.17,6.25,990.27,602.37,TECH-011,Medium,Completed,Lubrication,WO-0004427,Post-incident repair
MNT-004428,MCH-034,Plant-B,Preventive,Bearing,2024-12-09,2024-01-20,4.73,3.12,43.12,149.42,TECH-008,High,Completed,Misalignment,WO-0004428,Unexpected failure
MNT-004429,MCH-029,Plant-A,Preventive,Bearing,2024-12-03,2024-06-18,3.47,1.07,49.3,103.07,TECH-019,Low,Completed,Corrosion,WO-0004429,Unexpected failure
MNT-004430,MCH-019,Plant-A,Corrective,Filter,2024-02-15,2024-01-18,3.8,0.5,750.48,634.82,TECH-004,Low,In Progress,Wear,WO-0004430,Unexpected failure
MNT-004431,MCH-005,Plant-B,Corrective,Gearbox,2024-08-25,2024-11-05,13.15,0.5,1494.93,765.15,TECH-011,Medium,Completed,Unknown,WO-0004431,Post-incident repair
MNT-004432,MCH-010,Plant-B,Predictive,Coupling,2024-11-28,2024-12-20,3.51,1.33,617.21,279.32,TECH-027,Medium,Completed,Wear,WO-0004432,Routine check
MNT-004433,MCH-025,Plant-C,Corrective,Pump,2024-07-14,2024-04-27,1.04,2.76,155.78,305.68,TECH-024,Medium,Completed,Corrosion,WO-0004433,Upgrade
MNT-004434,MCH-038,Plant-B,Predictive,Motor,2024-05-20,2024-12-05,3.94,8.34,147.76,78.89,TECH-010,Medium,Scheduled,Overload,WO-0004434,Post-incident repair
MNT-004435,MCH-047,Plant-A,Corrective,Pump,2024-11-19,2024-10-04,3.82,1.83,352.1,482.44,TECH-029,High,Completed,Corrosion,WO-0004435,Scheduled replacement
MNT-004436,MCH-050,Plant-B,Preventive,Bearing,2024-11-30,2024-08-09,0.5,4.14,439.64,112.96,TECH-009,Low,Completed,Corrosion,WO-0004436,Unexpected failure
MNT-004437,MCH-011,Plant-B,Predictive,Pump,2024-08-15,2024-11-02,14.33,0.5,96.06,78.17,TECH-006,High,Completed,Wear,WO-0004437,Post-incident repair
MNT-004438,MCH-013,Plant-A,Corrective,Pump,2024-07-07,2024-12-20,9.68,2.94,688.16,635.28,TECH-012,Low,Completed,Overload,WO-0004438,Unexpected failure
MNT-004439,MCH-041,Plant-C,Preventive,Filter,2024-01-06,2024-05-08,0.86,0.91,91.67,111.75,TECH-005,Medium,In Progress,Corrosion,WO-0004439,Post-incident repair
MNT-004440,MCH-024,Plant-A,Predictive,Bearing,2024-03-02,2024-09-16,3.95,6.74,672.91,294.96,TECH-023,High,Scheduled,Unknown,WO-0004440,Post-incident repair
MNT-004441,MCH-002,Plant-A,Preventive,Shaft,2024-02-29,2024-05-29,0.5,1.89,541.41,197.67,TECH-018,Medium,Completed,Unknown,WO-0004441,Upgrade
MNT-004442,MCH-049,Plant-C,Predictive,Sensor,2024-02-12,2024-11-27,3.23,3.86,606.05,145.06,TECH-027,High,Completed,Lubrication,WO-0004442,Scheduled replacement
MNT-004443,MCH-011,Plant-A,Predictive,Bearing,2024-03-03,2024-03-07,8.13,2.09,1633.11,1264.36,TECH-029,Low,Completed,Corrosion,WO-0004443,Upgrade
MNT-004444,MCH-030,Plant-B,Preventive,Coupling,2024-09-07,2024-06-01,4.9,1.75,1565.36,2008.33,TECH-028,Medium,Completed,Misalignment,WO-0004444,Post-incident repair
MNT-004445,MCH-002,Plant-A,Predictive,Sensor,2024-11-24,2024-11-06,3.71,0.5,1535.31,146.38,TECH-021,Critical,Completed,Lubrication,WO-0004445,Post-incident repair
MNT-004446,MCH-046,Plant-A,Predictive,Shaft,2024-12-08,2024-06-21,1.38,3.02,366.58,596.49,TECH-025,Low,Scheduled,Unknown,WO-0004446,Post-incident repair
MNT-004447,MCH-039,Plant-C,Preventive,Valve,2024-09-17,2024-11-08,3.29,0.5,96.84,72.59,TECH-028,High,Completed,Wear,WO-0004447,Routine check
